asset_key,resref,projectile_type,dependency_count,source_bif,locator,source_size,source_sha256,extracted_path
projectile:LIGHTGRN,LIGHTGRN,2,1,data/patch13.bif,0x0BC0002F,512,B5CB14054D492CF6BEF9DC04C6F7A4C38B0140044A1FE602406B0212911264F6,projectiles/source/LIGHTGRN.pro
projectile:LIGHTNB,LIGHTNB,2,1,data/patch13.bif,0x0BC00030,512,9A915A3E795EC4B49EE07A18A53CCAA81C07EF1914A1D2C4CF4DF74F760123A1,projectiles/source/LIGHTNB.pro
projectile:LIGHTSTO,LIGHTSTO,3,1,data/Project.bif,0x03900073,768,C5F0AEBDF34049B921FC1FCE9F1E17AE795898267804E4CA4ADB3F46EB53610A,projectiles/source/LIGHTSTO.pro
projectile:MAGICMIS,MAGICMIS,2,1,data/Project.bif,0x03900074,512,8060ECF0DEF1E4A23EB3B65FEFD0850DE5AB50290B02DA909EBCCB9367DDC5CF,projectiles/source/MAGICMIS.pro
projectile:METSWARM,METSWARM,3,1,data/Project.bif,0x03900075,768,C17F3C2F71FD483DB92C64B2C4921CA3A3FE4399E1135CD1FABAF16FA9A85821,projectiles/source/METSWARM.pro
projectile:NEWBOLT1,NEWBOLT1,2,1,data/Project.bif,0x03900076,512,37311505E0E74D2E1C8D8015BD756E7F00AF44F94D76A20D6847FD39169D6B28,projectiles/source/NEWBOLT1.pro
projectile:OHBICEW,OHBICEW,3,1,data/BlackPits.bif,0x00F0070F,768,69BF5D7F5176B035974726E40F81FF99F142783EEB3FB4E86CF3A7018292DAA8,projectiles/source/OHBICEW.pro
projectile:OHCL937,OHCL937,3,2,data/ee.bif,0x0B500065,768,EB0755BE0EF69A8126D0DC1C88B70AADEF3B152CF8F625670E4F9F25CF27BC3B,projectiles/source/OHCL937.pro
projectile:OHDETEVL,OHDETEVL,3,1,data/Project.bif,0x03900077,768,312F1E644AF3129D9A1701572186B24472BFA544D63057F008E6425BD417B8ED,projectiles/source/OHDETEVL.pro
projectile:OHRROCK,OHRROCK,3,0,data/Rasaad.bif,0x0B900887,768,E983A34DE32B5F1B77A128F44C62A68BBAB94DEA6674D19C31329D7164B742F4,projectiles/source/OHRROCK.pro
projectile:OHSYMBOL,OHSYMBOL,3,2,data/ee.bif,0x0B50007C,768,D931605F7BB677E29FF2E6B8A7ED46BFBD0B27BCFA13E8E2E47E80CBDA71C744,projectiles/source/OHSYMBOL.pro
projectile:OHVRNP,OHVRNP,3,0,data/Patch25.bif,0x0100003D,768,6F4DD2E6F5D43B5A7B97A27AA99A44B53033F8461CDAF597372236699184EE29,projectiles/source/OHVRNP.pro
projectile:OHVRPO,OHVRPO,3,0,data/Patch25.bif,0x0100003E,768,1898FD05F7CE494D77E5A0FC885C0EC57A5432708242CE82B0C9A48F7B79867F,projectiles/source/OHVRPO.pro
projectile:PCOMETT,PCOMETT,2,1,data/Project.bif,0x03900078,512,01642E2FE96E6311EA86BEC34F6F4E1777C3BE35104D53B343D6CE1E9336C2FC,projectiles/source/PCOMETT.pro
projectile:PFIELD,PFIELD,3,1,data/Project.bif,0x03900079,768,9B509B71601C72CA3027F0DF99BC0502B1038385E1D84EDFB2B968C55EE8A346,projectiles/source/PFIELD.pro
projectile:PFIRE2,PFIRE2,3,3,data/Project.bif,0x0390007A,768,62F957E4A8EE9144BA016D584AB2548182FB9E17C77023F45406EC4EE4F7BA7D,projectiles/source/PFIRE2.pro
projectile:PFIRE3,PFIRE3,2,1,data/Project.bif,0x0390007B,512,2F7C882E54D48F95C097E9046A54F327657406296C9AFBE659AC5ACC4E6F7F09,projectiles/source/PFIRE3.pro
projectile:PHOLYST,PHOLYST,3,0,data/Project.bif,0x0390007C,768,10F42CE184499EBFD286934AE4E29B5567D46A44B8E66930916D4649C9DFD131,projectiles/source/PHOLYST.pro
projectile:PSKULLT,PSKULLT,2,1,data/Project.bif,0x0390007D,512,41224DF9A57850588992A8CCC76ACEB74DE55276424AC9EE7E61AE059A0195ED,projectiles/source/PSKULLT.pro
projectile:PSPEART,PSPEART,2,1,data/Project.bif,0x0390007E,512,6ABF9F421B6774655B0CC52656C3A816B8FF6F2B0BA67BBA76BBE50EB689C267,projectiles/source/PSPEART.pro
projectile:PSPRAY,PSPRAY,3,0,data/Project.bif,0x0390007F,768,4BAAEE25F458AD575E03A4FCE3038126D8F1541227DA46BBA0CE05223784CA1A,projectiles/source/PSPRAY.pro
projectile:PUNHLST,PUNHLST,3,0,data/Project.bif,0x03900080,768,4DB84AE284B09475927E4E1C6064E69CD95945A56EE7E633FB2AEE69BCEEE56C,projectiles/source/PUNHLST.pro
projectile:PWILT,PWILT,3,3,data/Project.bif,0x03900081,768,34E0EF01783E2B32EAAB66FF99BB9AC3D4FE98DED8A43F871B189386105592B3,projectiles/source/PWILT.pro
projectile:RANGE05,RANGE05,3,0,data/PATCH26.BIF,0x08600042,768,903822174E899E8C55D83E5839C622418339FF02D98526A3C0F6AA7B15E34475,projectiles/source/RANGE05.pro
projectile:RANGE07,RANGE07,3,0,data/PATCH26.BIF,0x08600043,768,EA131D953BE7332DF62E8FF90BD399D715E0981C04A6AEDE06887448F1E2CADC,projectiles/source/RANGE07.pro
projectile:RANGE10,RANGE10,3,0,data/PATCH26.BIF,0x08600044,768,85377ECD082C45D7F931FE6ED8E40DA324AE38E00BAC36750190BE7996F13613,projectiles/source/RANGE10.pro
projectile:RDMIDDLE,RDMIDDLE,3,0,data/Project.bif,0x03900082,768,11179298F82EB58478A7EE89F965F7AA78D2221D5F2C86C9FD79658C14CF0E81,projectiles/source/RDMIDDLE.pro
projectile:REDHIT,REDHIT,3,2,data/Project.bif,0x03900083,768,BF2A01DD20D409CDC920A994FC11BC040E2F7F18E637339A439BC04227D09368,projectiles/source/REDHIT.pro
projectile:SAFEFIRE,SAFEFIRE,3,3,data/Project.bif,0x03900084,768,1665A27CAF11FAB8DD397E9562867AEE70268A8AFAC6D0D6248706FB3FA7E4BF,projectiles/source/SAFEFIRE.pro
projectile:SCORCHER,SCORCHER,2,1,data/patch13.bif,0x0BC0007B,512,C83E11263396B10C5F296153EC12AEDAD7CA94F0A3CDD7060D55DF039D0BD4F8,projectiles/source/SCORCHER.pro
projectile:SKYBOLT,SKYBOLT,2,1,data/patch13.bif,0x0BC0007C,512,6511A8BD69F5F13F472EE0D2E288ADB69D86F8CB3BE84397E1645FB862294A8A,projectiles/source/SKYBOLT.pro
projectile:SLEEP,SLEEP,3,2,data/Project.bif,0x03900085,768,49FA7D00BCEF77829D1FD60734DE32E5B115EB82B025F59B2251A9B0C6F2667B,projectiles/source/SLEEP.pro
projectile:SMLLAREA,SMLLAREA,3,0,data/Project.bif,0x03900086,768,4949C593E379353ED0568F365CE7FC404F044FC177BE3A0DD05ABBDC2C9D4A3C,projectiles/source/SMLLAREA.pro
projectile:SMLLARNC,SMLLARNC,3,0,data/Project.bif,0x03900087,768,F67D25ABA7EB8F17B449E9560F73CAC9F3BEDBD3CFA3765F6FA4C0424A0FEE77,projectiles/source/SMLLARNC.pro
projectile:SMLLNPC,SMLLNPC,3,0,data/Project.bif,0x03900088,768,3690EAD1E9872954CB8729E98FB8B38D0E6346C9E08BFA5883382912694ECE35,projectiles/source/SMLLNPC.pro
projectile:SPARBKNP,SPARBKNP,3,2,data/Project.bif,0x03900089,768,F9BBD1332B04499C754CEC9DCDFEE7162D31A1997C5647E0FF04F1501797E626,projectiles/source/SPARBKNP.pro
projectile:SPARBKPA,SPARBKPA,3,2,data/Project.bif,0x0390008A,768,AAD1217EBCCE7095FAA3D07B0D6AE09CAA662F1E0749BD4C32DC300747FB3C6D,projectiles/source/SPARBKPA.pro
projectile:SPARBLNP,SPARBLNP,3,2,data/Project.bif,0x0390008B,768,F4F5430860E6A4EB67405C9C7D6282A771B386B4F2B22027A46532B3508D6754,projectiles/source/SPARBLNP.pro
projectile:SPARBLPA,SPARBLPA,3,2,data/Project.bif,0x0390008C,768,E1AE598EBED50DF36945599BFB6C886A1567BEF18096172D0BD2DEAB521BB4DF,projectiles/source/SPARBLPA.pro
projectile:SPARCHNP,SPARCHNP,3,1,data/Project.bif,0x0390008D,768,F4A3FA745F5B3A0923AEB5AE0BF7390167B91608A7CE55AF2B6A3C34877EB291,projectiles/source/SPARCHNP.pro
projectile:SPARCHPA,SPARCHPA,3,1,data/Project.bif,0x0390008E,768,D2075AB06052D574213E98CD4CBA721EBE1A3D5D1A5CD9D95CC4EA7D4BD03ACC,projectiles/source/SPARCHPA.pro
projectile:SPARGONP,SPARGONP,3,2,data/Project.bif,0x0390008F,768,702C7EF215C71B6E0740D744A9FA8E35241A35E9243367732903DA5F5E23910A,projectiles/source/SPARGONP.pro
projectile:SPARGOPA,SPARGOPA,3,2,data/Project.bif,0x03900090,768,CA1241BB88934784267E3650BE3D70F95A8DBBF92CBF6C1BA939DECE97976B71,projectiles/source/SPARGOPA.pro
projectile:SPARGRNP,SPARGRNP,3,2,data/Project.bif,0x03900091,768,B409E485B7CB9D1A3ADAEBCFD02056182CA2E71A6F85A32E273F12B20F0E40D8,projectiles/source/SPARGRNP.pro
projectile:SPARGRPA,SPARGRPA,3,2,data/Project.bif,0x03900092,768,EA72DDC6DDEE986D69FB45C23AF4281FD93481E7E21F0F74F288B251FCF36924,projectiles/source/SPARGRPA.pro
projectile:SPARICNP,SPARICNP,3,3,data/Project.bif,0x03900093,768,D970FB68B7AE89387454074A3332D0C16AD8225BB1E9E006DC838431BE20F364,projectiles/source/SPARICNP.pro
projectile:SPARICPA,SPARICPA,3,3,data/Project.bif,0x03900094,768,909B24F3A3F95049B2D97CAA5D6BD9DD6774C380D2FABD126B8AA827182E8CCF,projectiles/source/SPARICPA.pro
projectile:SPARKLBK,SPARKLBK,2,1,data/Project.bif,0x03900095,512,46CBFCD7D2B83241BAEC55E0CC5BD02C2091D9D6AF3D971A9650B69599A2259C,projectiles/source/SPARKLBK.pro
projectile:SPARKLBL,SPARKLBL,2,2,data/Project.bif,0x03900096,512,E7310A90353C748EECF0377AA2D974E8867F4B0541CEF464E1A69BC7A34B4CE5,projectiles/source/SPARKLBL.pro
projectile:SPARKLCH,SPARKLCH,2,1,data/Project.bif,0x03900097,512,91308DABFE4A19834B7FDE856F3937FB94E3C1E53CF106052D4C0FB7FFEAAC44,projectiles/source/SPARKLCH.pro
projectile:SPARKLGO,SPARKLGO,2,2,data/Project.bif,0x03900098,512,BECB0324708B3EC72E7595D8E41A05255412B0B2592A6E7D3E3F86A8FC7BED52,projectiles/source/SPARKLGO.pro
projectile:SPARKLGR,SPARKLGR,2,2,data/Project.bif,0x03900099,512,1B60A9D42B7CC3A8F97F3824B6D873ECC30F6D863F1F7E3B1516823813A2C630,projectiles/source/SPARKLGR.pro
projectile:SPARKLIC,SPARKLIC,2,2,data/Project.bif,0x0390009A,512,7A79E45F7B19B225FEAA50E726A306C5AF660420D06AB971C4BBAED804D6AA3F,projectiles/source/SPARKLIC.pro
projectile:SPARKLMA,SPARKLMA,2,2,data/Project.bif,0x0390009B,512,FC87EDB83F93AFC3423604C8F8666E94D00474952034213AD37837BB1AE75E5D,projectiles/source/SPARKLMA.pro
projectile:SPARKLOR,SPARKLOR,2,2,data/Project.bif,0x0390009C,512,A2489161EB1D8F8F84921C2A479482BEC501FB3B4148471EFCB8AF096F5E793C,projectiles/source/SPARKLOR.pro
projectile:SPARKLPU,SPARKLPU,2,2,data/Project.bif,0x0390009D,512,001D1EC2872B21D780AA0954DF8DE64EF8070E29DC11D78170C1D77B5E06B03E,projectiles/source/SPARKLPU.pro
projectile:SPARKLRE,SPARKLRE,2,2,data/Project.bif,0x0390009E,512,0098877CB104AE3F0ABCDC0828D05F7540D5CC7DF3436ADD0DF105B66E155017,projectiles/source/SPARKLRE.pro
projectile:SPARKLST,SPARKLST,2,2,data/Project.bif,0x0390009F,512,93B886D57ED919AD795C4BF222AB5B3BB2D986767FB02ED47CD0082E77325C2E,projectiles/source/SPARKLST.pro
projectile:SPARMANP,SPARMANP,3,2,data/Project.bif,0x039000A0,768,D42F737EBCA652638C6281E1CBEFABD2787ABACAF5C1AFD1EE274B750A4DDAFF,projectiles/source/SPARMANP.pro
projectile:SPARMAPA,SPARMAPA,3,2,data/Project.bif,0x039000A1,768,B13DC2CD2D04612587D57CE695A929202B99BBE79DADBAC4D957F695DDF722F5,projectiles/source/SPARMAPA.pro
projectile:SPARORNP,SPARORNP,3,2,data/Project.bif,0x039000A2,768,A517684E1D1B4959AE105B4E5493C66F38BBA37F9D8D488C078ED27476D86744,projectiles/source/SPARORNP.pro
projectile:SPARORPA,SPARORPA,3,2,data/Project.bif,0x039000A3,768,5970259B627D424CC73D94C653AF564F67BDC9E73CA89C584BC0729310D77966,projectiles/source/SPARORPA.pro
projectile:SPARPUNP,SPARPUNP,3,2,data/Project.bif,0x039000A4,768,7944DD967DC1BD8078EEFEC1483F6537BE79C7B829902FFD9DCF2A9C8FCC20FF,projectiles/source/SPARPUNP.pro
projectile:SPARPUPA,SPARPUPA,3,2,data/Project.bif,0x039000A5,768,822A7C1E5528C70F71E48A55A6966C23E8496421DE0EA7CFC9FB524BD1E96074,projectiles/source/SPARPUPA.pro
projectile:SPARRENP,SPARRENP,3,2,data/Project.bif,0x039000A6,768,E1815CC3F0DBE31B4C5138A2983A1AFD87F25B2C4DBA6201C93784C95242D28B,projectiles/source/SPARRENP.pro
projectile:SPARREPA,SPARREPA,3,2,data/Project.bif,0x039000A7,768,92A469F43D801E1084F1386FE06FD10A656B8DBE2E3318AE089D832CBD0DF9DE,projectiles/source/SPARREPA.pro
projectile:SPARSTNP,SPARSTNP,3,2,data/Project.bif,0x039000A8,768,EDE88D273F181A13A0DA1E35AF7E7C801C50DAC45649FC9717B850FBFFF52C8B,projectiles/source/SPARSTNP.pro
projectile:SPARSTPA,SPARSTPA,3,2,data/Project.bif,0x039000A9,768,485B9E34CAC76484F346046DCFDF8BD8D481D9531AA2992A05236305137C7160,projectiles/source/SPARSTPA.pro
projectile:SPATTCK2,SPATTCK2,2,2,data/Project.bif,0x039000AA,512,795D5E350021F903038E21548F08F7B6308F5D733708D3080498470DF00E493D,projectiles/source/SPATTCK2.pro
projectile:SPBEHBLA,SPBEHBLA,2,1,data/Project.bif,0x039000AB,512,8C0078615FA328EF219FDE8A201551A35E54B5FF5EAE0AD1549E30DCD7E29AFF,projectiles/source/SPBEHBLA.pro
projectile:SPCL236,SPCL236,2,1,data/Project.bif,0x039000AC,768,296C83A01B598AC59066C70D14FDF4766C5E4A544F024625E1D0677C97DB9367,projectiles/source/SPCL236.pro
projectile:SPCL239,SPCL239,3,3,data/Project.bif,0x039000AD,768,CA83493D09AA299974865E17934A90B9FD15E1C69D2DF20A8222A245EBA80DC0,projectiles/source/SPCL239.pro
projectile:SPDRBRTH,SPDRBRTH,3,1,data/25Projct.bif,0x09900003,768,B4BAFD5024BEDC54F018653FC369FB5C1D81DE3A238828725D09925F3BF14021,projectiles/source/SPDRBRTH.pro
projectile:SPEAR,SPEAR,2,1,data/Project.bif,0x039000AE,512,AEEB5176CD04AF0574A942D2DF74F05D1B592AC05E9684F4BC20071B09EF573B,projectiles/source/SPEAR.pro
projectile:SPEAREX,SPEAREX,3,3,data/Project.bif,0x039000AF,768,A68B198D967529083616498549B73965E22950B5DF80CEC9E41A99C60011C484,projectiles/source/SPEAREX.pro
projectile:SPENBLD,SPENBLD,2,1,data/25Projct.bif,0x09900004,512,72D003329350396070317669656D4B9BD6A400DE761BBF81996EE31F2ABF64C1,projectiles/source/SPENBLD.pro
projectile:SPGREORB,SPGREORB,2,2,data/Project.bif,0x039000B0,512,74B5EF2AD4A4DFA9756F12F1691913DDFB4B04D05D172110D52B704645B71C35,projectiles/source/SPGREORB.pro
projectile:SPKLARBK,SPKLARBK,3,2,data/Project.bif,0x039000B1,768,0E2EC5A7CABED894E000415A50F40DAC84DEC1E354D52594A34425ECF8B7BD59,projectiles/source/SPKLARBK.pro
projectile:SPKLARBL,SPKLARBL,3,2,data/Project.bif,0x039000B2,768,4D3DA51701051BFACFC4EC7D44322239DEEFC66F575FB446861381E51E86F6DB,projectiles/source/SPKLARBL.pro
projectile:SPKLARCH,SPKLARCH,3,1,data/Project.bif,0x039000B3,768,F2D564ABC583707E228192A21258B2BE22972DA14314E944892B3FA50A64160E,projectiles/source/SPKLARCH.pro
projectile:SPKLARGO,SPKLARGO,3,2,data/Project.bif,0x039000B4,768,C077D8D27B4829E97792F1C718874F2797602B2B8E197DE00F76D7F39A305529,projectiles/source/SPKLARGO.pro
projectile:SPKLARGR,SPKLARGR,3,2,data/Project.bif,0x039000B5,768,F4520163D9747D9ECF7AEF7D0BFA556584856A136BABC7C59A4B5C399F50FD83,projectiles/source/SPKLARGR.pro
projectile:SPKLARIC,SPKLARIC,3,3,data/Project.bif,0x039000B6,768,00461D0F24817412661AF2F358B843050F66FAC8F090C829A7588403C7039372,projectiles/source/SPKLARIC.pro
projectile:SPKLARMA,SPKLARMA,3,2,data/Project.bif,0x039000B7,768,994108F52AF91BCC9FB24481299AB51F83D56852224D7BAB955894A6A21B7441,projectiles/source/SPKLARMA.pro
projectile:SPKLAROR,SPKLAROR,3,2,data/Project.bif,0x039000B8,768,10900B89745383AA8D4B3C880F89B69D8428E2C8D64DC95DD5629349F81427DF,projectiles/source/SPKLAROR.pro
projectile:SPKLARPU,SPKLARPU,3,2,data/Project.bif,0x039000B9,768,5EAFEE9B21DDD36CF7293839FF45CC8FD3264F3E7CB64FF01D082BA87F98ECC2,projectiles/source/SPKLARPU.pro
projectile:SPKLARRE,SPKLARRE,3,2,data/Project.bif,0x039000BA,768,CABDDE5B2769C0C174D657A5C4E6627E6E2D9F888F21A73105E6391341F71D45,projectiles/source/SPKLARRE.pro
projectile:SPKLARST,SPKLARST,3,2,data/Project.bif,0x039000BB,768,9887A4BE704B7DA47D08FECBA94DC2E32A0F699051834EFA4CB512FF08E17261,projectiles/source/SPKLARST.pro
projectile:STONE,STONE,2,1,data/Project.bif,0x039000BC,512,D5A32B63E70980EFAA8663DB9F9AE81E7EBB1796915F52A6EDE3FD1E0B523FDB,projectiles/source/STONE.pro
projectile:STRMVENG,STRMVENG,3,1,data/25Projct.bif,0x09900005,768,A318A06A9346D1A360BFD5DFB9610243B370176193DAD4AB49B82772A275FB62,projectiles/source/STRMVENG.pro
projectile:TRAPBOOM,TRAPBOOM,3,3,data/25Projct.bif,0x09900006,768,3EB9A06B8BB5755E42D6032245D9ADBD10BB52D6B6657624D0C4590D17EF9DE1,projectiles/source/TRAPBOOM.pro
projectile:TRAPDART,TRAPDART,2,1,data/Project.bif,0x039000BD,512,7935041BD9606A3DB990EAACAF3B392EF8EA52318646A03C7F7A666B1DCBD767,projectiles/source/TRAPDART.pro
projectile:TRAPGLPN,TRAPGLPN,3,2,data/Project.bif,0x039000BE,768,4E78347063D053C0B18925C38B66C54935D155DCA3FEF5507AFE1CEA547EB1E0,projectiles/source/TRAPGLPN.pro
projectile:TRAPGLYP,TRAPGLYP,3,1,data/Project.bif,0x039000BF,768,23A9AAF27E26B6EE897DEED519E55265699F8BFDB72DB9EC3F2466A895338118,projectiles/source/TRAPGLYP.pro
projectile:TRAPSKUL,TRAPSKUL,3,2,data/Project.bif,0x039000C0,768,FBEF84AE577F4A3A9A3DAD49046C39DF9B3E4C9988E6542D16C80825E7D2B574,projectiles/source/TRAPSKUL.pro
projectile:TRAPSNAR,TRAPSNAR,3,1,data/Project.bif,0x039000C1,768,A95BF94862447C6A1227583682601E0610ED96841604E0BF3A9417B9C492FB13,projectiles/source/TRAPSNAR.pro
projectile:TRAPSPIK,TRAPSPIK,3,1,data/25Projct.bif,0x09900007,768,7CA5CF7483CC1BD71B3F30C0DFE980F71F2014F7FB9CC634E63266DC39D62AAF,projectiles/source/TRAPSPIK.pro
projectile:TRAPTIME,TRAPTIME,3,2,data/25Projct.bif,0x09900008,768,3E92B258C9C96D944D8758A7FEE4293039117F11B4F7AF3DC326B4C596486520,projectiles/source/TRAPTIME.pro
projectile:TSKULLNP,TSKULLNP,3,2,data/Project.bif,0x039000C2,768,0E429538208A364A76B9414F3A6ED63B8F146873636CA3F6750DA58C1049619F,projectiles/source/TSKULLNP.pro
projectile:UNLYAREA,UNLYAREA,3,1,data/Project.bif,0x039000C3,768,B3EFFF3571D2BE6CF772F553678C1E1FB24BEB714C4FEB28C1885B794110F963,projectiles/source/UNLYAREA.pro
projectile:WEB,WEB,3,1,data/Project.bif,0x039000C4,768,F6D87CE7D9631439E4F14B0C40E3E233BF14EE78EF413EFB3B67C846DF06BD3D,projectiles/source/WEB.pro
projectile:WEB1P,WEB1P,2,1,data/Project.bif,0x039000C5,512,B06BAA03231F9EB4470A9CFD9757D2A9A5C29FFCF3C5347FE188BE7EC4841820,projectiles/source/WEB1P.pro
projectile:WEBTRAV,WEBTRAV,2,0,data/Project.bif,0x039000C6,512,FAABD0D26735ED8E8D4392A21B450C75F4570C214A42235E286C293597FEC55B,projectiles/source/WEBTRAV.pro
projectile:WILDZONE,WILDZONE,3,1,data/Project.bif,0x039000C7,768,AC9D571F2AC90B2FFEF51330A31AA696C49232BCC38FEACAF0C058AD2AADDC88,projectiles/source/WILDZONE.pro
projectile:WRITHING,WRITHING,3,2,data/Patch2.bif,0x0BD003EA,768,FC8C47BDF5328832A7F5AB06404FFC6A140A395FBA3FA120498543D636F96A98,projectiles/source/WRITHING.pro
