area_id,campaign,name_fr,name_en,name_source,name_strref,name_confidence,location_group,accessible_from,resolution_x1,resolution_x1_mpx,split_seedvr,map_variants_count,workload_mpx,workload_done_mpx,x1_tuiles_principales,x1_tuiles_secondaires,runs,build,status,has_night_variant,x1_tuiles_principales_nuit,x1_tuiles_secondaires_nuit,runs_nuit,build_nuit,status_nuit,spline_fit_1_0,notes
AR0417,SoA,Maison de Borinall,Borinall's House,area-list,AR0417,confirmed,,AR0400,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Maison de Borinall - confirme sans etage (une seule region de voyage vers AR0400, verifiee dans l'ARE) ; SeedVR2 7B/LAB x4 direct (pas de decoupe, pas de cellule secondaire WED); 86 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 38.06 dB; injection SHA validee (0 divergence, 3 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0418,SoA,Antre des myconides,Myconid Area,area-list,AR0418,confirmed,slums-sewers,AR0404,21x14 tuiles (1344x896px),1.20,1 - direct,1,1.20,1.20,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"SeedVR2 7B/LAB x4 direct (pas de secondaire distincte); 208 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 (zone opaque); PSNR 40.17 dB; injection SHA validee (0 divergence, 6 fichiers). QA en jeu validee par l'utilisateur le 2026-08-18."
AR0420,SoA,Sphère Planaire — repaire des hommes-lézards,Planar Sphere — Lizard Hideout,area-list,AR0420,confirmed,planar-sphere,AR0410,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"Sphere Planaire, repaire des hommes-lezards - SeedVR2 7B/LAB x4 direct (pas de decoupe); 97 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 automatique (zone opaque); PSNR 41.00 dB; injection SHA validee (0 divergence, 3 fichiers); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0500,SoA,Pont,Bridge,WORLDMAP,26465,official,,AR0501;AR0504;AR0505;AR0506;AR0507;AR0509;AR0512;AR0513;AR0514;AR0515;AR0527;AR0529;AR0530;AR0531;AR0705,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,4,78.64,78.64,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4-nuit,yes,validated-installed,,"Marais WTSWAM (Pont), WED jour/nuit ; SeedVR2 7B INT8 LAB x4 grille 2x5 (dix morceaux). Jour et nuit upscales en entier (principale+secondaire, 0 resample, 0 OOB), --transparent-full-water-base --soften-water-contours, DXT5. Overlay WTSWAM legacy garde en stock x1 (overlay_policy keep-stock), non touche par le build. Jour PSNR 34.93 dB, nuit PSNR 38.27 dB. Ancien build x2 jour (deja valide-installe) remplace par le x4 complet ; AR0500N jamais installe avant. Injecte le 2026-08-17, backups horodates dans backups/maps/AR0500-*/ et AR0500N-*/. QA en jeu validee jour et nuit par l'utilisateur le 2026-08-17. Variante nuit rebuildee le 2026-08-18 avec le correctif de pagination PVRZ : l'ancien build 108 pages produisait des resrefs a 9 caracteres (A0500N100..107), au-dessus de la limite de 8 octets de CResRef — meme defaut que le crash confirme sur AR0900N, jamais declenche ici seulement parce que la QA n'avait pas croise ces tuiles. Nouveau build actif : 05_build/x4-page4096/ (24 pages de 4096, resref le plus long A0500N23, 8 car.). Contenu pixel inchange (PSNR 38.27 dB), 0 tuile hors limites, 0 resampled, DXT5. Anciens fichiers conserves dans backups/maps/AR0500N-page-overflow-revert-20260818-205035/. Injection SHA validee (0 divergence). QA en jeu de la variante nuit validee par l'utilisateur le 2026-08-18 : plus aucun crash, aucun defaut visuel."
AR0501,SoA,,Tanner's Hideout 1st Floor,BGEE.LUA-cheatAreas,AR0501,confirmed,,AR0500;AR0502,14x10 tuiles (896x640px),0.57,1 - direct,1,0.57,0.57,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Repaire de Tanner - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 38.82 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0502,SoA,,Tanner's Hideout Cellar,BGEE.LUA-cheatAreas,AR0502,confirmed,,AR0501;AR0503,14x13 tuiles (896x832px),0.75,1 - direct,1,0.75,0.75,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Repaire de Tanner - Cellar; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 39.76 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0503,SoA,,Tanner's Hideout Dock,BGEE.LUA-cheatAreas,AR0503,confirmed,,AR0502,17x14 tuiles (1088x896px),0.97,1 - direct,2,1.94,1.94,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Repaire de Tanner - Dock, huile WTOIL stock (overlay_policy keep-stock), --transparent-full-water-base --soften-water-contours; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT5 (alpha des contours d'huile) (6 pages 2048); PSNR 37.93 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Zone noire signalee en premiere QA : comparee cote a cote avec le rendu vanille en jeu (fichiers temporairement retires d'override puis restaures, SHA re-verifie) ; confirmee conforme, validee par l'utilisateur le 2026-08-19."
AR0504,SoA,,Saerk's House 1st Floor,BGEE.LUA-cheatAreas,AR0504,confirmed,,AR0500;AR0505,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,1,4.92,4.92,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Maison de Saerk - 1st Floor, grille 2x2; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (13 pages 2048); PSNR 37.91 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0505,SoA,,Saerk's House 2nd Floor,BGEE.LUA-cheatAreas,AR0505,confirmed,,AR0500;AR0504,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,2,9.84,9.84,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4,yes,validated-installed,no,,,,,,,"Maison de Saerk - 2nd Floor, grille 2x2; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x2-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (14 pages 2048); PSNR 38.97 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0506,SoA,,Noble House 1st Floor,BGEE.LUA-cheatAreas,AR0506,confirmed,,AR0500,17x13 tuiles (1088x832px),0.91,1 - direct,2,1.82,1.82,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Maison noble - fontaine WTPOOL deja en override (reuse_existing_override); SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT5 (alpha detecte) (5 pages 2048); PSNR 35.83 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Crenelage leger signale par l'utilisateur en QA, ajoute au suivi de pipeline/PROBLEMES_A_RESOUDRE.md (section AR0604/AR0413) sans bloquer la validation."
AR0507,SoA,,Kidnappers' Hideout 1st Floor,BGEE.LUA-cheatAreas,AR0507,confirmed,,AR0500;AR0508,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Repaire des ravisseurs - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 39.38 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0508,SoA,,Kidnappers' Hideout 2nd Floor,BGEE.LUA-cheatAreas,AR0508,confirmed,,AR0507,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Repaire des ravisseurs - 2nd Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.36 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0509,SoA,,Five Flagons Inn 1st Floor,BGEE.LUA-cheatAreas,AR0509,confirmed,,AR0500;AR0510;AR0511,18x14 tuiles (1152x896px),1.03,1 - direct,1,1.03,1.03,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Auberge des Cinq Flacons - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 38.62 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0510,SoA,,Five Flagons Inn Theater,BGEE.LUA-cheatAreas,AR0510,confirmed,,AR0509,32x22 tuiles (2048x1408px),2.88,2 - --split-rows,2,5.76,5.76,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Auberge des Cinq Flacons - Theater, deux morceaux --split-rows; secondaire 100% invalide (references hors table, garde preflight assouplie dans audit_area_preflight.py, cf. render_secondary.py qui retombe deja sur la primaire), pas de seconde inference; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (8 pages 2048); PSNR 40.67 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0511,SoA,,Five Flagons Inn 2nd Floor,BGEE.LUA-cheatAreas,AR0511,confirmed,,AR0509,27x21 tuiles (1728x1344px),2.32,2 - --split-rows,2,4.64,4.64,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Auberge des Cinq Flacons - 2nd Floor, hauteur 1344px (21 tuiles, nombre impair) incompatible avec --split-rows : contournement --split-grid 1 2; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-split-rows-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (7 pages 2048); PSNR 39.43 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0512,SoA,,Temple of Helm,BGEE.LUA-cheatAreas,AR0512,,,AR0500,14x10 tuiles (896x640px),0.57,1 - direct,2,1.14,1.14,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Temple d'Helm - lac WTLAKE deja en override (reuse_existing_override); SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT5 (alpha detecte) (3 pages 2048); PSNR 33.80 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Crenelage leger signale par l'utilisateur en QA, ajoute au suivi de pipeline/PROBLEMES_A_RESOUDRE.md (section AR0604/AR0413) sans bloquer la validation."
AR0513,SoA,,Calbor's Inn at Bridge District 1st Floor,BGEE.LUA-cheatAreas,AR0513,confirmed,,AR0500;AR0514,20x15 tuiles (1280x960px),1.23,1 - direct,2,2.46,2.46,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Auberge de Calbor - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (4 pages 2048); PSNR 39.75 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0514,SoA,,Inn at Bridge District 2nd Floor,BGEE.LUA-cheatAreas,AR0514,confirmed,,AR0500;AR0513;AR0515,16x12 tuiles (1024x768px),0.79,1 - direct,1,0.79,0.79,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Auberge de Calbor - 2nd Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 39.31 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0515,SoA,,Inn at Bridge District 3rd Floor,BGEE.LUA-cheatAreas,AR0515,confirmed,,AR0500;AR0514,16x12 tuiles (1024x768px),0.79,1 - direct,1,0.79,0.79,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Auberge de Calbor - 3rd Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 38.78 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0516,SoA,,Planar Prison,BGEE.LUA-cheatAreas,AR0516,confirmed,,AR0510;AR0517,61x35 tuiles (3904x2240px),8.74,6 - --split-grid 2 3,1,8.74,8.74,yes,yes,seedvr2-7b-int8-lab-grid-2x3-x4,yes,validated-installed,no,,,,,,,"Cas particulier - Planar Prison - atteint via le theatre AR0510, grille 2x3, 39 pages; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-grid-2x3-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (39 pages 2048); PSNR 39.43 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Zone contient des animations (BAM) non traitees par le pipeline de decors (upscale differe, cf. README.md section ""Animations de decor"" et animations/README.md) : a reprendre quand le pipeline BAM sera disponible. Occlusion locale du SPHINCT inferieur : omission WED vanilla confirmee, polygone 49 type 0x09 valide ingame sur planar-test le 2026-08-27 puis revalide avec le bridge le 2026-08-31; specification maps/wed-corrections/AR0516/lower-sphinct-cover.json; selection release approuvee, content.json en attente de regeneration."
AR0517,SoA,,Planar Prison Cell,BGEE.LUA-cheatAreas,AR0517,,,,13x15 tuiles (832x960px),0.80,1 - direct,1,0.80,0.80,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Cas particulier - Planar Prison Cell -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (4 pages 2048); PSNR 39.27 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0526,SoA,,Sarcophagus Cellar,BGEE.LUA-cheatAreas,AR0526,confirmed,,,18x15 tuiles (1152x960px),1.11,1 - direct,1,1.11,1.11,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Cas particulier - Sarcophagus Cellar - lien topologique avec AR0500 non confirme dans le WED (accessible_from vide des deux cotes), traitee a la demande de l'utilisateur; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (5 pages 2048); PSNR 39.80 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19."
AR0527,SoA,,House 1st Floor,BGEE.LUA-cheatAreas,AR0527,,,AR0500;AR0528,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Maison (non identifiee) - 1st Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.70 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19. Crenelage leger signale par l'utilisateur en QA, ajoute au suivi de pipeline/PROBLEMES_A_RESOUDRE.md (section AR0604/AR0413) sans bloquer la validation."
AR0528,SoA,,House 2nd Floor,BGEE.LUA-cheatAreas,AR0528,confirmed,,AR0527,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison (non identifiee) - 2nd Floor; SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 40.02 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0529,SoA,,Neb's Hideout,BGEE.LUA-cheatAreas,AR0529,confirmed,,AR0500,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Repaire de Neb -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 38.38 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0530,SoA,,Storehouse,BGEE.LUA-cheatAreas,AR0530,confirmed,,AR0500,15x12 tuiles (960x768px),0.74,1 - direct,1,0.74,0.74,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Entrepot -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (3 pages 2048); PSNR 40.96 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0531,SoA,,Commoner House,BGEE.LUA-cheatAreas,AR0531,confirmed,,AR0500,13x10 tuiles (832x640px),0.53,1 - direct,1,0.53,0.53,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,Maison de roturier -  SeedVR2 7B INT8 x4/LAB (seedvr2-7b-int8-lab-direct-x4); 0 tuile hors limites; DXT1 automatique (zone opaque) (2 pages 2048); PSNR 38.44 dB; injection SHA validee (0 divergence); QA en jeu validee par l'utilisateur le 2026-08-19.
AR0600,SoA,Entrée du cirque,Circus Tent Entryway,area-list,AR0600,confirmed,,AR0604;AR0700,48x40 tuiles (3072x2560px),7.86,6 - --split-grid 2 3,1,7.86,7.86,yes,yes,seedvr2-7b-int8-lab-grid-2x2-x4-png-review,yes,validated-installed,no,,,,,,,"Entree du cirque - SeedVR2 7B/LAB x4, principale en grille 2x2; aucune cellule secondaire WED; DXT1 automatique; 2399 tuiles, 0 OOB; PSNR 40.56 dB; injection SHA validee (build canonique : 05_build/x4-7b-primary-dxt1-official) ; QA en jeu validee par l'utilisateur le 2026-08-19."
AR0601,SoA,,Air Plane in Irenicus's Dungeon,BGEE.LUA-cheatAreas,AR0601,confirmed,,AR0602,40x30 tuiles (2560x1920px),4.92,4 - --split-grid 2 2,1,4.92,4.92,yes,yes,seedvr2-7b-int8-lab-split-rows-x4,yes,validated-installed,no,,,,,,,"Air Plane (Donjon d'Irenicus) - SeedVR2 7B/LAB x4 en deux moities horizontales avec recouvrement; sans eau ni tuiles secondaires WED; DXT1 automatique; 1200 tuiles, 0 OOB; PSNR 38.18 dB, couture -0.047 sigma; injection SHA validee (build canonique : 05_build/x4-7b-primary-dxt1-official) ; QA en jeu validee par l'utilisateur le 2026-08-19. Animations de decor : 7 ressources (AM0602J/K1/K2/L1/L2/M, FPIT1S) upscalees x4 SeedVR2 7B/LAB puis interpolees en 30 FPS TimedTimeline ; livrees par pack de zone (iee-assets/areas/AR0601) ; QA en jeu validee le 2026-08-23 pour 6/7. Reserve utilisateur sur AM0602J (roue/mecanisme) : boucle incorrecte, correction manuelle prevue cote montage video, statut registre a-corriger. FPIT1S partagee, benefice a 14 autres zones (AR0334/AR0406/AR0509/AR0522/AR0706/AR1603/AR2001/AR2014/16/17/18/AR5202/OH7300/OH8100)."
AR0602,SoA,,Irenicus's Dungeon 1st Floor,BGEE.LUA-cheatAreas,AR0602,confirmed,,AR0601,77x56 tuiles (4928x3584px),17.66,10 - --split-grid 2 5,2,35.32,35.32,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4-png-review,yes,validated-installed,no,,,,,,,"Donjon d'Irenicus niveau 1 — SeedVR2 7B/LAB x4 en grille 2x5; rendus primaire et secondaire inférés séparément, sans CGI ni masque; DXT1 automatique (zone opaque); 2200 tuiles upscalées, 0 rééchantillonnée, 0 OOB; PSNR 39.59 dB, couture maximale 0.045 sigma; QA jeu validée, assets actifs dans override., sans CGI ni masque; zone entièrement opaque en DXT1; 2200 tuiles upscalées, 0 rééchantillonnée, 0 OOB, PSNR 39.59 dB, coutures max 0.045 sigma; injection SHA validée et jeu lancé; ancien essai x2/CGI archivé. Animations de decor livrees par pack de zone depuis le 2026-08-23 (assets inchanges) ; QA en jeu rejouee OK. FLAME2S reste en x1 natif (ecartee)."
AR0603,SoA,,Irenicus's Dungeon 2nd Floor,BGEE.LUA-cheatAreas,AR0603,confirmed,,,59x50 tuiles (3776x3200px),12.08,8 - --split-grid 2 4,2,24.16,24.16,yes,yes,seedvr2-7b-int8-lab-grid-2x4-x4-primary-experimental-wtoil,yes,validated-installed,no,,,,,,,"Donjon d'Irenicus niveau 2 — SeedVR2 7B/LAB x4 en grille 2x4; primaire et secondaire inférées; alpha x1 restauré, lissé bilinéairement puis feather global 1.5 px x1; DXT5 obligatoire; WTOIL stock; 0 OOB, PSNR 39.42 dB; QA jeu validée, assets actifs dans override., DXT5 obligatoire; WTOIL et BUBBLES2 stock conserves; 0 OOB, PSNR 39.42 dB; QA jeu validee. Animations de decor : 10 ressources (AM0603A/B/C1/C2/D1/D2/D3/H/I, PORTL2A) upscalees x4 SeedVR2 7B/LAB puis interpolees en 30 FPS TimedTimeline ; livrees par pack de zone (iee-assets/areas/AR0603) ; QA en jeu validee le 2026-08-23. BUBBLES2 reste en x1 natif (ecartee)."
AR0604,SoA,Cirque (1er étage),Circus Tent (1st floor),area-list,AR0604,confirmed,,AR0600;AR0605,23x19 tuiles (1472x1216px),1.79,1 - direct,2,3.58,3.58,yes,yes,seedvr2-7b-int8-lab-direct-x4-png-review,yes,validated-installed,no,,,,,,yes,"Cirque (1er etage) - SeedVR2 7B/LAB x4, principale et secondaire; marais WTSWAM stock, 2 bases opaques liberees, 85 contours principaux et 83 secondaires lisses, feather eau 1.25 px x1; DXT5; 520 tuiles, 0 OOB; PSNR 39.33 dB; injection SHA validee (build canonique confirme par recoupement PSNR : 05_build/x4-7b-primary-secondary-dxt5-wtswam-stock-feather-1.25, distinct du build brut sans feather du dossier run 'direct-x4' non-png-review) ; QA en jeu validee par l'utilisateur le 2026-08-19. Fontaine (AM0604A, seule ressource) : x4 SeedVR2 7B/LAB + 30 FPS TimedTimeline, livree par pack de zone, QA en jeu validee le 2026-08-23. Fondu alpha de contour tente 3 fois (feather 6px, feather 2px, masque manuel sur pack valide) : meme symptome a chaque fois (rendu pixelise/basse frequence en jeu) malgre donnees verifiees identiques a la version validee ; abandonne, ressource laissee sans fondu, ne pas retenter."
AR0605,SoA,Cirque (2e étage),Circus Tent (2nd floor),area-list,AR0605,confirmed,,AR0604;AR0606,20x16 tuiles (1280x1024px),1.31,1 - direct,1,1.31,1.31,yes,yes,seedvr2-7b-int8-lab-direct-x4-png-review,yes,validated-installed,no,,,,,,,"Cirque (2e etage) - SeedVR2 7B/LAB x4, principale seule (aucune cellule secondaire WED); DXT1 automatique; 320 tuiles, 0 OOB; PSNR 37.70 dB; injection SHA validee (build canonique : 05_build/x4-7b-primary-dxt1-official) ; QA en jeu validee par l'utilisateur le 2026-08-19."
AR0606,SoA,Cirque (3e étage),Circus Tent (3rd floor),area-list,AR0606,confirmed,,AR0605,14x11 tuiles (896x704px),0.63,1 - direct,1,0.63,0.63,yes,yes,seedvr2-7b-int8-lab-direct-x4-png-review,yes,validated-installed,no,,,,,,,"Cirque (3e etage) - SeedVR2 7B/LAB x4, principale seule (aucune cellule secondaire WED); DXT1 automatique; 154 tuiles, 0 OOB; PSNR 36.65 dB; injection SHA validee (build canonique : 05_build/x4-7b-primary-dxt1-official) ; QA en jeu validee par l'utilisateur le 2026-08-19."
AR0607,SoA,Cirque restauré,Restored Circus Tent,area-list,AR0607,confirmed,,AR0700,15x10 tuiles (960x640px),0.61,1 - direct,1,0.61,0.61,yes,yes,seedvr2-7b-int8-lab-direct-x4-png-review,yes,validated-installed,no,,,,,,,"Cirque restaure - SeedVR2 7B/LAB x4, principale seule (aucune cellule secondaire WED); DXT1 automatique; 174 tuiles (150 tuiles WED upscalees, 20 ressources TIS non referencees reechantillonnees), 0 OOB; PSNR 35.77 dB; injection SHA validee (build canonique : 05_build/x4-7b-primary-dxt1-official) ; QA en jeu validee par l'utilisateur le 2026-08-19."
AR0700,SoA,Promenade de Waukyne,Waukeen's Promenade,WORLDMAP,20853,official,,AR0607;AR0702;AR0703;AR0704;AR0706;AR0707;AR0708;AR0709;AR0710;AR0713;OH6300,80x60 tuiles (5120x3840px),19.66,10 - --split-grid 2 5,4,78.64,78.64,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4-jour,yes,validated-installed,yes,yes,yes,seedvr2-7b-int8-lab-grid-2x5-x4-nuit,yes,validated-installed,,"Grande zone exterieure, WED jour/nuit ; SeedVR2 7B INT8 LAB x4 grille 2x5 (dix morceaux), palier de decoupe max. Jour (AR0700) et nuit (AR0700N) upscalees en entier (tuiles-principales + tuiles-secondaires, 0 resample, 0 OOB) et injectees dans override ; jour PSNR 34.19 dB, nuit PSNR 36.79 dB. QA en jeu validee jour et nuit le 2026-08-17 : premiere zone a valider le pipeline jour/nuit de bout en bout (bloqueur preflight leve). Backups horodates dans backups/maps/AR0700-*/ et AR0700N-*/."
AR0701,SoA,,The Sewers,BGEE.LUA-cheatAreas,AR0701,confirmed,,AR0202;AR0705;AR0711;AR0900,51x44 tuiles (3264x2816px),9.19,6 - --split-grid 2 3,2,18.38,18.38,yes,yes,upscale-01,yes,validated-installed,no,,,,,,,"SeedVR2 7B/LAB x4 grille 2x3; primaire et secondaire inferes; 1334 tuiles upscalees, 0 reechantillonnee, 0 OOB; DXT1 (zone opaque, pas de liquide); PSNR 40.66 dB; injection SHA validee (0 divergence, 30 fichiers). QA en jeu validee par l'utilisateur le 2026-08-18."
AR0702,SoA,Magasin de Ribald,Adventurer's Mart,area-list,AR0702,confirmed,,AR0700,20x16 tuiles (1280x1024px),1.31,1 - direct,1,1.31,1.31,yes,yes,seedvr2-7b-int8-lab-direct-x4-test,yes,validated-installed,no,,,,,,,"Magasin de Ribald - petite zone interieure; build canonique actif : 05_build/x4-test; SeedVR2 7B INT8 x4/LAB direct sans decoupe; 320 tuiles, 0 OOB; PSNR 41.97 dB; injection SHA validee ; QA en jeu validee par l'utilisateur le 2026-08-19."
AR0703,SoA,Temple d'Ilmater,Temple of Ilmater,area-list,AR0703,confirmed,,AR0700,13x10 tuiles (832x640px),0.53,1 - direct,2,1.06,1.06,yes,yes,seedvr2-7b-int8-lab-direct-x4,yes,validated-installed,no,,,,,,,"Petite zone interieure; SeedVR2 7B INT8 x4/LAB direct sans decoupe; deux rendus; 0 tuile hors limites; PSNR 36.27 dB; alpha primaire+secondaire des vasques antialiasé bilinéaire sans flou gaussien; WTPOOL x2 réutilisé; QA jeu validée; assets actifs dans override. Reconfirmé le 2026-08-18 : animation de cycle WTPOOL figée (même symptôme que AR0408), voir pipeline/PROBLEMES_A_RESOUDRE.md."
