area_id,occurrence_index,instance_name,resource_resref,resource_kind,x,y,cell_x,cell_y,sequence,initial_frame,flags_hex,palette_mode,palette_resref
AR2300,12,FALLA1,FALLA1,BAM,2132,987,33,15,0,0,0x00001151,embedded,
AR2300,13,FALLA2,FALLA2,BAM,1923,784,30,12,0,0,0x00001151,embedded,
OH4000,1,Torch,FIRE,BAM,3486,1293,54,20,0,0,0x00001043,embedded,
OH4000,2,Torch,FIRE,BAM,3680,1315,57,20,0,0,0x00001043,embedded,
OH4000,3,Torch,FIRE,BAM,3764,737,58,11,0,0,0x00001043,embedded,
OH4000,4,Torch,FIRE,BAM,4076,1033,63,16,0,0,0x00001043,embedded,
OH4000,5,Torch,FIRE,BAM,4155,780,64,12,0,0,0x00001043,embedded,
OH4200,2,Torch,FIRE,BAM,906,1019,14,15,0,0,0x00001043,embedded,
OH4200,3,Torch,FIRE,BAM,864,988,13,15,0,0,0x00001043,embedded,
OH4200,4,Torch,FIRE,BAM,906,945,14,14,0,0,0x00001043,embedded,
OH4200,5,Torch,FIRE,BAM,1111,879,17,13,0,0,0x00001043,embedded,
OH4200,6,Torch,FIRE,BAM,1111,953,17,14,0,0,0x00001043,embedded,
OH4200,7,Torch,FIRE,BAM,1180,886,18,13,0,0,0x00001043,embedded,
OH4200,8,Torch,FIRE,BAM,1250,1383,19,21,0,0,0x00001043,embedded,
OH4200,9,Torch,FIRE,BAM,1653,1094,25,17,0,0,0x00001043,embedded,
OH7300,11,Torch,FIRE,BAM,2744,212,42,3,0,0,0x00001043,embedded,
OH7300,12,Torch,FIRE,BAM,3686,720,57,11,0,0,0x00001043,embedded,
OH7300,13,Torch,FIRE,BAM,2829,793,44,12,0,0,0x00001043,embedded,
OH7300,14,Torch,FIRE,BAM,3498,969,54,15,0,0,0x00001043,embedded,
OH7300,15,Torch,FIRE,BAM,3915,1275,61,19,0,0,0x00001043,embedded,
OH7300,16,Torch,FIRE,BAM,3173,1172,49,18,0,0,0x00001043,embedded,
OH7300,17,Torch,FIRE,BAM,4243,677,66,10,0,0,0x00001043,embedded,
OH7300,18,Torch,FIRE,BAM,4449,1359,69,21,0,0,0x00001043,embedded,
OH7300,19,Torch,FIRE,BAM,4050,1247,63,19,0,0,0x00001043,embedded,
OH7300,20,Torch,FIRE,BAM,3986,958,62,14,0,0,0x00001043,embedded,
OH7300,21,Torch,FIRE,BAM,3715,1556,58,24,0,0,0x00001043,embedded,
OH7300,22,Torch,FIRE,BAM,3103,1412,48,22,0,0,0x00001043,embedded,
OH7300,23,Torch,FIRE,BAM,4691,1162,73,18,0,0,0x00001043,embedded,
OH7300,24,Torch,FIRE,BAM,4730,2004,73,31,0,0,0x00001043,embedded,
OH7300,25,Torch,FIRE,BAM,4331,2811,67,43,0,0,0x00001043,embedded,
OH7300,26,Torch,FIRE,BAM,3977,3092,62,48,0,0,0x00001043,embedded,
OH7300,27,Torch,FIRE,BAM,3353,3368,52,52,0,0,0x00001043,embedded,
OH7300,28,Torch,FIRE,BAM,2749,3473,42,54,0,0,0x00001043,embedded,
OH7300,29,Torch,FIRE,BAM,3164,3131,49,48,0,0,0x00001043,embedded,
OH7300,30,Torch,FIRE,BAM,3721,2874,58,44,0,0,0x00001043,embedded,
OH7300,31,Torch,FIRE,BAM,2885,2870,45,44,0,0,0x00001043,embedded,
OH7300,32,Torch,FIRE,BAM,3527,2630,55,41,0,0,0x00001043,embedded,
OH7300,33,Torch,FIRE,BAM,4435,2522,69,39,0,0,0x00001043,embedded,
OH7300,34,Torch,FIRE,BAM,4546,2283,71,35,0,0,0x00001043,embedded,
OH7300,35,Torch,FIRE,BAM,4217,2373,65,37,0,0,0x00001043,embedded,
OH7300,36,Torch,FIRE,BAM,4186,2002,65,31,0,0,0x00001043,embedded,
OH7300,37,Torch,FIRE,BAM,3727,2413,58,37,0,0,0x00001043,embedded,
OH7300,38,Torch,FIRE,BAM,3385,2219,52,34,0,0,0x00001043,embedded,
OH7300,39,Torch,FIRE,BAM,3346,1991,52,31,0,0,0x00001043,embedded,
OH7300,40,Torch,FIRE,BAM,2758,2306,43,36,0,0,0x00001043,embedded,
OH7300,41,Torch,FIRE,BAM,1018,1512,15,23,0,0,0x00001043,embedded,
OH7300,42,Torch,FIRE,BAM,1374,1212,21,18,0,0,0x00001043,embedded,
OH7300,43,Torch,FIRE,BAM,532,1679,8,26,0,0,0x00001043,embedded,
OH7300,44,Torch,FIRE,BAM,189,1512,2,23,0,0,0x00001043,embedded,
OH7300,45,Torch,FIRE,BAM,738,1245,11,19,0,0,0x00001043,embedded,
OH7300,46,Torch,FIRE,BAM,452,1062,7,16,0,0,0x00001043,embedded,
OH7300,47,Torch,FIRE,BAM,552,948,8,14,0,0,0x00001043,embedded,
OH7300,48,Torch,FIRE,BAM,810,734,12,11,0,0,0x00001043,embedded,
OH7300,49,Torch,FIRE,BAM,1117,834,17,13,0,0,0x00001043,embedded,
OH7300,50,Torch,FIRE,BAM,1434,1065,22,16,0,0,0x00001043,embedded,
OH7300,51,Torch,FIRE,BAM,2245,1053,35,16,0,0,0x00001043,embedded,
OH7300,52,Torch,FIRE,BAM,2020,824,31,12,0,0,0x00001043,embedded,
OH7300,53,Torch,FIRE,BAM,2159,504,33,7,0,0,0x00001043,embedded,
OH7300,54,Torch,FIRE,BAM,2067,248,32,3,0,0,0x00001043,embedded,
OH7300,55,Torch,FIRE,BAM,1975,520,30,8,0,0,0x00001043,embedded,
OH7300,56,Torch,FIRE,BAM,1601,664,25,10,0,0,0x00001043,embedded,
OH7300,57,Torch,FIRE,BAM,1642,625,25,9,0,0,0x00001043,embedded,
OH7300,58,Torch,FIRE,BAM,1375,425,21,6,0,0,0x00001043,embedded,
OH7300,59,Torch,FIRE,BAM,1165,516,18,8,0,0,0x00001043,embedded,
OH7300,101,Torch,FIRE,BAM,3157,855,49,13,0,0,0x00001043,embedded,
OH7300,102,Torch,FIRE,BAM,2828,1078,44,16,0,0,0x00001043,embedded,
OH4210,39,Candle,FIREBRN,BAM,1651,104,25,1,0,0,0x00001043,embedded,
OH4210,40,Candle,FIREBRN,BAM,1083,339,16,5,0,0,0x00001043,embedded,
OH4210,41,Candle,FIREBRN,BAM,1846,628,28,9,0,0,0x00001043,embedded,
OH4210,42,Candle,FIREBRN,BAM,1990,529,31,8,0,0,0x00001043,embedded,
OH4210,43,Candle,FIREBRN,BAM,857,1491,13,23,0,0,0x00001043,embedded,
OH4210,45,Candle,FIREBRN,BAM,1832,117,28,1,0,0,0x00001043,embedded,
OH4210,46,Candle,FIREBRN,BAM,1821,113,28,1,0,0,0x00001043,embedded,
AR0700,4,FIRE_1,FIRE_1,BAM,1572,586,24,9,0,0,0x00001003,embedded,
AR0700,5,FIRE_1,FIRE_1,BAM,515,1397,8,21,0,0,0x00001003,embedded,
AR0700,6,FIRE_1,FIRE_1,BAM,198,1640,3,25,0,0,0x00001003,embedded,
AR0700,7,FIRE_1,FIRE_1,BAM,3184,3588,49,56,0,0,0x00001003,embedded,
AR0700,8,FIRE_1,FIRE_1,BAM,3502,3341,54,52,0,0,0x00001003,embedded,
AR0700,9,FIRE_1,FIRE_1,BAM,3775,3137,58,49,0,0,0x00001003,embedded,
AR0700,10,FIRE_1,FIRE_1,BAM,4033,2937,63,45,0,0,0x00001003,embedded,
AR0700,11,FIRE_1,FIRE_1,BAM,4291,2739,67,42,0,0,0x00001003,embedded,
AR0700,12,FIRE_1,FIRE_1,BAM,4558,2529,71,39,0,0,0x00001003,embedded,
AR0700,13,FIRE_1,FIRE_1,BAM,3821,2046,59,31,0,0,0x00001003,embedded,
AR0700,14,FIRE_1,FIRE_1,BAM,4877,2283,76,35,0,0,0x00001003,embedded,
AR0700,15,FIRE_1,FIRE_1,BAM,1894,342,29,5,0,0,0x00001003,embedded,
AR0700,52,FIRE_1,FIRE_1,BAM,3842,2105,60,32,0,0,0x00001043,embedded,
AR0700,53,FIRE_1,FIRE_1,BAM,3584,2304,56,36,0,0,0x00001043,embedded,
AR0700,54,FIRE_1,FIRE_1,BAM,3326,2502,51,39,0,0,0x00001043,embedded,
AR0802,25,FIRE_1,FIRE_1,BAM,999,2121,15,33,0,0,0x00001043,embedded,
AR0802,26,FIRE_1,FIRE_1,BAM,902,2052,14,32,0,0,0x00001043,embedded,
AR0805,0,FIRE_1,FIRE_1,BAM,448,350,7,5,0,0,0x00001043,embedded,
AR0810,0,FIRE_1,FIRE_1,BAM,448,350,7,5,0,0,0x00001043,embedded,
AR0811,0,FIRE_1,FIRE_1,BAM,448,351,7,5,0,0,0x00000043,embedded,
AR2013,0,FIRE_1,FIRE_1,BAM,448,350,7,5,0,0,0x00001103,embedded,
AR3027,0,FIRE_1,FIRE_1,BAM,448,350,7,5,0,0,0x00001103,embedded,
AR5000,10,FIRE_1,FIRE_1,BAM,2516,772,39,12,0,0,0x00001043,embedded,
AR5000,13,FIRE_1,FIRE_1,BAM,2318,632,36,9,0,0,0x00001043,embedded,
AR3017,0,AMB_Flame04,FIRE_2B,BAM,1402,2683,21,41,0,0,0x00001002,embedded,
AR3017,1,AMB_Flame05,FIRE_2B,BAM,1506,2756,23,43,0,0,0x00001002,embedded,
AR3017,2,AMB_Flame06,FIRE_2B,BAM,1610,2832,25,44,0,0,0x00001002,embedded,
AR3017,3,AMB_Flame03,FIRE_2B,BAM,1875,2648,29,41,0,0,0x00001002,embedded,
AR3017,4,AMB_Flame02,FIRE_2B,BAM,1772,2573,27,40,0,0,0x00001002,embedded,
AR3017,5,AMB_Flame01,FIRE_2B,BAM,1668,2498,26,39,0,0,0x00001002,embedded,
OH8100,91,Kitchen_Fireplace,FIRE_2B,BAM,1432,2941,22,45,0,0,0x00000113,embedded,
AR0202,8,FIRE_3,FIRE_3,BAM,1624,472,25,7,0,0,0x00001043,embedded,
AR0202,9,FIRE_3,FIRE_3,BAM,1716,408,26,6,0,0,0x00001043,embedded,
AR0202,10,FIRE_3,FIRE_3,BAM,1710,531,26,8,0,0,0x00001043,embedded,
AR0202,11,FIRE_3,FIRE_3,BAM,1799,468,28,7,0,0,0x00001043,embedded,
AR0331,7,FIRE_3,FIRE_3,BAM,708,491,11,7,0,0,0x00001043,embedded,
AR0331,8,FIRE_3,FIRE_3,BAM,622,431,9,6,0,0,0x00001043,embedded,
AR0331,9,FIRE_3,FIRE_3,BAM,712,367,11,5,0,0,0x00001043,embedded,
AR0331,10,FIRE_3,FIRE_3,BAM,796,427,12,6,0,0,0x00001043,embedded,
AR0500,39,FIRE_3,FIRE_3,BAM,3882,64,60,1,0,0,0x00001043,embedded,
AR0500,40,FIRE_3,FIRE_3,BAM,3694,188,57,2,0,0,0x00001043,embedded,
AR0526,7,FIRE_3,FIRE_3,BAM,621,432,9,6,0,0,0x00001043,embedded,
AR0526,8,FIRE_3,FIRE_3,BAM,712,367,11,5,0,0,0x00001043,embedded,
AR0526,9,FIRE_3,FIRE_3,BAM,796,431,12,6,0,0,0x00001043,embedded,
AR0526,10,FIRE_3,FIRE_3,BAM,708,491,11,7,0,0,0x00001043,embedded,
AR0906,85,FIRE_3,FIRE_3,BAM,1107,1351,17,21,0,0,0x00001043,embedded,
AR0906,86,FIRE_3,FIRE_3,BAM,1244,1327,19,20,0,0,0x00001043,embedded,
AR0906,87,FIRE_3,FIRE_3,BAM,1373,1417,21,22,0,0,0x00001043,embedded,
AR3001,0,FIRE_3,FIRE_3,BAM,1452,342,22,5,0,0,0x00001143,embedded,
AR3001,1,FIRE_3,FIRE_3,BAM,1346,341,21,5,0,0,0x00001143,embedded,
AR5000,8,FIRE_3,FIRE_3,BAM,2472,832,38,13,0,0,0x00001043,embedded,
AR5000,9,FIRE_3,FIRE_3,BAM,2334,734,36,11,0,0,0x00001043,embedded,
OH4200,0,Bridge_Torch1,FIRE_3,BAM,1734,1243,27,19,0,0,0x00001043,embedded,
OH4200,10,Bridge_Torch2,FIRE_3,BAM,1570,1396,24,21,0,0,0x00001043,embedded,
OH4200,11,Bridge_Torch3,FIRE_3,BAM,1956,1566,30,24,0,0,0x00001043,embedded,
OH4200,12,Bridge_Torch4,FIRE_3,BAM,2121,1417,33,22,0,0,0x00001043,embedded,
OH4200,13,Obelisk_Torch1,FIRE_3,BAM,2936,1684,45,26,0,0,0x00001043,embedded,
OH4200,14,Obelisk_Torch2,FIRE_3,BAM,3318,1891,51,29,0,0,0x00001043,embedded,
OH4200,15,Obelisk_Torch3,FIRE_3,BAM,3024,2163,47,33,0,0,0x00001043,embedded,
OH4200,16,Obelisk_Torch4,FIRE_3,BAM,2642,1959,41,30,0,0,0x00001043,embedded,
OH4210,27,Torch_Small,FIRE_3,BAM,1217,716,19,11,0,0,0x00001043,embedded,
OH4220,10,Torchlarge,FIRE_3,BAM,2039,1122,31,17,0,0,0x00001023,embedded,
OH4220,19,Torchlarge,FIRE_3,BAM,847,1575,13,24,0,0,0x00001023,embedded,
OH4220,20,Torchlarge,FIRE_3,BAM,693,1482,10,23,0,0,0x00001023,embedded,
OH4220,21,Torchlarge,FIRE_3,BAM,602,1380,9,21,0,0,0x00001023,embedded,
AR0203,0,FIRE_3GR,FIRE_3GR,BAM,272,159,4,2,0,0,0x00001043,embedded,
OH4101,0,Candle,FIRE_3GS,BAM,32,365,0,5,0,0,0x00001043,embedded,
OH4101,1,Candle,FIRE_3GS,BAM,211,193,3,3,0,0,0x00001043,embedded,
OH4101,2,Candle,FIRE_3GS,BAM,566,265,8,4,0,0,0x00001043,embedded,
OH4101,3,Candle,FIRE_3GS,BAM,544,571,8,8,0,0,0x00001043,embedded,
OH4101,4,Candle,FIRE_3GS,BAM,638,493,9,7,0,0,0x00001043,embedded,
OH4101,5,Candle,FIRE_3GS,BAM,832,690,13,10,0,0,0x00001043,embedded,
OH4101,6,Candle,FIRE_3GS,BAM,936,619,14,9,0,0,0x00001043,embedded,
OH4101,7,Candle,FIRE_3GS,BAM,420,741,6,11,0,0,0x00001043,embedded,
OH4101,8,Candle,FIRE_3GS,BAM,375,933,5,14,0,0,0x00001043,embedded,
OH4101,9,Candle,FIRE_3GS,BAM,678,991,10,15,0,0,0x00001043,embedded,
OH4101,10,Candle,FIRE_3GS,BAM,718,985,11,15,0,0,0x00001003,embedded,
OH4101,11,Candle,FIRE_3GS,BAM,718,884,11,13,0,0,0x00001043,embedded,
OH4101,12,Candle,FIRE_3GS,BAM,678,880,10,13,0,0,0x00001003,embedded,
OH4101,13,Candle,FIRE_3GS,BAM,768,1172,12,18,0,0,0x00001043,embedded,
OH4101,14,Candle,FIRE_3GS,BAM,868,1257,13,19,0,0,0x00001043,embedded,
OH4101,15,Candle,FIRE_3GS,BAM,926,1361,14,21,0,0,0x00001003,embedded,
OH4101,16,Candle,FIRE_3GS,BAM,505,1337,7,20,0,0,0x00001043,embedded,
OH4101,17,Candle,FIRE_3GS,BAM,596,1420,9,22,0,0,0x00001043,embedded,
OH4101,18,Candle,FIRE_3GS,BAM,1638,1362,25,21,0,0,0x00001003,embedded,
OH4101,19,Candle,FIRE_3GS,BAM,937,954,14,14,0,0,0x00001043,embedded,
OH4101,20,Candle,FIRE_3GS,BAM,1183,783,18,12,0,0,0x00001043,embedded,
OH4101,21,Candle,FIRE_3GS,BAM,1393,785,21,12,0,0,0x00001043,embedded,
OH4101,22,Candle,FIRE_3GS,BAM,1624,946,25,14,0,0,0x00001043,embedded,
OH4101,23,Candle,FIRE_3GS,BAM,1847,884,28,13,0,0,0x00001043,embedded,
OH4101,24,Candle,FIRE_3GS,BAM,1848,987,28,15,0,0,0x00001003,embedded,
OH4101,25,Candle,FIRE_3GS,BAM,1887,990,29,15,0,0,0x00001043,embedded,
OH4101,26,Candle,FIRE_3GS,BAM,1886,880,29,13,0,0,0x00001003,embedded,
OH4101,27,Candle,FIRE_3GS,BAM,2189,935,34,14,0,0,0x00001043,embedded,
OH4101,28,Candle,FIRE_3GS,BAM,2145,746,33,11,0,0,0x00001043,embedded,
OH4101,29,Candle,FIRE_3GS,BAM,2022,571,31,8,0,0,0x00001043,embedded,
OH4101,30,Candle,FIRE_3GS,BAM,1927,492,30,7,0,0,0x00001043,embedded,
OH4101,31,Candle,FIRE_3GS,BAM,1733,691,27,10,0,0,0x00001043,embedded,
OH4101,32,Candle,FIRE_3GS,BAM,1630,619,25,9,0,0,0x00001043,embedded,
OH4101,33,Candle,FIRE_3GS,BAM,2030,239,31,3,0,0,0x00001043,embedded,
OH4101,34,Candle,FIRE_3GS,BAM,2300,182,35,2,0,0,0x00001043,embedded,
OH4101,35,Candle,FIRE_3GS,BAM,2530,346,39,5,0,0,0x00001043,embedded,
OH4101,36,Candle,FIRE_3GS,BAM,1616,347,25,5,0,0,0x00001043,embedded,
OH4101,37,Candle,FIRE_3GS,BAM,1343,302,20,4,0,0,0x00001043,embedded,
OH4101,38,Candle,FIRE_3GS,BAM,1222,301,19,4,0,0,0x00001043,embedded,
OH4101,39,Candle,FIRE_3GS,BAM,944,349,14,5,0,0,0x00001043,embedded,
OH4101,40,Candle,FIRE_3GS,BAM,1209,539,18,8,0,0,0x00001043,embedded,
OH4101,41,Candle,FIRE_3GS,BAM,1358,539,21,8,0,0,0x00001043,embedded,
AR0201,4,FIRE_4,FIRE_4,BAM,1769,760,27,11,0,0,0x00001003,embedded,
AR0201,5,FIRE_4,FIRE_4,BAM,1718,708,26,11,0,0,0x00001003,embedded,
AR0201,6,FIRE_4,FIRE_4,BAM,1281,882,20,13,0,0,0x00001003,embedded,
AR0201,7,FIRE_4,FIRE_4,BAM,1029,1400,16,21,0,0,0x00001003,embedded,
AR0201,8,FIRE_4,FIRE_4,BAM,899,1208,14,18,0,0,0x00001003,embedded,
AR0202,12,FIRE_4,FIRE_4,BAM,1630,590,25,9,0,0,0x00001043,embedded,
AR0202,13,FIRE_4,FIRE_4,BAM,1567,547,24,8,0,0,0x00001043,embedded,
AR0300,8,FIRE_4,FIRE_4,BAM,1998,467,31,7,0,0,0x00001043,embedded,
AR0300,9,FIRE_4,FIRE_4,BAM,1973,485,30,7,0,0,0x00001043,embedded,
AR0300,10,FIRE_4,FIRE_4,BAM,1972,451,30,7,0,0,0x00001043,embedded,
AR0300,11,FIRE_4,FIRE_4,BAM,1947,467,30,7,0,0,0x00001043,embedded,
AR0300,12,FIRE_4,FIRE_4,BAM,3492,575,54,8,0,0,0x00001043,embedded,
AR0300,13,FIRE_4,FIRE_4,BAM,3475,597,54,9,0,0,0x00001043,embedded,
AR0300,14,FIRE_4,FIRE_4,BAM,3459,564,54,8,0,0,0x00001043,embedded,
AR0300,15,FIRE_4,FIRE_4,BAM,3444,587,53,9,0,0,0x00001043,embedded,
AR0300,16,FIRE_4,FIRE_4,BAM,1533,1029,23,16,0,0,0x00001043,embedded,
AR0300,17,FIRE_4,FIRE_4,BAM,1514,1009,23,15,0,0,0x00001043,embedded,
AR0300,18,FIRE_4,FIRE_4,BAM,1484,1023,23,15,0,0,0x00001043,embedded,
AR0300,19,FIRE_4,FIRE_4,BAM,1503,1045,23,16,0,0,0x00001043,embedded,
AR0300,20,FIRE_4,FIRE_4,BAM,1700,1470,26,22,0,0,0x00001043,embedded,
AR0300,21,FIRE_4,FIRE_4,BAM,1732,1458,27,22,0,0,0x00001043,embedded,
AR0300,22,FIRE_4,FIRE_4,BAM,1716,1491,26,23,0,0,0x00001043,embedded,
AR0300,23,FIRE_4,FIRE_4,BAM,1748,1480,27,23,0,0,0x00001043,embedded,
AR0300,24,FIRE_4,FIRE_4,BAM,3428,1406,53,21,0,0,0x00001043,embedded,
AR0300,25,FIRE_4,FIRE_4,BAM,3476,1395,54,21,0,0,0x00001043,embedded,
AR0300,26,FIRE_4,FIRE_4,BAM,3461,1418,54,22,0,0,0x00001043,embedded,
AR0300,27,FIRE_4,FIRE_4,BAM,3443,1383,53,21,0,0,0x00001043,embedded,
AR0300,28,FIRE_4,FIRE_4,BAM,4573,2264,71,35,0,0,0x00001043,embedded,
AR0300,29,FIRE_4,FIRE_4,BAM,4522,2262,70,35,0,0,0x00001043,embedded,
AR0300,30,FIRE_4,FIRE_4,BAM,4546,2281,71,35,0,0,0x00001043,embedded,
AR0300,31,FIRE_4,FIRE_4,BAM,4548,2245,71,35,0,0,0x00001043,embedded,
AR0300,32,FIRE_4,FIRE_4,BAM,4014,2837,62,44,0,0,0x00001043,embedded,
AR0300,33,FIRE_4,FIRE_4,BAM,4034,2816,63,44,0,0,0x00001043,embedded,
AR0300,34,FIRE_4,FIRE_4,BAM,4064,2831,63,44,0,0,0x00001043,embedded,
AR0300,35,FIRE_4,FIRE_4,BAM,4044,2852,63,44,0,0,0x00001043,embedded,
AR0300,36,FIRE_4,FIRE_4,BAM,2141,3159,33,49,0,0,0x00001043,embedded,
AR0300,37,FIRE_4,FIRE_4,BAM,2171,3174,33,49,0,0,0x00001043,embedded,
AR0300,38,FIRE_4,FIRE_4,BAM,2120,3179,33,49,0,0,0x00001043,embedded,
AR0300,39,FIRE_4,FIRE_4,BAM,2150,3193,33,49,0,0,0x00001043,embedded,
AR0300,40,FIRE_4,FIRE_4,BAM,1434,3134,22,48,0,0,0x00001043,embedded,
AR0300,41,FIRE_4,FIRE_4,BAM,1485,3135,23,48,0,0,0x00001043,embedded,
AR0300,42,FIRE_4,FIRE_4,BAM,1458,3154,22,49,0,0,0x00001043,embedded,
AR0300,43,FIRE_4,FIRE_4,BAM,1460,3117,22,48,0,0,0x00001043,embedded,
AR0300,44,FIRE_4,FIRE_4,BAM,1707,2501,26,39,0,0,0x00001043,embedded,
AR0300,45,FIRE_4,FIRE_4,BAM,1675,2530,26,39,0,0,0x00001043,embedded,
AR0300,46,FIRE_4,FIRE_4,BAM,1670,2506,26,39,0,0,0x00001043,embedded,
AR0300,47,FIRE_4,FIRE_4,BAM,1709,2527,26,39,0,0,0x00001043,embedded,
AR0300,48,FIRE_4,FIRE_4,BAM,3273,2800,51,43,0,0,0x00001043,embedded,
AR0300,49,FIRE_4,FIRE_4,BAM,3264,2777,51,43,0,0,0x00001043,embedded,
AR0307,0,FIRE_4,FIRE_4,BAM,3744,916,58,14,0,0,0x00001003,embedded,
AR0307,1,FIRE_4,FIRE_4,BAM,502,1343,7,20,0,0,0x00001003,embedded,
AR0307,2,FIRE_4,FIRE_4,BAM,617,1261,9,19,0,0,0x00001003,embedded,
AR0307,3,FIRE_4,FIRE_4,BAM,732,1180,11,18,0,0,0x00001003,embedded,
AR0307,4,FIRE_4,FIRE_4,BAM,2118,1925,33,30,0,0,0x00001003,embedded,
AR0307,5,FIRE_4,FIRE_4,BAM,1965,1817,30,28,0,0,0x00001003,embedded,
AR0307,6,FIRE_4,FIRE_4,BAM,1812,1704,28,26,0,0,0x00001003,embedded,
AR0307,7,FIRE_4,FIRE_4,BAM,2271,2033,35,31,0,0,0x00001003,embedded,
AR0307,8,FIRE_4,FIRE_4,BAM,2425,2142,37,33,0,0,0x00001003,embedded,
AR0307,9,FIRE_4,FIRE_4,BAM,2578,2250,40,35,0,0,0x00001003,embedded,
AR0307,10,FIRE_4,FIRE_4,BAM,2731,2359,42,36,0,0,0x00001003,embedded,
AR0307,11,FIRE_4,FIRE_4,BAM,2884,2466,45,38,0,0,0x00001003,embedded,
AR0307,12,FIRE_4,FIRE_4,BAM,2306,2301,36,35,0,0,0x00001003,embedded,
AR0307,13,FIRE_4,FIRE_4,BAM,1896,2217,29,34,0,0,0x00001003,embedded,
AR0307,14,FIRE_4,FIRE_4,BAM,1672,1847,26,28,0,0,0x00001003,embedded,
AR0307,15,FIRE_4,FIRE_4,BAM,1466,1701,22,26,0,0,0x00001003,embedded,
AR0307,16,FIRE_4,FIRE_4,BAM,3446,831,53,12,0,0,0x00001003,embedded,
AR0307,17,FIRE_4,FIRE_4,BAM,3302,1141,51,17,0,0,0x00001003,embedded,
AR0307,18,FIRE_4,FIRE_4,BAM,3965,958,61,14,0,0,0x00001003,embedded,
AR0307,19,FIRE_4,FIRE_4,BAM,3588,1046,56,16,0,0,0x00001003,embedded,
AR0307,20,FIRE_4,FIRE_4,BAM,3505,1263,54,19,0,0,0x00001003,embedded,
AR0307,21,FIRE_4,FIRE_4,BAM,3512,1400,54,21,0,0,0x00001003,embedded,
AR0307,22,FIRE_4,FIRE_4,BAM,3667,1646,57,25,0,0,0x00001003,embedded,
AR0307,23,FIRE_4,FIRE_4,BAM,4827,1836,75,28,0,0,0x00001003,embedded,
AR0307,24,FIRE_4,FIRE_4,BAM,2491,1552,38,24,0,0,0x00001003,embedded,
AR0307,25,FIRE_4,FIRE_4,BAM,2661,1672,41,26,0,0,0x00001003,embedded,
AR0307,26,FIRE_4,FIRE_4,BAM,2832,1793,44,28,0,0,0x00001003,embedded,
AR0307,27,FIRE_4,FIRE_4,BAM,3018,1924,47,30,0,0,0x00001003,embedded,
AR0307,28,FIRE_4,FIRE_4,BAM,525,1557,8,24,0,0,0x00001003,embedded,
AR0307,29,FIRE_4,FIRE_4,BAM,183,1489,2,23,0,0,0x00001003,embedded,
AR0307,30,FIRE_4,FIRE_4,BAM,1840,2656,28,41,0,0,0x00001003,embedded,
AR0307,38,FIRE_4,FIRE_4,BAM,4994,2133,78,33,0,0,0x00001003,embedded,
AR0309,2,FIRE_4,FIRE_4,BAM,826,426,12,6,0,0,0x00001003,embedded,
AR0309,3,FIRE_4,FIRE_4,BAM,804,1014,12,15,0,0,0x00001003,embedded,
AR0309,4,FIRE_4,FIRE_4,BAM,699,938,10,14,0,0,0x00001003,embedded,
AR0309,5,FIRE_4,FIRE_4,BAM,932,1111,14,17,0,0,0x00001003,embedded,
AR0309,6,FIRE_4,FIRE_4,BAM,920,1105,14,17,0,0,0x00001003,embedded,
AR0309,7,FIRE_4,FIRE_4,BAM,794,1007,12,15,0,0,0x00001003,embedded,
AR0309,8,FIRE_4,FIRE_4,BAM,689,929,10,14,0,0,0x00001003,embedded,
AR0309,9,FIRE_4,FIRE_4,BAM,703,1160,10,18,0,0,0x00001003,embedded,
AR0309,10,FIRE_4,FIRE_4,BAM,691,1169,10,18,0,0,0x00001003,embedded,
AR0329,6,FIRE_4,FIRE_4,BAM,3744,916,58,14,0,0,0x00001003,embedded,
AR0329,7,FIRE_4,FIRE_4,BAM,3965,958,61,14,0,0,0x00001003,embedded,
AR0329,8,FIRE_4,FIRE_4,BAM,3446,831,53,12,0,0,0x00001003,embedded,
AR0329,9,FIRE_4,FIRE_4,BAM,3588,1045,56,16,0,0,0x00001003,embedded,
AR0329,10,FIRE_4,FIRE_4,BAM,3302,1140,51,17,0,0,0x00001003,embedded,
AR0329,11,FIRE_4,FIRE_4,BAM,3506,1262,54,19,0,0,0x00001003,embedded,
AR0329,12,FIRE_4,FIRE_4,BAM,3512,1400,54,21,0,0,0x00001003,embedded,
AR0329,13,FIRE_4,FIRE_4,BAM,501,1343,7,20,0,0,0x00001003,embedded,
AR0329,14,FIRE_4,FIRE_4,BAM,617,1261,9,19,0,0,0x00001003,embedded,
AR0329,15,FIRE_4,FIRE_4,BAM,732,1180,11,18,0,0,0x00001003,embedded,
AR0329,16,FIRE_4,FIRE_4,BAM,1466,1700,22,26,0,0,0x00001003,embedded,
AR0329,17,FIRE_4,FIRE_4,BAM,183,1488,2,23,0,0,0x00001003,embedded,
AR0329,18,FIRE_4,FIRE_4,BAM,524,1558,8,24,0,0,0x00001003,embedded,
AR0329,19,FIRE_4,FIRE_4,BAM,1672,1845,26,28,0,0,0x00001003,embedded,
AR0329,20,FIRE_4,FIRE_4,BAM,1811,1707,28,26,0,0,0x00001003,embedded,
AR0329,21,FIRE_4,FIRE_4,BAM,1965,1816,30,28,0,0,0x00001003,embedded,
AR0329,22,FIRE_4,FIRE_4,BAM,2491,1551,38,24,0,0,0x00001003,embedded,
AR0329,23,FIRE_4,FIRE_4,BAM,2661,1672,41,26,0,0,0x00001003,embedded,
