asset_key,resref,origin,controller_count,controller_keys,projectile_count,projectile_keys,bam_container,bam_version,frame_count,cycle_count,source_bif,locator,source_size,source_sha256,source_state,extracted_path
effects:bam:FLM1PUR,FLM1PUR,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CB,4580,2C41BC027BF4DAC2189455C4004A8E8B1D690E213327F1BC279378C0A563A87C,available,effects/ressources/FLM1PUR/source.bam
effects:bam:FLM1RED,FLM1RED,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CC,2423,5F0D479BBB96946D19E9C9436F5828CEF85A01F1104F5C2733030F3D3EC2B503,available,effects/ressources/FLM1RED/source.bam
effects:bam:FLM2RED,FLM2RED,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CE,4098,8A0ACA453DF888FDA0530F02420EB9C4DDA4F7D5791CDC5BD6D4081088E14FA5,available,effects/ressources/FLM2RED/source.bam
effects:bam:FLMDBLU,FLMDBLU,dedicated-effect-bif,0,,0,,BAMC,V1,16,1,data/MISCAnim.bif,0x013000CF,3747,B8506C448A7AF9C17E5AB5EB46E21F0D281B51D174789D4573D1DE9BB5E3EDEB,available,effects/ressources/FLMDBLU/source.bam
effects:bam:FLML,FLML,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/SPELAnim.bif,0x0150000A,955,08247D3823959477A2E775551A15F08ECB267C1440898B42367D4382A736E4FC,available,effects/ressources/FLML/source.bam
effects:bam:FLMSTRK,FLMSTRK,controller-member,1,effect:vvc:ANPILLAR,0,,BAMC,V1,34,1,data/SPELAnim.bif,0x0150000D,463953,13EAD5E2F0FC77E619451B5F656945BEF215EA4B6BCF50A492A3795195F75428,available,effects/ressources/FLMSTRK/source.bam
effects:bam:FLSM1PUR,FLSM1PUR,dedicated-effect-bif,0,,0,,BAMC,V1,10,1,data/MISCAnim.bif,0x013000D0,1511,43549E1F6AE6F2EB48E57478EEE0C80D2CCF36559AB1D38BF53B6087D7A966E7,available,effects/ressources/FLSM1PUR/source.bam
effects:bam:FLSM1RED,FLSM1RED,dedicated-effect-bif,0,,0,,BAMC,V1,10,1,data/MISCAnim.bif,0x013000D1,800,4B5F1E6D5C38250D073B7BDD87EC22BF6D261494900A5C9513543A0EBE9DA4FB,available,effects/ressources/FLSM1RED/source.bam
effects:bam:FOUNT2,FOUNT2,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/MISCAnim.bif,0x013000D3,12581,BE60C9DDCCEDD56141C9E4656605CF8543750FC40E07F4B259D46F43D12C2E45,available,effects/ressources/FOUNT2/source.bam
effects:bam:FOUNTN,FOUNTN,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/MISCAnim.bif,0x013000D4,41797,F2FC559016B6B6E091C552B8F5731337EBA3D692EFDB27AFF6BED723518EF2DD,available,effects/ressources/FOUNTN/source.bam
effects:bam:GARMORH,GARMORH,controller-member,1,effect:vvc:1WDGARMR,0,,BAMC,V1,16,1,data/GUIBam.bif,0x00C0000A,36596,4FA07DCEE9FCF6E0D10BF25CA2B36138C636BAB13AFA68066995852B2FE27248,available,effects/ressources/GARMORH/source.bam
effects:bam:GLDUSTH,GLDUSTH,controller-member,1,effect:vvc:GLDUSTH,0,,BAMC,V1,39,1,data/PATCH26.BIF,0x08600032,71393,C1F44B834AA12B113BB4E300303FB7CDF795BD84CD9412ECCE7A1653D97E7043,available,effects/ressources/GLDUSTH/source.bam
effects:bam:GLPHWRDH,GLPHWRDH,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/SPELAnim.bif,0x0150000E,3348,086B1970C2655AEF7D1CE4EF052DACCB1122514577AB010BF84D3B62F433DC99,available,effects/ressources/GLPHWRDH/source.bam
effects:bam:GREASED,GREASED,dedicated-effect-bif,0,,0,,BAMC,V1,24,3,data/SPELAnim.bif,0x01500010,26359,ECAD8F8A2DACC293F5068EAD6A14E49F75A4BCE45CB502AE00F74EB94493F191,available,effects/ressources/GREASED/source.bam
effects:bam:GREASEH,GREASEH,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/SPELAnim.bif,0x01500011,8464,3100F7A46793072D49AFCB8972E2D6023BD940E4F05ED71BEFF1661FF8F7D2B4,available,effects/ressources/GREASEH/source.bam
effects:bam:GRNDGLOW,GRNDGLOW,controller-member,1,effect:vvc:FIRECOLD,0,,BAMC,V1,20,1,data/SPELAnim.bif,0x01500012,83158,E32F57685EFB9951B0846ADA68AAB9E6DABEC37B4DC0BDCA25E893CE7949AA9E,available,effects/ressources/GRNDGLOW/source.bam
effects:bam:HARPDISC,HARPDISC,dedicated-effect-bif,0,,0,,BAMC,V1,11,1,data/MISCAnim.bif,0x013000D8,21742,C90D694AABEAF3BEDD266F515A3AA1D6E9CD1413EAFCB2B012ABEEC2B1E678CE,available,effects/ressources/HARPDISC/source.bam
effects:bam:HIHEDGE,HIHEDGE,dedicated-effect-bif,0,,0,,BAMC,V1,12,1,data/MISCAnim.bif,0x013000D9,26946,1EE588007C2D9A4339A4AE9A44EBAA0420541E7C5AF968EC9B4891C997D1B18A,available,effects/ressources/HIHEDGE/source.bam
effects:bam:HLYMITE,HLYMITE,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/SPELAnim.bif,0x01500013,56755,ECE4F1A8C3E4FCA7B2031E3AE8E7AB21DB1F9113E2A1AF1A04FF6DCE9CF3667C,available,effects/ressources/HLYMITE/source.bam
effects:bam:JDPROP,JDPROP,dedicated-effect-bif,0,,0,,BAMC,V1,4,1,data/MISCAnim.bif,0x013000DA,25609,002BAF8BE96872A8331451FF4C65A7E647CE15F3ABE0FDE3DA9344F5DAACCFEC,available,effects/ressources/JDPROP/source.bam
effects:bam:LAVABUB1,LAVABUB1,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000DB,1636,9B5626AB5763A4E743EDB67543B6D2691F8E60804E3CB62374A866C4A9E33FF6,available,effects/ressources/LAVABUB1/source.bam
effects:bam:LAVABUB2,LAVABUB2,dedicated-effect-bif,0,,0,,BAMC,V1,15,5,data/MISCAnim.bif,0x013000DC,1389,970855675DC1D815E563E4BC72C02EEE21B0D4EF831D359EB145F5A0CC2617F3,available,effects/ressources/LAVABUB2/source.bam
effects:bam:LAVAFIR1,LAVAFIR1,dedicated-effect-bif,0,,0,,BAMC,V1,10,5,data/MISCAnim.bif,0x013000DD,34460,A5CC256491E22B508020B0D8FBD1F1FA24294B57E92CF3D2E636A1CDBF572D45,available,effects/ressources/LAVAFIR1/source.bam
effects:bam:MINORGLB,MINORGLB,controller-member,1,effect:vvc:MINORGLB,0,,BAMC,V1,18,1,data/SPELAnim.bif,0x01500015,120803,7355BC6D242ECE20CF330198B28F4A5A74C57C9FD23937660930D3C91C5F3D86,available,effects/ressources/MINORGLB/source.bam
effects:bam:MMAGICH,MMAGICH,controller-member,2,effect:vvc:ICMAGICH;effect:vvc:SPBOLTGL,0,,BAMC,V1,20,1,data/SPELAnim.bif,0x01500016,38518,392A8644C4A1B18622326CEE691631810BC606910CAD80473B24A82901C1EA11,available,effects/ressources/MMAGICH/source.bam
effects:bam:MSOLG1,MSOLG1,controller-member,1,effect:vvc:MSOLG1,0,,BAMC,V1,387,54,data/25CreAni.bif,0x09700085,139598,B5165B395B04D7A82FA0DCBDC43620C6AE901D42F741700DD4B848C95AF02D2C,available,effects/ressources/MSOLG1/source.bam
effects:bam:MSUMM1H,MSUMM1H,controller-member,1,effect:vvc:MSUMM1H,0,,BAMC,V1,48,3,data/Patch2.bif,0x0BD0034A,97038,085E8DE1FCC762BD90C05A16683D07D410F8B1C4BD080A7103C3CEE36F466C65,available,effects/ressources/MSUMM1H/source.bam
effects:bam:MSUMM1X,MSUMM1X,controller-member,1,effect:vvc:MSUMM1X,0,,BAMC,V1,30,1,data/Patch2.bif,0x0BD0034C,157525,ED8033210743183D959FDE7285919767B8B774B2779017AA55E5E94C4B0A9BED,available,effects/ressources/MSUMM1X/source.bam
effects:bam:OHBENVLP,OHBENVLP,controller-member,1,effect:vvc:OHBENVLP,0,,BAMC,V1,70,2,data/GUIIcon.bif,0x00401288,123997,4AE7D9BD432ED57F006342CDCB97667BE1BD6F615E50AFA046BABB60F6788F20,available,effects/ressources/OHBENVLP/source.bam
effects:bam:OHBGOLD,OHBGOLD,controller-member,1,effect:vvc:OHBGOLD,0,,BAMC,V1,18,1,data/GUIIcon.bif,0x00401289,120703,48FD41D5EBF5C23924AF6CA3B7ECC252058CD1ECB537DE53710F62AC6E2E5B0B,available,effects/ressources/OHBGOLD/source.bam
effects:bam:OHDLPORT,OHDLPORT,controller-member,1,effect:vvc:OHDLPORT,0,,BAM,V1,26,1,data/GUIIcon.bif,0x004012B5,151222,3F538D8CC83F0DC74579C0DE7BA1BA52466B41713B6803052C112BED43ABC15D,available,effects/ressources/OHDLPORT/source.bam
effects:bam:OHDSTREE,OHDSTREE,controller-member,1,effect:vvc:OHDSTREE,0,,BAMC,V1,45,1,data/GUIIcon.bif,0x004012B8,49336,DB6FA00B99662FDF6936089222F9C173A491D5C275E0EE543B4654B73F9E9289,available,effects/ressources/OHDSTREE/source.bam
effects:bam:OHHNECR,OHHNECR,controller-member,1,effect:vvc:OHHNECR,0,,BAMC,V1,11,1,data/GUIIcon.bif,0x004012D4,46758,B391A767F9581400980C8217E116B39B1D4962764697C6B0FF721C14EAADE874,available,effects/ressources/OHHNECR/source.bam
effects:bam:OHNPORTA,OHNPORTA,controller-member,1,effect:vvc:OHNPORTA,0,,BAMC,V1,38,1,data/GUIIcon.bif,0x00401308,158959,C7D713E01C6F3981626AEB2BC31797B9D8A4DD91E9BFA158A1E32785F57E3129,available,effects/ressources/OHNPORTA/source.bam
effects:bam:OHNVIS1,OHNVIS1,controller-member,1,effect:vvc:OHNVIS1,0,,BAMC,V1,39,2,data/GUIIcon.bif,0x0040130B,81178,97F3743F9AEFFE1024DC5C7568A4FE3D9447BD383E36DC1F35C3AF985D66EB53,available,effects/ressources/OHNVIS1/source.bam
effects:bam:OHNVIS2,OHNVIS2,controller-member,1,effect:vvc:OHNVIS2,0,,BAMC,V1,39,2,data/GUIIcon.bif,0x0040130C,80545,1621828AC6538A9FB6E265D2CA3242EA26EC53A92DFEA55753F40BAE6D1C8D96,available,effects/ressources/OHNVIS2/source.bam
effects:bam:OHNVIS3,OHNVIS3,controller-member,1,effect:vvc:OHNVIS3,0,,BAMC,V1,39,2,data/GUIIcon.bif,0x0040130D,80406,18469335898329D99A91B7D23037959BD87B95651B5821701DC21A718C30782A,available,effects/ressources/OHNVIS3/source.bam
effects:bam:OHNVIS4,OHNVIS4,controller-member,1,effect:vvc:OHNVIS4,0,,BAMC,V1,39,2,data/GUIIcon.bif,0x0040130E,80385,BB94BD2C90D27572481571B4E4ECAEBF9F75C48E3F8D3A6E161EEA3A076E250A,available,effects/ressources/OHNVIS4/source.bam
effects:bam:OHNWAND1,OHNWAND1,controller-member,1,effect:vvc:OHNWAND1,0,,BAMC,V1,32,3,data/GUIIcon.bif,0x0040130F,33538,412F72597C09C98056AAA3D0D4626FB1CED09B88060C10A0D290328697CBED18,available,effects/ressources/OHNWAND1/source.bam
effects:bam:OHRDARK,OHRDARK,controller-member,1,effect:vvc:OHRDARK,0,,BAMC,V1,31,1,data/GUIIcon.bif,0x00401321,128527,F7E7517939E3F4CE038DEB0D173EB610408C7797D7EC6B2B6F8A5C0B63E95D09,available,effects/ressources/OHRDARK/source.bam
effects:bam:OHRFEAR,OHRFEAR,controller-member,1,effect:vvc:OHRFEAR,0,,BAMC,V1,45,1,data/GUIIcon.bif,0x00401322,98747,153A2A2F4246545BAA984C2CD3FAE3340827B65D8299CB799E807EFFB593AB4A,available,effects/ressources/OHRFEAR/source.bam
effects:bam:OHRMIND,OHRMIND,controller-member,1,effect:vvc:OHRMIND,0,,BAMC,V1,30,1,data/GUIIcon.bif,0x00401337,23353,82E91288FCF16594CDF7EA28FE41D7278312E03E794BC1857FF6D24DFFAB3442,available,effects/ressources/OHRMIND/source.bam
effects:bam:OHRMJAR,OHRMJAR,controller-member,1,effect:vvc:OHRMJAR,0,,BAM,V1,60,1,data/GUIIcon.bif,0x00401338,124477,0EA8065ACB1B8D7D9D9503AF958F07AB402F48F5F2D6EFD10F0445CA882047FC,available,effects/ressources/OHRMJAR/source.bam
effects:bam:OHRPOLY,OHRPOLY,controller-member,2,effect:vvc:OHRPOLY1;effect:vvc:OHRPOLY2,0,,BAMC,V1,90,2,data/GUIIcon.bif,0x00401339,252432,2AF79F70352793983FCD3CA162B33660EB4A8EFCDA009F697489835CD168EE8B,available,effects/ressources/OHRPOLY/source.bam
effects:bam:OHRSGATE,OHRSGATE,controller-member,1,effect:vvc:OHRSGATE,0,,BAMC,V1,30,1,data/GUIIcon.bif,0x0040133B,146050,7519A21B25C63C93975A34B48E9BFEB2A4FDFCE1D2A55FDC02E80C190843F5F9,available,effects/ressources/OHRSGATE/source.bam
effects:bam:OHRSGONE,OHRSGONE,controller-member,1,effect:vvc:OHRSGONE,0,,BAMC,V1,119,1,data/GUIIcon.bif,0x0040133C,359430,95B9ED64FC069E9E9E50DA6EB38B12D50231A6CB35311B8B5785FB60A4D48CCB,available,effects/ressources/OHRSGONE/source.bam
effects:bam:OHRSHFIE,OHRSHFIE,controller-member,1,effect:vvc:OHRSHFIE,0,,BAMC,V1,12,1,data/GUIIcon.bif,0x0040133D,37102,FEB37CDF1480969B5ECEE168BAA20C3CD6191055F69AF5D3AC62F9E45CE9CF0C,available,effects/ressources/OHRSHFIE/source.bam
effects:bam:PARALH,PARALH,controller-member,1,effect:vvc:PARALH,0,,BAMC,V1,12,1,data/Patch2.bif,0x0BD00373,19598,B2D3825586F0387A6797B18AAD6BD4E25B2A452964ADBC3194FCF4D2324A70F4,available,effects/ressources/PARALH/source.bam
effects:bam:PRAYERB,PRAYERB,controller-member,1,effect:vvc:PRAYERB,0,,BAMC,V1,20,1,data/PATCH26.BIF,0x0860003E,55762,6672C9319A04B7CD1ED85F5648F6C725E669F5A5150E460C0FFA978F5B04CBED,available,effects/ressources/PRAYERB/source.bam
effects:bam:PRAYERG,PRAYERG,controller-member,1,effect:vvc:PRAYERG,0,,BAMC,V1,20,1,data/PATCH26.BIF,0x08600040,55761,76B818B1D3B9DF9DC814A53359768A8BD88141C2DD5F633395BE018B246CC1B8,available,effects/ressources/PRAYERG/source.bam
effects:bam:RIPPLE_1,RIPPLE_1,dedicated-effect-bif,0,,0,,BAMC,V1,13,5,data/MISCAnim.bif,0x013000E1,2139,B54166C72ACC68F88CB00ED737A5FBB0816229E3133464FAB0F6079194341B5C,available,effects/ressources/RIPPLE_1/source.bam
effects:bam:RIPPLE_2,RIPPLE_2,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/MISCAnim.bif,0x013000E2,102339,D933E4C6DD989AFEBE06F6E5BE2F1E7A7E7C686B9A581428741D4D7D7691BB37,available,effects/ressources/RIPPLE_2/source.bam
effects:bam:RIPPLE_3,RIPPLE_3,dedicated-effect-bif,0,,0,,BAMC,V1,20,5,data/MISCAnim.bif,0x013000E3,10454,4D8BD43C91ED8CC4DB2FEB4F71C74DD02CEDBDE32CEFCFA653F54935E7F8A2B7,available,effects/ressources/RIPPLE_3/source.bam
effects:bam:SANCTRY,SANCTRY,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/SPELAnim.bif,0x01500017,95540,1C9E7A29DFF872489594133C86D6481B5C15B1EEA39A18036F0469781118985B,available,effects/ressources/SANCTRY/source.bam
effects:bam:SARMORH,SARMORH,controller-member,1,effect:vvc:1WDSARMR,0,,BAMC,V1,16,1,data/SPELAnim.bif,0x01500018,39834,BFA6241FAAEF02785E53425D47E712262DBC1891713960915FA597CE97D02751,available,effects/ressources/SARMORH/source.bam
effects:bam:SETTRAP,SETTRAP,dedicated-effect-bif,0,,0,,BAMC,V1,1,2,data/SPELAnim.bif,0x01500019,1447,C02180FB96A96059298D8E17CCB17B3DA63627B2EF463703481D2B0B67754B65,available,effects/ressources/SETTRAP/source.bam
effects:bam:SHACID,SHACID,controller-member,3,effect:vvc:POISON;effect:vvc:SHACID;effect:vvc:SHACID2,0,,BAMC,V1,24,1,data/SPELAnim.bif,0x0150001A,14853,45BF47936DE0890A6954F57646990833511E216BD4F1928833A2687EF03224AC,available,effects/ressources/SHACID/source.bam
effects:bam:SHAIR,SHAIR,controller-member,1,effect:vvc:SHAIR,0,,BAMC,V1,18,1,data/SPELAnim.bif,0x0150001B,33938,37903205D1BA3D70BC0920EB9FF35B48451831B1BE10809B20963712E319EB83,available,effects/ressources/SHAIR/source.bam
effects:bam:SHAREA,SHAREA,dedicated-effect-bif,0,,0,,BAMC,V1,6,1,data/SPELAnim.bif,0x01500023,12888,8B9C776DA0BEA3F6C557DC26D43BB8BB3FD0CCFE3A499BC7FFD43E186ECE6711,available,effects/ressources/SHAREA/source.bam
effects:bam:SHAREAB,SHAREAB,controller-member,1,effect:vvc:SHAREAB,3,projectile:SPARBKNP;projectile:SPARBKPA;projectile:SPKLARBK,BAM,V1,6,1,data/PATCH26.BIF,0x08600049,14414,8A78E6B03AE86BAC8A2E0B7F5B0847C3B92594C129AF1CE253A43C50E8A552AA,available,effects/ressources/SHAREAB/source.bam
effects:bam:SHAREAW,SHAREAW,controller-member,1,effect:vvc:SHAREAW,3,projectile:SPARICNP;projectile:SPARICPA;projectile:SPKLARIC,BAMC,V1,6,1,data/PATCH26.BIF,0x0860004B,12691,9973556BE1BFB16E9C25EAB62F2E9312B496CEDC27E17E27B754DF0425A370DA,available,effects/ressources/SHAREAW/source.bam
effects:bam:SHEARTH,SHEARTH,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/SPELAnim.bif,0x0150002B,17217,495391342A51E054577D87382A6B021D82AEFAD68FB3F7592DB0C903BEC8CF0F,available,effects/ressources/SHEARTH/source.bam
effects:bam:SHWATER,SHWATER,dedicated-effect-bif,0,,0,,BAMC,V1,18,1,data/SPELAnim.bif,0x01500035,16404,0D2999695FD3077D5B64D1559C82E054BD23DE53B1C5BD62B3A5B7222886917D,available,effects/ressources/SHWATER/source.bam
effects:bam:SKLH,SKLH,dedicated-effect-bif,0,,0,,BAMC,V1,36,6,data/SPELAnim.bif,0x0150003D,2469,51B6D0D169FCB8912A09DCF26CB63A7C659E659023EB71765C396C40C2EF2CA0,available,effects/ressources/SKLH/source.bam
effects:bam:SNOWFAL1,SNOWFAL1,dedicated-effect-bif,0,,0,,BAMC,V1,18,5,data/MISCAnim.bif,0x013000E5,7367,F71448994496296AE9CD08147D3A2787B64C3E8781FE392383E8DCCDD205D2A7,available,effects/ressources/SNOWFAL1/source.bam
effects:bam:SNOWFAL2,SNOWFAL2,dedicated-effect-bif,0,,0,,BAMC,V1,21,5,data/MISCAnim.bif,0x013000E6,9445,B57038950AC2D82D977EF1BDB8CD59C9604FFB2B7F1841DDA2109E4CDA073243,available,effects/ressources/SNOWFAL2/source.bam
effects:bam:SP_DEMGT,SP_DEMGT,dedicated-effect-bif,0,,0,,BAMC,V1,42,2,data/25SpelAn.bif,0x0980001C,405058,51382DACD59F0AF394C1B3F33A2FB37199B4B96F904006EB4F9C7AD72FD017A6,available,effects/ressources/SP_DEMGT/source.bam
effects:bam:SPABJURA,SPABJURA,controller-member,1,effect:vvc:SPABJURA,0,,BAMC,V1,165,10,data/SPELAnim.bif,0x01500040,24175,B81DD139ECA299A2E6C3D1CEF13ACFAC6C6CC6DB63C4D6546AAF82C6E0B44629,available,effects/ressources/SPABJURA/source.bam
effects:bam:SPAGSCHO,SPAGSCHO,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/SPELAnim.bif,0x01500041,8536,D4FDAC9CD5EDF72BFE596136C94CC4A4CE70B544C732AFB2484EF41EA661FB43,available,effects/ressources/SPAGSCHO/source.bam
effects:bam:SPALTERA,SPALTERA,controller-member,1,effect:vvc:SPALTERA,0,,BAMC,V1,61,2,data/SPELAnim.bif,0x01500042,25037,A965D102A53F33001A54CA665F2CD94FE0D209968CAB4D4EAF85659F2BEFF179,available,effects/ressources/SPALTERA/source.bam
effects:bam:SPANISUM,SPANISUM,controller-member,1,effect:vvc:SPANISUM,0,,BAMC,V1,49,1,data/SPELAnim.bif,0x01500043,132389,C604185BFC1839F8518542ECE1F7C1251760C3CC8FA822A17E511F93E3644DEA,available,effects/ressources/SPANISUM/source.bam
effects:bam:SPARMOR2,SPARMOR2,dedicated-effect-bif,0,,0,,BAMC,V1,30,1,data/SPELAnim.bif,0x01500044,34771,43502961C8E26B1688E8008B487C81FBF117D1891E7D480B9D389E0E32B5E2DF,available,effects/ressources/SPARMOR2/source.bam
effects:bam:SPARMORI,SPARMORI,controller-member,1,effect:vvc:ICARMOR,0,,BAMC,V1,16,1,data/SPELAnim.bif,0x01500045,46514,AF0DE50BA964410676722CD78E3C4C25BEBC61F1CC54517997AFBEFA2B8AA202,available,effects/ressources/SPARMORI/source.bam
effects:bam:SPARMOUR,SPARMOUR,controller-member,7,effect:vvc:MAGRES;effect:vvc:MAGRES2;effect:vvc:MAGRES3;effect:vvc:MAGRES4;effect:vvc:OHHSMOVE;effect:vvc:SPARM2;effect:vvc:SPARMOUR,0,,BAMC,V1,39,2,data/SPELAnim.bif,0x01500046,81178,97F3743F9AEFFE1024DC5C7568A4FE3D9447BD383E36DC1F35C3AF985D66EB53,available,effects/ressources/SPARMOUR/source.bam
effects:bam:SPATTCK1,SPATTCK1,controller-member,1,effect:vvc:SPATTCK1,0,,BAMC,V1,51,2,data/SPELAnim.bif,0x01500047,228424,D8990B3C6B47B04CEDF0603A03CD106EF46F9AB505771B7C0A2B109B12D18C88,available,effects/ressources/SPATTCK1/source.bam
effects:bam:SPATTCK2,SPATTCK2,controller-member,1,effect:vvc:SPATTCK2,1,projectile:SPATTCK2,BAMC,V1,21,1,data/SPELAnim.bif,0x01500048,4333,101BCD288B7B6B9C973529D37DCAED02F96BF44FBE2D2E2EDCE97083BBF1E083,available,effects/ressources/SPATTCK2/source.bam
effects:bam:SPAURAFB,SPAURAFB,controller-member,1,effect:vvc:SPAURAFB,0,,BAMC,V1,20,2,data/25SpelAn.bif,0x09800000,24690,4612C0647FD53E097DB7E74C234C3947DE862057279AB87B9F6043185ECFFDB2,available,effects/ressources/SPAURAFB/source.bam
effects:bam:SPAURAFD,SPAURAFD,controller-member,1,effect:vvc:SPAURAFD,0,,,,,,,,,,missing,effects/ressources/SPAURAFD/source.bam
effects:bam:SPAURAFF,SPAURAFF,controller-member,1,effect:vvc:SPAURAFF,0,,BAMC,V1,20,2,data/25SpelAn.bif,0x09800001,33254,46C33059A99CB99E048BF619AC30CA074B7FBBEF6C981F33EC88E44DDD1FDEB9,available,effects/ressources/SPAURAFF/source.bam
effects:bam:SPBASERD,SPBASERD,controller-member,1,effect:vvc:SPPOWRRD,0,,BAMC,V1,50,1,data/SPELAnim.bif,0x01500049,135555,D63B1E9C5DEB42B07C60EB7E467409E85D7EAA94325656901C454297069A8D40,available,effects/ressources/SPBASERD/source.bam
effects:bam:SPBASEWT,SPBASEWT,dedicated-effect-bif,0,,0,,BAMC,V1,49,1,data/SPELAnim.bif,0x0150004A,141515,F03797953119B0074E45172C4C9D4DC9802DC74ABD1E4C1AAB01C249C1484381,available,effects/ressources/SPBASEWT/source.bam
effects:bam:SPBDBUR,SPBDBUR,dedicated-effect-bif,0,,0,,BAMC,V1,15,1,data/SPELAnim.bif,0x0150004B,4893,B54BF8B22C9165AEFA5169B61BC9C81DE1D44929819A9D9AF71CE5EC3A5C9A4E,available,effects/ressources/SPBDBUR/source.bam
effects:bam:SPBDBURS,SPBDBURS,dedicated-effect-bif,0,,0,,BAMC,V1,73,9,data/SPELAnim.bif,0x0150004C,155893,D77A0D26B024C5C2E03DE12594B94DE88F174ECFF373BC2019ED28D4D557EEF9,available,effects/ressources/SPBDBURS/source.bam
effects:bam:SPBEHBLA,SPBEHBLA,controller-member,1,effect:vvc:SPBEHBLA,2,projectile:CDBEHBLA;projectile:SPBEHBLA,BAMC,V1,100,5,data/SPELAnim.bif,0x0150004E,145698,92FDA05A13B80E7E3E78F470E5FBEFB0978586D9A93825F8BDCBD758BDE5439B,available,effects/ressources/SPBEHBLA/source.bam
effects:bam:SPBEHRAY,SPBEHRAY,controller-member,1,effect:vvc:SPBEHRAY,0,,BAMC,V1,50,5,data/SPELAnim.bif,0x0150004F,38414,D2F37907ABBF5CE523510402DF9AA0CB9FE813F5DAF9FB90D64CA9DEA9ABB2DA,available,effects/ressources/SPBEHRAY/source.bam
effects:bam:SPBGBFST,SPBGBFST,controller-member,3,effect:vvc:SPBGBFS1;effect:vvc:SPBGBFS2;effect:vvc:SPBGBFST,0,,BAMC,V1,37,4,data/25SpelAn.bif,0x09800002,386274,D6E0FFFADFE1EF1561CC3EC5DDB0F1DBAE02EF1C1C485F3681C8C59C09BAE4EB,available,effects/ressources/SPBGBFST/source.bam
effects:bam:SPBLBBTM,SPBLBBTM,controller-member,1,effect:vvc:SPBLDBTM,0,,BAM,V1,24,3,data/SPELAnim.bif,0x01500051,52717,DE765CACDB92A13C4FC0EA1B89F5F5D25EAF256B86D3C974A9F99913D6A93841,available,effects/ressources/SPBLBBTM/source.bam
effects:bam:SPBLBTOP,SPBLBTOP,controller-member,1,effect:vvc:SPBLDTOP,0,,BAM,V1,24,3,data/SPELAnim.bif,0x01500052,47022,ADE74A5952F69EF2649193330F100800A72195CDBA0590068B9854067CE55DE1,available,effects/ressources/SPBLBTOP/source.bam
effects:bam:SPBLESHI,SPBLESHI,controller-member,2,effect:vvc:ICBLESAI;effect:vvc:ICGLYPTI,0,,BAMC,V1,17,1,data/SPELAnim.bif,0x01500053,18814,499B5A10771BDB8BB40634D54E3EFFD9788985B2CF7AC586E4777026E5DAFB47,available,effects/ressources/SPBLESHI/source.bam
effects:bam:SPBLOOD,SPBLOOD,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/SPELAnim.bif,0x01500054,4739,0FF12A2C943534D0EFDBB66A60A4E880392BD8B9BCB3E0E27AA1508A4416C3FA,available,effects/ressources/SPBLOOD/source.bam
effects:bam:SPBOOM,SPBOOM,dedicated-effect-bif,0,,0,,BAMC,V1,12,1,data/SPELAnim.bif,0x01500055,11214,982B744717089A1B88FF33FD84711ED8CD0B47AC1DDFC8410BC5BE8808B0872A,available,effects/ressources/SPBOOM/source.bam
effects:bam:SPBRNHND,SPBRNHND,dedicated-effect-bif,0,,0,,BAMC,V1,30,5,data/SPELAnim.bif,0x01500056,19099,D841B2357874FF46621F3FDFDAC9C71A7597DE2D60734BF16F6A4A17FD7D62CB,available,effects/ressources/SPBRNHND/source.bam
effects:bam:SPBURN,SPBURN,dedicated-effect-bif,0,,0,,BAMC,V1,12,3,data/SPELAnim.bif,0x01500057,1551,3E0C3D3623ECD8961E6C8D0EB374828F190CFC75D3D1453EB7A895925060BD37,available,effects/ressources/SPBURN/source.bam
effects:bam:SPBURNS1,SPBURNS1,dedicated-effect-bif,0,,0,,BAMC,V1,24,3,data/SPELAnim.bif,0x01500058,17775,906AFF960F6DF32DDFB09F547EFCA4D8E8091911FEAE74EF24260EBFB9A55C82,available,effects/ressources/SPBURNS1/source.bam
effects:bam:SPCAGEMZ,SPCAGEMZ,controller-member,2,effect:vvc:SPMAZE1;effect:vvc:SPMAZE2,0,,BAMC,V1,84,2,data/SPELAnim.bif,0x01500059,383526,572B8CB4AE9F1F135FBEF5082C7D36E32D5B449FAD927359A66A22E4B44322F1,available,effects/ressources/SPCAGEMZ/source.bam
