ensemble,categorie,ressource,nom,largeur,hauteur,sha256
par-creature,,BODVAM02,Gellal,169,266,bd1eed10ba0801ac
par-creature,,BOOTER,Botteur,169,266,6597eef412ca7006
par-creature,,BORDA,,169,266,0c6b0fedb866ea90
par-creature,,BORIN,,169,266,b8d49183358a0f1c
par-creature,,BORINALL,Borinall,169,266,46426924405f4719
par-creature,,BORK,,169,266,8e926ed11610ac7a
par-creature,,BOY1,Giran,169,266,2cddc0cdde73cc96
par-creature,,boyboy02,,169,266,9e8851f7eae67c95
par-creature,,BPALUENA,,169,266,6e41acc8e4680aff
par-creature,,BPALUENO,,169,266,072a633df9cf143b
par-creature,,BPBELLOW,,169,266,ded97249c5911b9f
par-creature,,BPBRENDA,,169,266,8ecbb2323a13fe72
par-creature,,BPCARLOS,,169,266,bb5fbcd112fc5526
par-creature,,BPCIRIL,,169,266,adb6edb4c1d7be8c
par-creature,,BPCONCOC,,169,266,4150cbbf6c12164a
par-creature,,BPDEVLIN,,169,266,c6a5d8acdea3e7ff
par-creature,,BPDINGUE,,169,266,ae1a56405d5f39c4
par-creature,,BPELAN,,169,266,455788dc9570c239
par-creature,,BPGIAFIR,,169,266,49e1bad2a3142bea
par-creature,,BPGORCH,,169,266,8c28be1cc1b1520c
par-creature,,BPKRANCO,,169,266,663fcf3ed0e8bc40
par-creature,,BPMAGDA,,169,266,0a2b701420707c2e
par-creature,,BPNAJIM,,169,266,786bc95de48988e5
par-creature,,BPOWYN,,169,266,f049e49a7e75c5c7
par-creature,,BPSAMJOH,,169,266,7c9d0e7f4bd6a4dd
par-creature,,BPTHARDE,,169,266,5818c20843a8a130
par-creature,,BPWYLLIA,,169,266,965a6ed2fe1aa32b
par-creature,,BPXITHIS,,169,266,d8981ed68f1e55f8
par-creature,,BRAGE,,169,266,ed7492757a295b70
par-creature,,BRAN,,169,266,fc75afad596d6530
par-creature,,BRANDI,,169,266,29168fbc2d77d11a
par-creature,,BRATHL,,169,266,b3919b3f51d2d4af
par-creature,,BREG01,Visaj,169,266,5656e4767e4018d0
par-creature,,BREGG,Bregg,169,266,fb68a7a204635d1f
par-creature,,BRELM,Brelm,169,266,35cfb08233bb803b
par-creature,,BREVLI,,169,266,88b012f496f7d95a
par-creature,,BRIELB,,169,266,a157cd179765f78a
par-creature,,BRILLA,,169,266,d55333d7e069b01a
par-creature,,BRUENOR,Bruenor,169,266,3407a5d4a895cffd
par-creature,,BRUNOS,,169,266,323b6625c58d823d
par-creature,,BRUS,Brus,169,266,4f3bebc3300f442d
par-creature,,BSHOP01,Tire-laine,169,266,f25673201d84c162
par-creature,,BUB,,169,266,d9b51e671e246b55
par-creature,,BUBBLES,Bulles,169,266,2bf7a3edb78c0bd6
par-creature,,BULLRUSH,,169,266,4492f3173d3d1232
par-creature,,BUNKIN,Bunkin,169,266,961e777652f491aa
par-creature,,BWENCH,Elanda,169,266,8ed682ac63e7c13e
par-creature,,BYLANNA,Bylanna,169,266,908cc241e461fe99
par-creature,,BYSTAND1,Ler,169,266,be9914ee3659adc7
par-creature,,BYSTAND2,Dame Beth,169,266,d208ccb610dcf859
par-creature,,C6BGUARD,Défendre/Protéger,169,266,2836e0992c892e25
par-creature,,C6BRAN,Branet Al-Thon,169,266,dfebe614a8636b03
par-creature,,C6CLER3,Clerc de Talos,169,266,57cc1d3f4b67b512
par-creature,,C6CORAN,Coran,169,266,761a566494dc913e
par-creature,,C6ELHAN,Elhan,169,266,c9c05d1e91fc923e
par-creature,,C6ERIC,Eric Vanstraaten,169,266,44a3a157e6b74b0c
par-creature,,C6GENER,Général Sovalidaas,169,266,bc6ba8216ee7f849
par-creature,,C6GOFUS,Gofus,169,266,7c867586e111e40f
par-creature,,C6HARP,Malchor Harpell,169,266,07ca83a462e5b3c4
par-creature,,C6LANF,Lanfear,169,266,2b41ea6462bde195
par-creature,,C6NERIT,Nerit,169,266,8482f297b5fe2875
par-creature,,C6SQUIRE,Écuyer Cathras,169,266,864247b5fe99ee01
par-creature,,C6WARSA1,Conseiller militaire elfe,169,266,bbae4bf62280cd81
par-creature,,C6WARSA2,Conseiller militaire elfe,169,266,3f4845136d3c27ee
par-creature,,C6WILL,William Reirrac,169,266,60a1a7cb620a4b60
par-creature,,C6YEAN,Yeanasha,169,266,9849264e33333b70
par-creature,,CADDER,,169,266,1f64684aa4b31224
par-creature,,CADRIL,Sire Cadril,169,266,4126943d29cb0c27
par-creature,,CAEDMO,,169,266,19d3a009a54668f4
par-creature,,CAEHAN,Caehan,169,266,2d8295d97015d840
par-creature,,CAILAN,,169,266,09d440f63f8475f3
par-creature,,CALAHA,Calahan,169,266,a0f7c16e550b67cb
par-creature,,CALDO,,169,266,bd2197d0a959fd77
par-creature,,CAMITIS,Camitis,169,266,c19f6558a7177a9a
par-creature,,CANTIC,,169,266,30e7502e876b2b52
par-creature,,CANTO,,169,266,c9300cde7b7d44fa
par-creature,,CARBOS,Carbos,169,266,9fe8da7900757c39
par-creature,,CARSA,,169,266,9cc356538ab82460
par-creature,,CASSON,,169,266,268a59e5b64a0ebc
par-creature,,CATTAC,,169,266,14a75a7052bb9bdd
par-creature,,CATTI,Catti Brie,169,266,708d4df3ad61fd21
par-creature,,CAUTER,,169,266,ac298f3050f949cf
par-creature,,CDDAEN,,169,266,a31d18def9c8805b
par-creature,,CEBEGGAR,Catis,169,266,16957c840a208b80
par-creature,,CECHALLE,Maître Verthan,169,266,09f8fd213a024b59
par-creature,,CEDERIL,Deril,169,266,d2924513952c2175
par-creature,,CEDRUID1,Pauden,169,266,69d30ea28492af13
par-creature,,CEDRUID2,Dalok,169,266,b6f9360d14f0201b
par-creature,,CEGLUT,Glut,169,266,ad0f7fad3ea455ce
par-creature,,CEIGAROL,Igarol,169,266,8852a8adad97ebfe
par-creature,,CELOGAN,Haut Marchand Logan Coprith,169,266,834d7ed9ea2689e1
par-creature,,CELVAN,Celvan le dingue,169,266,431bf4fe944f749e
par-creature,,CENANNY,Nounou,169,266,40187c93b87bc643
par-creature,,CENTEO,,169,266,b8e0064185c24ed6
par-creature,,CERNICK,,169,266,05df170bca5f91f3
par-creature,,CESPENAR,,169,266,7d5e4bd7b461deef
par-creature,,CHALRV01,Le Ravageur,169,266,c24c5062308ef07c
par-creature,,CHALSP01,Gavid,169,266,f359fc1353d226d9
par-creature,,CHANTE2,Chantre,169,266,23f7f537d6134253
par-creature,,CHANTH,,169,266,fbd69d6b25511c5b
par-creature,,CHARLE,,169,266,28ac4868b8060cf3
par-creature,,CHASE,,169,266,3020145ec335f720
par-creature,,CHELAN,,169,266,155b5ae2ee777919
par-creature,,CHESS,,169,266,741f5684fd86c6b7
par-creature,,CHLOE,,169,266,68ac49714e55c66a
par-creature,,CHORE,Corvée,169,266,c5f1d85748d72a74
par-creature,,CIRCG1,Soldat amnien,169,266,aa2ba8080beae11e
par-creature,,CIVFRUS1,Jeremiah Douxpetons,169,266,39eb1ddfb402169a
par-creature,,CLAIRD,,169,266,6318a0c7635978d6
par-creature,,CLARDI01,Inspecteur Ardis,169,266,3cf80f3172bfb8dd
par-creature,,CLCOTI01,Cotirso,169,266,24af6563c9acdb92
par-creature,,CLDAD,Talon Nirkhas,169,266,d7aaf7b02e1a3dd3
par-creature,,CLELUN01,Eluno,169,266,d55a443abf67f935
par-creature,,CLERK01,Clerc,169,266,ca43204c23dd6df9
par-creature,,CLGLIN01,Glindin,169,266,6e11bed60fe01718
par-creature,,CLKID,Lanie,169,266,4f3d9fb88e3f75f8
par-creature,,CLMOM,Miranda,169,266,6f58d0f942f2d7e0
par-creature,,CLRANI01,Rania,169,266,c1fb6841dec9d92d
par-creature,,CLTIVA01,Ti'Vael,169,266,5af9647c23d917af
par-creature,,COHNTA,Cohn Ta'glaen,169,266,692c4df0a6679902
par-creature,,COHRVALE,Cohrvale,169,266,07fafa3ab29f6bca
par-creature,,COKSMTH,,169,266,1ce5160835de2fb7
par-creature,,conlan00,,169,266,977ff7c52c4ebfd6
par-creature,,CONNOL,,169,266,86a944afc94eab82
par-creature,,CONPANEL,Panneau de contrôle,169,266,9f0f5163a1233c37
par-creature,,COORDI,,169,266,85d50cfeec1aaabd
par-creature,,COPGREET,Frankie,169,266,0b42b89b3e79d12b
par-creature,,COPSPIR,,169,266,eabae76e15f8b678
par-creature,,COR,Cor Delryn,169,266,fb781207b3fd445f
par-creature,,CORDYR,,169,266,7328d03c64a942e7
par-creature,,CORGEIG,Corgeig Hachemain,169,266,eb6ee7f52c7870e4
par-creature,,CORNEIL,Corneil,169,266,866c2a74776a2eb1
par-creature,,CORSONE,,169,266,ca27bb5e3de2917a
par-creature,,COUNSEC,"Ewenn, secrétaire du Conseil",169,266,f62eb9767a4facf6
par-creature,,COW,Vache,169,266,c88246ba8decd5c5
par-creature,,CRAGMOON,Mme Rochelune,169,266,dd771e94352b4b48
par-creature,,CREDUS,,169,266,43c945bb3c77d6f3
par-creature,,CROBAR01,Groncaner,169,266,138e9a2899369d22
par-creature,,CRODRU01,Maunu,169,266,9a94457a109b86f3
par-creature,,CROGAM01,Carmine de la Roue,169,266,aba53c99764d9ba9
par-creature,,CROGAM02,Andrew des Dés,169,266,b7fabc502fdc2234
par-creature,,CROLUS,Crolus,169,266,c43f740e53c62e15
par-creature,,CROTHF01,Tiiro,169,266,befcad1a06550573
par-creature,,CROTHF02,Aulava,169,266,d4814138cb07a1e9
par-creature,,CROWEN01,Gwera,169,266,5919e1399e4281de
par-creature,,CRTHF03,Rilmi,169,266,5dfcd7e5bf257597
par-creature,,CSCLERIC,Aubemestre Kreel,169,266,e088b8b9238c6757
par-creature,,CTRAITOR,Tad,169,266,56839cf3c8e23f79
par-creature,,CUCHOL,,169,266,e89797986cd2d072
par-creature,,CULT2,,169,266,4d5064b213b4244f
par-creature,,CUSTOS,,169,266,6d07121bb9ca639a
par-creature,,CYDERM,,169,266,14aeb2963f070c9f
par-creature,,CYRANDO,Cyrando,169,266,a683836b399f7ab7
par-creature,,CYRIC,,169,266,8155cee383a0327f
par-creature,,CYTHAN,,169,266,3c71810288633225
par-creature,,D1GHOST,Alianna,169,266,8d7bc5cf90979d5e
par-creature,,D1MOTHHU,Alianna,169,266,8a1226dcfdbe6ffa
par-creature,,DAABOL,Aboleth,169,266,ed939b288e9941b1
par-creature,,DABRON,,169,266,93f8702e04a891c4
par-creature,,DADROW17,Taso Kala,169,266,ca158ca4304afba2
par-creature,,DADUER1,Duergar,169,266,7315cb0dffcfcaeb
par-creature,,DAERRAGH,,169,266,38c8ae3b25a50b2d
par-creature,,DALESON,Daleson,169,266,002c9d29082363fe
par-creature,,DALTON,,169,266,6d48c1862e4cfae5
par-creature,,DANDAL,,169,266,68d0ffef0eb0a63e
par-creature,,DANNO,Danno Fairfoot,169,266,b6e2bfcfcfc8a24a
par-creature,,DAQILUE,Qilue,169,266,e9fd778707f8fe6c
par-creature,,DARRYL,,169,266,c5cdbdc716f3a152
par-creature,,DARRYL2,,169,266,452e019b4ac8db4c
par-creature,,DAVAEO,Davaëorn,169,266,4a1b4acd610e4dae
par-creature,,DCLERIC,Clerc fou,169,266,0f9bf9f34bfb3228
par-creature,,DCOWL1,Rayic Gethras,169,266,f2e7420ab6a0a510
par-creature,,DEAGAN,,169,266,c4c944f04785b445
par-creature,,DEAN,,169,266,2e54c081ea145c27
par-creature,,DEATHK,,169,266,5baeb226709f51d7
par-creature,,DECK,Jeu de cartes merveilleuses,169,266,811196d2b917f60f
par-creature,,DEGARD,Degardan,169,266,8567e53ed9c48a81
par-creature,,DEGROD,,169,266,620cbefdbb80ad95
par-creature,,DEL,Del,169,266,252b08f7020f0a2b
par-creature,,DELAIN,,169,266,db7e325c1d40da5a
par-creature,,DELCIA,Dame Delcia Caan,169,266,97d71cc2e4cc0b05
par-creature,,DELON,Delon,169,266,0f9312a859f58263
par-creature,,DELORN,,169,266,405c2ab1cd287357
par-creature,,DELRYNG1,Garde de la maison de Delryn,169,266,a57da8b1f1fbcf20
par-creature,,DELSVIR,,169,266,453e3e12019b322e
par-creature,,DELTAN,,169,266,b8970da940e8814b
par-creature,,DELTHY,,169,266,4e64840c7343f342
par-creature,,DEMOGOR1,L'Emprisonné,169,266,f368031a688c2baf
par-creature,,DEMOGOR2,Démogorgon,169,266,e57f39500e69f503
par-creature,,DEMSON,Sire William Reirrac,169,266,4becbdf678a9de0c
par-creature,,DENAINI1,,169,266,f5e29588be46d1a7
par-creature,,DENAK,,169,266,434500a0711ff0c5
par-creature,,DENKOD,,169,266,eac5a47a47df1cf1
par-creature,,DESH,,169,266,5595c41268de0e83
par-creature,,DESRET,,169,266,82f9a34423909ad7
par-creature,,DESSLO,,169,266,da047dc6aa5d404e
par-creature,,DESTUS,,169,266,4ced5d3b5fa11489
par-creature,,DETRAN,,169,266,575c20db2729a6fc
par-creature,,DEZKIE,,169,266,fb122c43b89c8a00
par-creature,,DHANIA,,169,266,470a876b459f091e
par-creature,,DHARLOT2,Altheia,169,266,55297ee831ffbf76
par-creature,,DIANE,Diane,169,266,5557efc287579c13
par-creature,,DIARMID,,169,266,3a7f39a37d8c25e8
par-creature,,DIGBYDIG,,169,266,7287dcc216500cfd
par-creature,,DILI,,169,266,87d23a90ba6178fe
par-creature,,DILLAR,,169,266,a316289b99a0af4b
par-creature,,DIVINE,,169,266,bd20a2569e138b00
par-creature,,DMANNO,Annonceur,169,266,a33215259ac4e9d5
par-creature,,DMARK1,Fovem,169,266,069f864cc296e4a7
par-creature,,DMREST,Bessen,169,266,dae02c9064805499
par-creature,,DOLANDOL,,169,266,aa04cf9e1477189d
par-creature,,DOOGALS1,,169,266,362627baf6694b84
par-creature,,DOOMSA,,169,266,6bf44eacb84cf80c
par-creature,,DOPDUR,,169,266,340865ce0df1dae7
par-creature,,DOPMER,,169,266,43ec13df0abb06e1
par-creature,,DOROTEA,,169,266,b1d6412b251260cc
par-creature,,DOUG,Festule l'Alchimiste,169,266,6eabd29a16069870
par-creature,,DPIM,Pimlico,169,266,e892b9679ebeb2ec
par-creature,,DPSTAT01,Eliya,169,266,63768c4d3373c8f1
par-creature,,DRADEE,,169,266,adaef51848754c8c
par-creature,,DRAGBLAC,Nizidramanii'yt,169,266,a938c1c8d11af4ea
par-creature,,DRASUS,,169,261,3eac1fd0b7f148b4
par-creature,,DRATAN,,169,266,bf66ef085153dbed
par-creature,,DRELIK,,169,266,ba3fe2847f908ecd
par-creature,,DRENDEN,Drended Shale,169,266,8b067eaa0b7d4334
par-creature,,DREPPI,Dreppin,169,266,f96a23062ff73090
par-creature,,DRIENN,,169,266,c6939e1e725d5f33
par-creature,,DRIZZT,Drizzt,169,266,84db68684ed054ad
par-creature,,DROTH,,169,266,4c58e75328617cc3
par-creature,,DRSHCH01,Chaos,169,266,b77cb99fb8d309a6
par-creature,,DRSHLO01,Loren,169,266,8d854b7e7ce77aaa
par-creature,,DRSHSP01,Esprit du bosquet,169,266,233006352e9a1425
par-creature,,DRUNK,,169,266,d5bf2a500ee865de
par-creature,,DRUNK1,Garoll,169,266,821227430bf64221
par-creature,,DRY01,Dryade,169,266,ea89fb0b6d768ff4
par-creature,,DRYAD,,169,266,d3b8630c03099635
par-creature,,DSHOP01,Ikert,169,266,a4829047419b0e15
par-creature,,DSHOP02,Jahaboam,169,266,0148a392ab64f47b
par-creature,,DUECLA01,Ilyich,169,266,ed8187ffc4d57f0b
par-creature,,DUN,,169,266,f349feeaeee6ad65
par-creature,,DUNKIN,,169,266,796bf696fda7dba9
par-creature,,DURLAGT,,169,266,16c4935a115012c9
par-creature,,DURLYL,,169,266,7ac2557c085ff29f
par-creature,,DURSWORD,,169,266,66509ea4a46c75e4
par-creature,,DUSHAI,,169,266,56866a79a992d7f1
par-creature,,EBOY1,,169,266,5c77373ed48ebfdc
par-creature,,EBOY2,,169,266,290c82086f27a76d
par-creature,,EDIE,,169,266,28c5e00aee036e27
par-creature,,EGIRL1,,169,266,ab97fe9f583f0497
par-creature,,EGIRL2,,169,266,0e95176169fd8f13
par-creature,,ELELEV01,,169,266,f6b5692113a5a686
par-creature,,ELGEA,Dame Elgea,169,266,f026055b7ca773d6
par-creature,,ELKART,,169,266,cd2f18d457c815a6
par-creature,,ELMIN1,,169,266,9e9d8b3d039c9c09
par-creature,,ELOTTE,Écuyère Elotte,169,266,6dc3561d3ba4edd5
par-creature,,EMBARL,Embarl,169,266,ae3878af3e8b30a7
par-creature,,EMERSO,,169,266,bea00eea5ce86dab
par-creature,,EMITAR,,169,266,a48717d24c94ffef
par-creature,,ENDER,,169,266,e35c07ceee763096
par-creature,,ENTAR,,169,266,9b8f7eb05e71e3ac
par-creature,,ENTILL,,169,266,e5348f68cfde8727
par-creature,,ERDANE,,169,266,02027aaeca036ca1
par-creature,,ERIK,,169,266,52e99fbbc72b38c7
par-creature,,ERIM,,169,266,cc9be705fd0514a8
par-creature,,ESCORT1,Cominda,169,266,614af968b665c740
par-creature,,ESCORT2,Kerstia,169,266,93adaeea5af45fe4
par-creature,,ESCORT3,Jenthan,169,266,5585afc06720e821
par-creature,,ESCORT4,Virah,169,266,eaa8e80ef3e215d2
par-creature,,EURIC,,169,266,63368197a01d2215
par-creature,,EVALT,,169,266,84ec7215fb35da72
par-creature,,everard0,,169,266,d33fc59eda5be4f1
par-creature,,EXCULT1,Garuk,169,266,b88e56fcaa58f92b
par-creature,,EXCULT2,Zaelas,169,266,540489520ab22527
par-creature,,FABER,,169,266,e56051f5c981fa44
par-creature,,FAHRIN,,169,266,189380bccfcefcc6
par-creature,,FAIZAH,,169,266,08a86fc3266dfac2
par-creature,,FALDORN,,169,266,62f1943a41479cc1
par-creature,,FAMCAT,Chat,169,266,d3d7bcff30a0703b
par-creature,,FAMDUST,Méphite poussiéreux,169,266,ddc8adb466d15863
par-creature,,FAMFAIR,Dragon fée,169,266,0df8226d08bc543f
par-creature,,FAMFER,Furet,169,266,7c1c354a9f1384d5
par-creature,,FAMIMP,Diablotin,169,266,35da7d417c55684f
par-creature,,FAMPSD,Pseudo-dragon,169,266,a463073c1bc39a4d
par-creature,,FAMQUAS,Quasit,169,266,dbd96c373384c354
par-creature,,FARLUC,,169,266,ef44036374dc1fa0
par-creature,,FARMBR,,169,266,07f93423187e0631
par-creature,,FARTHIN,Seigneur Farthington Roenal,169,266,c7ad4b78ff9c8cdc
par-creature,,FATESP,Esprit du destin,169,266,cee2df6b0313bff5
par-creature,,FDWTH00M,,169,266,2c6d2238fa50c143
par-creature,,FEAR,,169,266,eea0977177016213
par-creature,,FELCL00M,,169,266,92d72fe16f64b055
par-creature,,FELCL01M,,169,266,fcb573e9e321a897
par-creature,,FELDAN,,169,261,eea5c98992b44264
par-creature,,FELMA12M,,169,266,23e701900bae9e04
par-creature,,FELONI,,169,266,addb26890f536426
par-creature,,FELSO02M,,169,266,d0dae0d45ea06733
par-creature,,FENGLA01,,169,266,8b21c4e7106e00e4
par-creature,,FENRUS,,169,266,8350869175e6a0f8
par-creature,,FENTEN,,169,266,50cae2d248e8f374
par-creature,,FERGUS,,169,266,3e5f79e5e327cd25
par-creature,,FETCH,Apporter,169,266,b8a4930f45f22dec
par-creature,,FFACTOR1,Kirinaldo,169,266,12e83ed77fc96695
par-creature,,FFACTOR2,Lunisia,169,266,759fc5dcadb9de86
par-creature,,FFCUST01,Ercias,169,266,efbf7cb7cab9d3d6
par-creature,,FFCUST06,Belle,169,266,de1b8e569459abd0
par-creature,,FFCUST07,H'rothgar Massefeu,169,266,8e00c29d49cd2699
par-creature,,FFCUST08,Jerry Douxpetons,169,266,3e2c5535296df79f
par-creature,,FFCUST09,Seigneur Sterk,169,266,34d5b39cdd899759
par-creature,,FFRECEP,Réceptionniste,169,266,f5f8e2604dabcd47
par-creature,,FFWENCH,Thalia Éructonnerre,169,266,b8b6bbf9f2866128
par-creature,,FGNTH00M,,169,266,cac1e50b7857ef44
par-creature,,FHAFI00M,,169,266,bbd3233adfef2af5
par-creature,,FHUCL02M,,169,266,0225b4e9857424db
par-creature,,FHUCL06M,,169,266,b25fe15adbfff01d
par-creature,,FHUCL07M,,169,266,816f38f4730d0fa4
par-creature,,FHUDR04M,,169,266,a36074fa80542498
par-creature,,FHUFI11M,,169,266,a98dac18894df1e2
par-creature,,FHUMA01M,,169,266,2743847a38690004
par-creature,,FHUTH07M,,169,266,ee4ec6d03a5b8416
par-creature,,FIRBAN02,Plath Rededge,169,266,3be5527aa6935c4e
par-creature,,FIREB1,Perleflamme Cheveux-d'Elfe,169,266,518ed10de88af438
par-creature,,FIRKRA01,Seigneur Jierdan,169,266,570a2149493418ec
par-creature,,FIRKRA02,Firkraag,169,266,019550ace73f372b
par-creature,,FIRMAG01,Conster,169,266,ec80d0ded9650f64
par-creature,,FIRORC01,Chef DigDag,169,266,6377fccbb1caa48e
par-creature,,FIRORC03,Flaylan l'orque,169,266,250afd55729a6bd6
par-creature,,FIRRAK01,Ruhk Transmutateur,169,266,990bac258bad1e23
par-creature,,FIRTRL01,Cuisinier troll,169,266,fe35974f59eee6b9
par-creature,,FIRWLF01,Grancor,169,266,a4969e7d48d9247e
par-creature,,FIRWLF02,Falik,169,266,93abe639be225314
par-creature,,FLAM13,Dilos,169,266,b83ef62138583937
par-creature,,FOOTY,,169,266,bd80135d2cc40243
par-creature,,FORESH,,169,266,2ffff08f1c5cae3a
par-creature,,FORTHE,,169,266,f28471a7c6105283
par-creature,,FRANCO,Franco,169,266,8e6c56101831f1f1
par-creature,,frostbit,,169,266,0bf10c70b6517a5b
par-creature,,FSDRAGON,Dragon,169,266,60884a9a56496222
par-creature,,FSSPIR1,Guerrier éthéré,169,266,4e2fe4e171ff89ef
par-creature,,FULADY,Dame Tandolan d'Um,169,266,f6232e3d76cba0b6
par-creature,,FULLER,,169,266,2ce5e7e450ba3d30
par-creature,,FULORD,Seigneur Milsire Donderbeg,169,266,517803cb1aa7c75e
par-creature,,FUMIN,Ministre Adelain,169,266,ca6d2b5377f3a8bb
par-creature,,FURNEL,,169,266,248c162c0eda2b72
par-creature,,GAAL,,169,266,2164407d0e4e4234
par-creature,,GAELAN,Gaelan Bayle,169,266,9501ca074c36cfe8
par-creature,,GALILE,,169,266,2e1e74e9f46475a0
par-creature,,GALKEN,,169,266,b7ecd7b96726e1c4
par-creature,,GALLOR,,169,266,e9ce8cb73845b35d
par-creature,,GALTOK,,169,266,405d905c92240212
par-creature,,GANDOL,,169,266,8763e7adfa6ca102
par-creature,,GANTOL,,169,266,b5f135cc8f3f1a00
par-creature,,GARAN,,169,266,4c59a1c34bcb2d2a
par-creature,,GARETH,,169,266,9cc1469d47a213e0
par-creature,,GARJUM,Jum,169,266,344bff755930fd8f
par-creature,,GARKID01,Iltha,169,266,442f44d97dc3c047
par-creature,,GARKID02,Taar,169,266,4e93eda71bc7a667
par-creature,,GAROCK,Garock,169,266,16aa73094a8d0212
par-creature,,GARREN,Garren Lancevent,169,266,ef315b080abb86b3
par-creature,,GARRICK,Garrick,169,266,c0fb797b12750c29
par-creature,,GASPAR,,169,266,8ccb69317d4b2600
par-creature,,GATEKE,,169,266,f41b1e6a0d65f6b7
par-creature,,GATEWA,,169,266,84d84f0eba5f5305
par-creature,,GAXIR,,169,266,9dce751222bd06da
par-creature,,GAZIB,,169,266,c55867e3989717cf
par-creature,,gbard000,,169,266,9f25bae465a00249
par-creature,,GELLAN,,169,266,952e6d39a54c63f3
par-creature,,GEMFAR01,Enna Hendrick,169,266,3abf42ecdea640ae
par-creature,,GEMFAR02,Erlin Hendrick,169,266,b99b7ff1b3a0e9ec
par-creature,,GEMJEB01,Jeb,169,266,5a674d9c5a5efc7f
par-creature,,GERDE,,169,266,86fd137462bfd264
par-creature,,GERETH,Gereth,169,266,1e4c8abd3ff2c945
par-creature,,GERHARDT,Oncle Gerhardt,169,266,c0ee31efc98067bd
par-creature,,GERTH,,169,266,0cb7e879c25b80ec
par-creature,,GERVIS,,169,266,9b22c81dab3730b8
par-creature,,GHEREG,,169,266,8ecd2692cf944522
par-creature,,GHORAK,,169,266,85f5a8c74e1e9c99
par-creature,,GIANTFI2,,169,266,9378aee45539bfd7
par-creature,,GIANTFIR,,169,266,5ca591116fc2fbe4
par-creature,,GLANMA,,169,266,b3afd540a6a3087a
par-creature,,GNARL,,169,266,69442c6a7d246db2
par-creature,,GOLINV,,169,266,112eb4a1c0056e56
par-creature,,GORALT1,Gardien,169,266,2fb250c304f5ac5a
par-creature,,GORAPR,Apprenti,169,266,c3b663d13e089412
par-creature,,GORARC,Archiviste,169,266,52deedd257f95e4c
par-creature,,GORBAT1,Ka'rashur,169,266,90218084ccefa68f
par-creature,,GORBEL,Jarre de la cloche,169,266,0c1139e2865aa162
par-creature,,GORCAMB,Aesgareth,169,266,50c922d1007b5f6f
par-creature,,GORCAR,Carston,169,266,58aeb164a95845b7
par-creature,,GORCH,Gorch,169,266,150e3675e7a44933
par-creature,,GORCHR,Démon chromatique,169,266,afd311dba0e3c4c9
par-creature,,GORF,Gorf l'Écrabouilleur,169,266,973216b6d87bfcd1
par-creature,,GORION,,169,266,20b318ae70650e57
par-creature,,GORIONW,,169,266,bc2a9dc742c3524f
par-creature,,GORJE,Gorje Sombremont,169,266,f2b5be2d816cc046
par-creature,,GORLUM,Machine de Lum le Fou,169,266,b34fbc10be62a832
par-creature,,GORMAD1,Elfe fou,169,266,ea888abb64d88d8f
par-creature,,GORPEL,,169,266,66e11d5338de9f09
par-creature,,GORPRI1,Prêtre,169,266,4f66da5e31842250
par-creature,,GORSAL,Saladrex,169,266,9b5f9f0310e9504f
par-creature,,GORSUC01,Succube,169,266,7be265704d963d97
par-creature,,GORTAN1,Tahazzar,169,266,cf40faef5aa02446
par-creature,,GPHIL01,Philosophe,169,266,127cc82a34b1fa72
par-creature,,GPHIL02,Philosophe,169,266,9b6d9ce8ea7137b7
par-creature,,GPHIL03,Huntley,169,266,c6af3f0b4031b3df
par-creature,,GRAE,Grae,169,266,4430e329eceb102e
par-creature,,GRAEL,,169,266,897fb6b44075d68a
par-creature,,GREGOR,,169,266,d398d6615411bb36
par-creature,,GRETEK,,169,266,6b97d507ea92d195
par-creature,,GREYWO,,169,266,4c8d7d6dc11ac997
par-creature,,GURKE,,169,266,9be6434f7c9ec0df
par-creature,,GYLLIA,,169,266,841a82bf5a2a9c55
par-creature,,HABIB,Habib,169,266,9bc393127d1ec1d1
par-creature,,HABREGA,Inspecteur en chef Brega,169,266,724aa56e1d6f87c6
par-creature,,HACK,,169,266,b6f29941796587cc
par-creature,,HACTON,Acton Balthis,169,266,b702b8d89e3f4123
par-creature,,HAEGAN,Capitaine Haegan,169,266,d4f5c71b32fc632b
par-creature,,HAFIZ,,169,266,11fc949ec14f52f1
par-creature,,hailee01,,169,266,5ad1305e4d6f2245
par-creature,,HAIRTO,,169,266,ed6ce3be32cb429f
par-creature,,HAJANOS,Janos,169,266,dd3327a550e1397f
par-creature,,HALBAZ,,169,266,3d82fa3e0208694d
par-creature,,HALFTR,,169,266,1a4035e899f399f6
par-creature,,HANNAH,,169,266,7bb48f96f8b93b15
par-creature,,HAPIP,Pip,169,266,e5467edf823f29ba
par-creature,,HAQUAT,Quataris,169,266,012ee1a2a3091d45
par-creature,,HARALD,,169,266,689461f5c65b1808
par-creature,,HARBOR,,169,266,0b32ce8753d18045
par-creature,,HARPASS1,Lucette,169,266,5bcb9ebafbb7044a
par-creature,,HASTEN,,169,266,98f7da1bfe724472
par-creature,,HAZ,,169,266,7179bf2a958edbc2
par-creature,,HDRAGSIL,Dragon,169,266,54258f23884a877e
par-creature,,HEARTG3,Sire Zarath,169,266,6475cf141e9b114e
par-creature,,HEARTG4,Sire Mardus,169,266,4e235289969801b0
par-creature,,HEARTG5,Sire Donalus,169,266,024e404646db1ff5
par-creature,,HECITO,,169,266,99d105e3e3fd6b13
