animation_id,animation_id_decimal,ids_symbol,ids_present,ini_present,symbol_class,symbol_gender,symbol_race,symbol_variant,animation_family,animation_type,engine_section,ini_resref,ini_source_bif,ini_sha256,split_bams,false_color,can_lie_down,detected_by_infravision,equip_helmet,resref,resref_paperdoll,resref_armor_base,resref_armor_specific,armor_max_code,height_code,height_code_helmet,height_code_shield,resref_weapon1,resref_weapon2,ini_sections_json,runtime_profile,runtime_supported,family_count,pipeline_ready_family_count,override_collision,blocker
0x7202,29186,BEAR_CAVE,yes,yes,BEAR_CAVE,,,,0x7000,7000,monster_old,7202.INI,data/Patch2.bif,E2CAA4C056E8C439BDB6FCED7590D13922678329B1DA34F339D4A98519304D26,,0,,1,,MBER,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""9"",""new_palette"":""MBER_CA"",""personal_space"":""3"",""sound_freq"":""60""},""monster_old"":{""detected_by_infravision"":""1"",""false_color"":""0"",""resref"":""MBER""},""sounds"":{""attack"":""cbear03,blank,blank"",""attack_backslash"":""cbear06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""cbear06"",""attack_jab_frame"":""0"",""attack_slash"":""cbear05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""cbear03,cbear04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""cbear08"",""damage_frame"":""0"",""die"":""cbear09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""cbear03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7203,29187,BEAR_POLAR,yes,yes,BEAR_POLAR,,,,0x7000,7000,monster_old,7203.INI,data/Patch2.bif,39991E889A93317C766962B7E2FE1C346F0E668F442039239B7C40E0F319AA44,,0,,1,,MBER,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""9"",""new_palette"":""MBER_PO"",""personal_space"":""3"",""sound_freq"":""60""},""monster_old"":{""detected_by_infravision"":""1"",""false_color"":""0"",""resref"":""MBER""},""sounds"":{""attack"":""pbear03,blank,blank"",""attack_backslash"":""pbear06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""0,0,0"",""attack_jab"":""pbear06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""pbear05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""pbear03,pbear04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""pbear08"",""damage_frame"":""0"",""die"":""pbear09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""pbear03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7300,29440,ELEMENTAL_EARTH,yes,yes,ELEMENTAL_EARTH,,,,0x7000,7000,monster,7300.INI,data/Patch2.bif,9B28B8FC0496BD22FADED5D479123C18B726AF24486D34D98F393A27BBEFA222,1,0,1,0,,MEAE,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""10"",""personal_space"":""5"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""0"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MEAE"",""split_bams"":""1""},""sounds"":{""attack"":""earth01,blank,blank"",""attack_backslash"":""earth04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""earth05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""earth03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""earth01,earth02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""earth06"",""damage_frame"":""0"",""die"":""earth07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""earth01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7301,29441,ELEMENTAL_EARTH_SMALL,yes,yes,ELEMENTAL_EARTH_SMALL,,,,0x7000,7000,monster,7301.INI,data/Patch2.bif,23B31BDFB06B0B8E90C3052BD49B5BEE2C63A3C7A22B48DE716F13EBFE65FDC2,1,0,1,0,,MEAS,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""7"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""0"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MEAS"",""split_bams"":""1""},""sounds"":{""attack"":""earths01,blank,blank"",""attack_backslash"":""earths04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""earths05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""earths03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""earths01,earths02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""earths06"",""damage_frame"":""0"",""die"":""earths07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""earths01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7302,29442,SHAMBLING_MOUND,yes,yes,SHAMBLING_MOUND,,,,0x7000,7000,monster,7302.INI,data/Patch2.bif,C6C91853191DE40DBE4CC8CD9DA03A3B49B730F2886D439FB240244C7E69F302,1,0,1,0,,MEAE,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""10"",""new_palette"":""MEAE_SH"",""personal_space"":""5"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""0"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MEAE"",""split_bams"":""1""},""sounds"":{""attack"":""shamb03"",""attack_backslash"":""shamb04"",""attack_backslash_frame"":""0"",""attack_frame"":""0"",""attack_jab"":""shamb05"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""shamb03"",""attack_slash_frame"":""0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""shamb01,shamb02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""shamb06"",""damage_frame"":""0"",""die"":""shamb07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""earth01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7310,29456,ELEMENTAL_FIRE,yes,yes,ELEMENTAL_FIRE,,,,0x7000,7000,monster,7310.INI,data/Patch2.bif,0DACB8B87CAD9F5733DBD9C5F2BFA28B32F767DC74E0CA62708493EF2D1AB98F,1,0,1,1,,MFIE,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""light_source"":""1"",""move_scale"":""10"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MFIE"",""split_bams"":""1""},""sounds"":{""attack"":""firee01,blank,blank"",""attack_backslash"":""firee04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""firee05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""firee03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""firee01,firee02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""firee06"",""damage_frame"":""0"",""die"":""firee07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""firee01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7311,29457,ELEMENTAL_FIRE_SMALL,yes,yes,ELEMENTAL_FIRE_SMALL,,,,0x7000,7000,monster,7311.INI,data/Patch2.bif,91257F9AD9453E4CAE249BCF7E3E98203FDC275228CCE4F19C490601F1E7A5CF,1,0,1,1,,MFIS,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""light_source"":""1"",""move_scale"":""7"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MFIS"",""split_bams"":""1""},""sounds"":{""attack"":""firee01,blank,blank"",""attack_backslash"":""firee04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""firee05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""firee03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""firee01,firee02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""firee06"",""damage_frame"":""0"",""die"":""firee07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""firee01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7312,29458,ELEMENTAL_FIRE_PURPLE,yes,yes,ELEMENTAL_FIRE_PURPLE,,,,0x7000,7000,monster,7312.INI,data/Patch2.bif,7BDD82D0D0D7E3065CC9F47066BF4F1249FA6B5B3EB2C92DCAEC4AD149CAF32E,1,0,1,1,,MFIE,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""light_source"":""1"",""move_scale"":""10"",""new_palette"":""MFIEG1B"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""palette1"":""MFIEG1B"",""palette2"":""MFIEG2B"",""path_smooth"":""1"",""resref"":""MFIE"",""split_bams"":""1""},""sounds"":{""attack"":""firee01,blank,blank"",""attack_backslash"":""firee04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""firee05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""firee03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""firee01,firee02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""firee06"",""damage_frame"":""0"",""die"":""firee07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""firee01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7313,29459,ELEMENTAL_FIRE_SMALL_PURPLE,yes,yes,ELEMENTAL_FIRE_SMALL_PURPLE,,,,0x7000,7000,monster,7313.INI,data/Patch2.bif,55CB71DF7677D2F00BC44A19531E06BFD9C994F0CDA30F64D6B6F90F45EE8AD5,1,0,1,1,,MFIS,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""light_source"":""1"",""move_scale"":""7"",""new_palette"":""MFISG1B"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""palette1"":""MFISG1B"",""palette2"":""MFISG2B"",""path_smooth"":""1"",""resref"":""MFIS"",""split_bams"":""1""},""sounds"":{""attack"":""firee01,blank,blank"",""attack_backslash"":""firee04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""firee05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""firee03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""firee01,firee02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""firee06"",""damage_frame"":""0"",""die"":""firee07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""firee01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7314,29460,BURNING_MAN,yes,yes,BURNING_MAN,,,,0x7000,7000,monster,7314.INI,data/Patch2.bif,F2C30D7A60161EA9465B09AB3EDE143B7D39360DFF202DB8BC45C852AF265C9A,1,0,1,1,,MFIE,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""light_source"":""1"",""move_scale"":""10"",""new_palette"":""MFIEG3B"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""1"",""false_color"":""0"",""palette1"":""MFIEG31"",""palette2"":""MFIEG3B"",""path_smooth"":""1"",""resref"":""MFIE"",""split_bams"":""1""},""sounds"":{""attack"":""firee01,blank,blank"",""attack_backslash"":""firee04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""firee05,blank,blank"",""attack_jab_frame"":""2,0,0"",""attack_slash"":""firee03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""firee01,firee02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""firee06"",""damage_frame"":""0"",""die"":""firee07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""firee01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7320,29472,ELEMENTAL_AIR,yes,yes,ELEMENTAL_AIR,,,,0x7000,7000,monster,7320.INI,data/Patch2.bif,716A137446BC21A7BD6202E562DC66069B9F4BA30DEC37CF81B8C2FE0300CD5C,1,0,1,0,,MAIR,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""32"",""move_scale"":""10"",""personal_space"":""5"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""0"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MAIR"",""split_bams"":""1"",""translucent"":""1""},""sounds"":{""attack"":""airel01,blank,blank"",""attack_backslash"":""airel04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""airel05,blank,blank"",""attack_jab_frame"":""0"",""attack_slash"":""airel03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""airel01,airel02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""airel06"",""damage_frame"":""0"",""die"":""airel07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_03b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""airel01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7321,29473,ELEMENTAL_AIR_SMALL,yes,yes,ELEMENTAL_AIR_SMALL,,,,0x7000,7000,monster,7321.INI,data/Patch2.bif,86F954D34AE2492351BDC5178CA1EB68C73EB675AFB3CA5E02E2A62C3F00B576,1,0,1,0,,MAIS,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""50"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""7"",""personal_space"":""3"",""sound_freq"":""8""},""monster"":{""can_lie_down"":""1"",""detected_by_infravision"":""0"",""false_color"":""0"",""path_smooth"":""1"",""resref"":""MAIS"",""split_bams"":""1"",""translucent"":""1""},""sounds"":{""attack"":""airsm01,blank,blank"",""attack_backslash"":""airsm04,blank,blank"",""attack_backslash_frame"":""2,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""airsm05,blank,blank"",""attack_jab_frame"":""0"",""attack_slash"":""airsm03,blank,blank"",""attack_slash_frame"":""2,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""airsm01,airsm02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""airsm06"",""damage_frame"":""0"",""die"":""airsm07"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_02b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""airsm01"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7400,29696,DOG_WILD,yes,yes,DOG_WILD,,,,0x7000,7000,monster_old,7400.INI,data/Patch2.bif,9A71550B70779FF9CDA52835996B21285E388D44BE997431475AF532399E714E,,0,,1,,MDOG,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""6"",""new_palette"":""MDOG_WI"",""personal_space"":""3"",""sound_freq"":""150""},""monster_old"":{""detected_by_infravision"":""1"",""false_color"":""0"",""resref"":""MDOG""},""sounds"":{""attack"":""wadog03,wadog05"",""attack_backslash"":""wadog04,wadog06"",""attack_backslash_frame"":""0,0"",""attack_frame"":""0,0"",""attack_jab"":""widog06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""wadog03,wadog05"",""attack_slash_frame"":""0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""wadog01,wadog02"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""wadog08"",""damage_frame"":""0"",""die"":""wadog09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_01b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""widog03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7401,29697,DOG_WAR,yes,yes,DOG_WAR,,,,0x7000,7000,monster_old,7401.INI,data/Patch2.bif,920489A5821A2058D83399D1CC1A371DC65CEE2B925BD65B5F3EF078E97DDAB0,,0,,1,,MDOG,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""6"",""new_palette"":""MDOG_WA"",""personal_space"":""3"",""sound_freq"":""150""},""monster_old"":{""detected_by_infravision"":""1"",""false_color"":""0"",""resref"":""MDOG""},""sounds"":{""attack"":""widog03,blank,blank"",""attack_backslash"":""widog06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""widog06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""widog05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""widog03,widog04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""widog08"",""damage_frame"":""0"",""die"":""widog09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_01b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""widog03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
0x7402,29698,DOG_MOON,yes,yes,DOG_MOON,,,,0x7000,7000,monster_old,7402.INI,data/Patch2.bif,6E4B7D87FBC5488A77154F2D1216D2328B591880E60EF743BCADA6D956BAD178,,0,,1,,MDOG,,,,,,,,,,"{""general"":{""animation_type"":""7000"",""cast_frame"":""4"",""color_blood"":""47"",""color_chunks"":""255"",""ellipse"":""16"",""move_scale"":""6"",""new_palette"":""MDOG_MO"",""personal_space"":""3"",""sound_freq"":""150""},""monster_old"":{""detected_by_infravision"":""1"",""false_color"":""0"",""resref"":""MDOG""},""sounds"":{""attack"":""widog03,blank,blank"",""attack_backslash"":""widog06,blank,blank"",""attack_backslash_frame"":""0,0,0"",""attack_frame"":""2,0,0"",""attack_jab"":""widog06,blank,blank"",""attack_jab_frame"":""0,0,0"",""attack_slash"":""widog05,blank,blank"",""attack_slash_frame"":""0,0,0"",""awake"":"""",""awake_frame"":""0"",""battle_cry"":""widog03,widog04"",""battle_cry_frame"":""0,0"",""cast"":"""",""cast_frame"":""0"",""conjure"":"""",""conjure_frame"":""0"",""damage"":""widog08"",""damage_frame"":""0"",""die"":""widog09"",""die_frame"":""0"",""emerge"":"""",""emerge_frame"":""0"",""fall"":""fal_01b"",""fall_frame"":""0"",""head_turn"":"""",""head_turn_frame"":""0"",""hide"":"""",""hide_frame"":""0"",""ready"":"""",""ready_frame"":""0"",""selection"":""widog03"",""selection_frame"":""0"",""shoot"":"""",""shoot_frame"":""0"",""sleep"":"""",""sleep_frame"":""0"",""twitch"":"""",""twitch_frame"":""0"",""walk"":"""",""walk_frame"":""0""}}",,no,1,0,no,runtime-profile-unsupported
