asset_key,asset_id,family_id,variant_id,asset_directory,source_set_sha256,production_run,production_run_sha256,production_state,selected_run,selected_run_sha256,qa_state,qa_evidence,installation_state,installation_receipt,catalog_generation,release_state,release_candidate,notes
sprites:family:0x5212:shield:item-animation-code:D2:WQSD2:x2-nearest,sprites:family:0x5212:shield:item-animation-code:D2:WQSD2,0x5212:shield:item-animation-code:D2:WQSD2,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/dshld01-wqsd2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:shield:item-animation-code:D3:WQSD3:x2-nearest,sprites:family:0x5212:shield:item-animation-code:D3:WQSD3,0x5212:shield:item-animation-code:D3:WQSD3,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/ishld03-wqsd3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:shield:item-animation-code:D4:WQSD4:x2-nearest,sprites:family:0x5212:shield:item-animation-code:D4:WQSD4,0x5212:shield:item-animation-code:D4:WQSD4,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/shld05a-wqsd4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:AX:WQSAX:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:AX:WQSAX,0x5212:weapon:item-animation-code:AX:WQSAX,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/ax1h01-wqsax,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:BS:WQSBS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:BS:WQSBS,0x5212:weapon:item-animation-code:BS:WQSBS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/bow05-wqsbs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:BW:WQSBW:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:BW:WQSBW,0x5212:weapon:item-animation-code:BW:WQSBW,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/arropheo-wqsbw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:CB:WQSCB:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:CB:WQSCB,0x5212:weapon:item-animation-code:CB:WQSCB,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/dwxbow01-wqscb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:CL:WQSCL:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:CL:WQSCL,0x5212:weapon:item-animation-code:CL:WQSCL,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun01-wqscl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:DD:WQSDD:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:DD:WQSDD,0x5212:weapon:item-animation-code:DD:WQSDD,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/cdnebdag-wqsdd,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:F0:WQSF0:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:F0:WQSF0,0x5212:weapon:item-animation-code:F0:WQSF0,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun13-wqsf0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:F1:WQSF1:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:F1:WQSF1,0x5212:weapon:item-animation-code:F1:WQSF1,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun14d-wqsf1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:F2:WQSF2:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:F2:WQSF2,0x5212:weapon:item-animation-code:F2:WQSF2,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/npsw06-wqsf2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:F3:WQSF3:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:F3:WQSF3,0x5212:weapon:item-animation-code:F3:WQSF3,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun14-wqsf3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:FL:WQSFL:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:FL:WQSFL,0x5212:weapon:item-animation-code:FL:WQSFL,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/barlfl-wqsfl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:FS:WQSFS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:FS:WQSFS,0x5212:weapon:item-animation-code:FS:WQSFS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/comps39-wqsfs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:GS:WQSGS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:GS:WQSGS,0x5212:weapon:item-animation-code:GS:WQSGS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/staf11-wqsgs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:H6:WQSH6:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:H6:WQSH6,0x5212:weapon:item-animation-code:H6:WQSH6,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/bearspir-wqsh6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:HB:WQSHB:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:HB:WQSHB,0x5212:weapon:item-animation-code:HB:WQSHB,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/dwhalb01-wqshb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:M2:WQSM2:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:M2:WQSM2,0x5212:weapon:item-animation-code:M2:WQSM2,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun12-wqsm2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:MC:WQSMC:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:MC:WQSMC,0x5212:weapon:item-animation-code:MC:WQSMC,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun04-wqsmc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:MS:WQSMS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:MS:WQSMS,0x5212:weapon:item-animation-code:MS:WQSMS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/blun06-wqsms,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:Q2:WQSQ2:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:Q2:WQSQ2,0x5212:weapon:item-animation-code:Q2:WQSQ2,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/staf02-wqsq2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:Q3:WQSQ3:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:Q3:WQSQ3,0x5212:weapon:item-animation-code:Q3:WQSQ3,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/misc5t-wqsq3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:Q4:WQSQ4:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:Q4:WQSQ4,0x5212:weapon:item-animation-code:Q4:WQSQ4,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/staf09-wqsq4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:QS:WQSQS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:QS:WQSQS,0x5212:weapon:item-animation-code:QS:WQSQS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/enstaff-wqsqs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:S0:WQSS0:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:S0:WQSS0,0x5212:weapon:item-animation-code:S0:WQSS0,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/sw1h01-wqss0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:S1:WQSS1:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:S1:WQSS1,0x5212:weapon:item-animation-code:S1:WQSS1,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/bdsw1h06-wqss1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:S2:WQSS2:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:S2:WQSS2,0x5212:weapon:item-animation-code:S2:WQSS2,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/bdsw2h01-wqss2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:S3:WQSS3:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:S3:WQSS3,0x5212:weapon:item-animation-code:S3:WQSS3,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/misc9q-wqss3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:SC:WQSSC:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:SC:WQSSC,0x5212:weapon:item-animation-code:SC:WQSSC,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/dwsw1h01-wqssc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:SL:WQSSL:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:SL:WQSSL,0x5212:weapon:item-animation-code:SL:WQSSL,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/ohnslng1-wqssl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:SP:WQSSP:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:SP:WQSSP,0x5212:weapon:item-animation-code:SP:WQSSP,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/dwsper01-wqssp,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:SS:WQSSS:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:SS:WQSSS,0x5212:weapon:item-animation-code:SS:WQSSS,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/chalcy1-wqsss,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5212:weapon:item-animation-code:WH:WQSWH:x2-nearest,sprites:family:0x5212:weapon:item-animation-code:WH:WQSWH,0x5212:weapon:item-animation-code:WH:WQSWH,x2-nearest,sprite/families/playable-characters/5212-dwarf-female-mage-low/aegis-wqswh,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:body:armor-code:1:CHMT1:x2-nearest,sprites:family:0x5300:body:armor-code:1:CHMT1,0x5300:body:armor-code:1:CHMT1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chmt1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:body:armor-code:2:CHMT2:x2-nearest,sprites:family:0x5300:body:armor-code:2:CHMT2,0x5300:body:armor-code:2:CHMT2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chmt2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:body:armor-code:3:CHMT3:x2-nearest,sprites:family:0x5300:body:armor-code:3:CHMT3,0x5300:body:armor-code:3:CHMT3,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chmt3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:body:armor-code:4:CHMT4:x2-nearest,sprites:family:0x5300:body:armor-code:4:CHMT4,0x5300:body:armor-code:4:CHMT4,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chmt4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:H0:WQLH0:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:H0:WQLH0,0x5300:helmet:item-animation-code:H0:WQLH0,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/bdhelm09-wqlh0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:H1:WQLH1:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:H1:WQLH1,0x5300:helmet:item-animation-code:H1:WQLH1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/misc9p-wqlh1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:H2:WQLH2:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:H2:WQLH2,0x5300:helmet:item-animation-code:H2:WQLH2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/dhelm01-wqlh2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:H5:WQLH5:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:H5:WQLH5,0x5300:helmet:item-animation-code:H5:WQLH5,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/ihelm10-wqlh5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J0:WQLJ0:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J0:WQLJ0,0x5300:helmet:item-animation-code:J0:WQLJ0,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm15-wqlj0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J1:WQLJ1:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J1:WQLJ1,0x5300:helmet:item-animation-code:J1:WQLJ1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chalhelm-wqlj1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J2:WQLJ2:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J2:WQLJ2,0x5300:helmet:item-animation-code:J2:WQLJ2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm21-wqlj2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J3:WQLJ3:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J3:WQLJ3,0x5300:helmet:item-animation-code:J3:WQLJ3,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm02-wqlj3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J4:WQLJ4:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J4:WQLJ4,0x5300:helmet:item-animation-code:J4:WQLJ4,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm16-wqlj4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J5:WQLJ5:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J5:WQLJ5,0x5300:helmet:item-animation-code:J5:WQLJ5,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm13-wqlj5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J6:WQLJ6:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J6:WQLJ6,0x5300:helmet:item-animation-code:J6:WQLJ6,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm01-wqlj6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J7:WQLJ7:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J7:WQLJ7,0x5300:helmet:item-animation-code:J7:WQLJ7,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm07-wqlj7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J8:WQLJ8:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J8:WQLJ8,0x5300:helmet:item-animation-code:J8:WQLJ8,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm03-wqlj8,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:J9:WQLJ9:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:J9:WQLJ9,0x5300:helmet:item-animation-code:J9:WQLJ9,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/compon05-wqlj9,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:JA:WQLJA:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:JA:WQLJA,0x5300:helmet:item-animation-code:JA:WQLJA,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm05-wqlja,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:JB:WQLJB:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:JB:WQLJB,0x5300:helmet:item-animation-code:JB:WQLJB,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/bdhelm16-wqljb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:JC:WQLJC:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:JC:WQLJC,0x5300:helmet:item-animation-code:JC:WQLJC,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/helm12-wqljc,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:YW:WQLYW:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:YW:WQLYW,0x5300:helmet:item-animation-code:YW:WQLYW,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/wings01b-wqlyw,,,,blocked,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:helmet:item-animation-code:ZW:WQLZW:x2-nearest,sprites:family:0x5300:helmet:item-animation-code:ZW:WQLZW,0x5300:helmet:item-animation-code:ZW:WQLZW,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/wings01-wqlzw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C0:WQLC0:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C0:WQLC0,0x5300:shield:item-animation-code:C0:WQLC0,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld01-wqlc0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C1:WQLC1:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C1:WQLC1,0x5300:shield:item-animation-code:C1:WQLC1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld03-wqlc1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C2:WQLC2:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C2:WQLC2,0x5300:shield:item-animation-code:C2:WQLC2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld05-wqlc2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C3:WQLC3:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C3:WQLC3,0x5300:shield:item-animation-code:C3:WQLC3,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/chalshld-wqlc3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C4:WQLC4:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C4:WQLC4,0x5300:shield:item-animation-code:C4:WQLC4,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/ohshld50-wqlc4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C5:WQLC5:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C5:WQLC5,0x5300:shield:item-animation-code:C5:WQLC5,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld26-wqlc5,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C6:WQLC6:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C6:WQLC6,0x5300:shield:item-animation-code:C6:WQLC6,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld07-wqlc6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:C7:WQLC7:x2-nearest,sprites:family:0x5300:shield:item-animation-code:C7:WQLC7,0x5300:shield:item-animation-code:C7:WQLC7,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/dwshld01-wqlc7,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:D1:WQLD1:x2-nearest,sprites:family:0x5300:shield:item-animation-code:D1:WQLD1,0x5300:shield:item-animation-code:D1:WQLD1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/bdshld01-wqld1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:D2:WQLD2:x2-nearest,sprites:family:0x5300:shield:item-animation-code:D2:WQLD2,0x5300:shield:item-animation-code:D2:WQLD2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/dshld01-wqld2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:D3:WQLD3:x2-nearest,sprites:family:0x5300:shield:item-animation-code:D3:WQLD3,0x5300:shield:item-animation-code:D3:WQLD3,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/ishld03-wqld3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:shield:item-animation-code:D4:WQLD4:x2-nearest,sprites:family:0x5300:shield:item-animation-code:D4:WQLD4,0x5300:shield:item-animation-code:D4:WQLD4,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/shld05a-wqld4,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:AX:WQLAX:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:AX:WQLAX,0x5300:weapon:item-animation-code:AX:WQLAX,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/ax1h01-wqlax,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:BS:WQLBS:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:BS:WQLBS,0x5300:weapon:item-animation-code:BS:WQLBS,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/bow05-wqlbs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:BW:WQLBW:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:BW:WQLBW,0x5300:weapon:item-animation-code:BW:WQLBW,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/arropheo-wqlbw,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:CB:WQLCB:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:CB:WQLCB,0x5300:weapon:item-animation-code:CB:WQLCB,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/dwxbow01-wqlcb,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:CL:WQLCL:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:CL:WQLCL,0x5300:weapon:item-animation-code:CL:WQLCL,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/blun01-wqlcl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:DD:WQLDD:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:DD:WQLDD,0x5300:weapon:item-animation-code:DD:WQLDD,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/cdnebdag-wqldd,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:F0:WQLF0:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:F0:WQLF0,0x5300:weapon:item-animation-code:F0:WQLF0,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/blun13-wqlf0,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:F1:WQLF1:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:F1:WQLF1,0x5300:weapon:item-animation-code:F1:WQLF1,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/blun14d-wqlf1,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:F2:WQLF2:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:F2:WQLF2,0x5300:weapon:item-animation-code:F2:WQLF2,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/npsw06-wqlf2,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:F3:WQLF3:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:F3:WQLF3,0x5300:weapon:item-animation-code:F3:WQLF3,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/blun14-wqlf3,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:FL:WQLFL:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:FL:WQLFL,0x5300:weapon:item-animation-code:FL:WQLFL,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/barlfl-wqlfl,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:FS:WQLFS:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:FS:WQLFS,0x5300:weapon:item-animation-code:FS:WQLFS,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/comps39-wqlfs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:GS:WQLGS:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:GS:WQLGS,0x5300:weapon:item-animation-code:GS:WQLGS,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/staf11-wqlgs,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
sprites:family:0x5300:weapon:item-animation-code:H6:WQLH6:x2-nearest,sprites:family:0x5300:weapon:item-animation-code:H6:WQLH6,0x5300:weapon:item-animation-code:H6:WQLH6,x2-nearest,sprite/families/playable-characters/5300-human-male-thief-low/bearspir-wqlh6,,,,ready,,,not-assessed,,not-installed,,,not-evaluated,,
