asset_key,resref,family,usage_count,owner_count
icon:CMISCAC,CMISCAC,item-description,1,1
icon:CMISCAD,CMISCAD,item-description,1,1
icon:CMISCAE,CMISCAE,item-description,2,2
icon:CMISCAF,CMISCAF,item-description,1,1
icon:CMISCAG,CMISCAG,item-description,1,1
icon:CMISCAH,CMISCAH,item-description,1,1
icon:CMISCAL,CMISCAL,item-description,1,1
icon:CMISCAN,CMISCAN,item-description,1,1
icon:CMISCAO,CMISCAO,item-description,1,1
icon:CMISCAP,CMISCAP,item-description,1,1
icon:CMISCAQ,CMISCAQ,item-description,1,1
icon:CMISCAR,CMISCAR,item-description,1,1
icon:CMISCAW,CMISCAW,item-description,1,1
icon:CMISCAY,CMISCAY,item-description,1,1
icon:CMISCB1,CMISCB1,item-description,1,1
icon:CMISCB2,CMISCB2,item-description,1,1
icon:CMISCB3,CMISCB3,item-description,1,1
icon:CMISCB4,CMISCB4,item-description,2,2
icon:CMISCB5,CMISCB5,item-description,2,2
icon:CMISCB6,CMISCB6,item-description,1,1
icon:CMISCB7,CMISCB7,item-description,2,2
icon:CMISCB9,CMISCB9,item-description,1,1
icon:CMISCBC,CMISCBC,item-description,1,1
icon:CMISCBD,CMISCBD,item-description,1,1
icon:CMISCBE,CMISCBE,item-description,2,2
icon:CMISCBG,CMISCBG,item-description,2,2
icon:CMISCBI,CMISCBI,item-description,2,2
icon:CMISCBJ,CMISCBJ,item-description,1,1
icon:CMISCBK,CMISCBK,item-description,1,1
icon:CMISCBL,CMISCBL,item-description,1,1
icon:CMISCBM,CMISCBM,item-description,1,1
icon:CMISCBN,CMISCBN,item-description,1,1
icon:CMISCBO,CMISCBO,item-description,1,1
icon:CMISCBP,CMISCBP,item-description,5,5
icon:CMISCBR,CMISCBR,item-description,1,1
icon:CMISCBS,CMISCBS,item-description,1,1
icon:CNPARM01,CNPARM01,item-description,1,1
icon:CNPCHAN,CNPCHAN,item-description,1,1
icon:CNPCLCK,CNPCLCK,item-description,1,1
icon:CNPMISC1,CNPMISC1,item-description,1,1
icon:CNPMISC2,CNPMISC2,item-description,1,1
icon:CNPPLAT,CNPPLAT,item-description,1,1
icon:CNPRING,CNPRING,item-description,1,1
icon:CNPSHLD,CNPSHLD,item-description,1,1
icon:CNPSTAF,CNPSTAF,item-description,3,3
icon:CNSW1H01,CNSW1H01,item-description,1,1
icon:CNSW1H02,CNSW1H02,item-description,1,1
icon:CNSW1H03,CNSW1H03,item-description,1,1
icon:CNSW1H04,CNSW1H04,item-description,1,1
icon:CNSW1H05,CNSW1H05,item-description,1,1
icon:CNSW1H06,CNSW1H06,item-description,1,1
icon:COHRHLM1,COHRHLM1,item-description,1,1
icon:CPLAT01,CPLAT01,item-description,7,7
icon:CPLAT02,CPLAT02,item-description,2,2
icon:CPLAT04,CPLAT04,item-description,3,3
icon:CPLAT05,CPLAT05,item-description,3,3
icon:CPLAT06,CPLAT06,item-description,2,2
icon:CPLAT08,CPLAT08,item-description,1,1
icon:CPLAT09,CPLAT09,item-description,2,2
icon:CPLAT10,CPLAT10,item-description,1,1
icon:CPLAT11,CPLAT11,item-description,1,1
icon:CPLAT12,CPLAT12,item-description,1,1
icon:CPLAT13,CPLAT13,item-description,1,1
icon:CPLAT14,CPLAT14,item-description,1,1
icon:CPLAT15,CPLAT15,item-description,2,2
icon:CPLAT16,CPLAT16,item-description,2,2
icon:CPLAT17,CPLAT17,item-description,1,1
icon:CPLAT18,CPLAT18,item-description,2,2
icon:CPOTN02,CPOTN02,item-description,4,4
icon:CPOTN06,CPOTN06,item-description,7,7
icon:CPOTN07,CPOTN07,item-description,1,1
icon:CPOTN08,CPOTN08,item-description,3,3
icon:CPOTN11,CPOTN11,item-description,27,27
icon:CPOTN13,CPOTN13,item-description,3,3
icon:CPOTN14,CPOTN14,item-description,1,1
icon:CPOTN17,CPOTN17,item-description,3,3
icon:CPOTN41,CPOTN41,item-description,12,12
icon:CPOTN52,CPOTN52,item-description,2,2
icon:CPOTN53,CPOTN53,item-description,1,1
icon:CPOTN54,CPOTN54,item-description,2,2
icon:CRING01,CRING01,item-description,42,42
icon:CRING02,CRING02,item-description,1,1
icon:CRING03,CRING03,item-description,1,1
icon:CRING04,CRING04,item-description,2,2
icon:CRING05,CRING05,item-description,23,23
icon:CRING06,CRING06,item-description,2,2
icon:CRING07,CRING07,item-description,2,2
icon:CRING08,CRING08,item-description,3,3
icon:CRING09,CRING09,item-description,16,16
icon:CRING10,CRING10,item-description,5,5
icon:CRING11,CRING11,item-description,9,9
icon:CRING20,CRING20,item-description,1,1
icon:CRING21,CRING21,item-description,1,1
icon:CRING22,CRING22,item-description,1,1
icon:CRING23,CRING23,item-description,1,1
icon:CRING26,CRING26,item-description,1,1
icon:CRING27,CRING27,item-description,1,1
icon:CRING28,CRING28,item-description,1,1
icon:CRING29,CRING29,item-description,1,1
icon:CRING30,CRING30,item-description,1,1
icon:CRING31,CRING31,item-description,1,1
icon:CRING33,CRING33,item-description,1,1
icon:CRING34,CRING34,item-description,1,1
icon:CRING35,CRING35,item-description,2,2
icon:CRING36,CRING36,item-description,1,1
icon:CRING37,CRING37,item-description,1,1
icon:CRING38,CRING38,item-description,1,1
icon:CRING39,CRING39,item-description,1,1
icon:CRODS01,CRODS01,item-description,1,1
icon:CRODS02,CRODS02,item-description,2,2
icon:CRODS03,CRODS03,item-description,1,1
icon:CRODS04,CRODS04,item-description,2,2
icon:CRODS05,CRODS05,item-description,1,1
icon:CSCALEB,CSCALEB,item-description,1,1
icon:CSCALER,CSCALER,item-description,4,4
icon:CSCRL01,CSCRL01,item-description,222,222
icon:CSCRL02,CSCRL02,item-description,4,4
icon:CSCRL2J,CSCRL2J,item-description,44,44
icon:CSCRL3D,CSCRL3D,item-description,22,22
icon:CSHLD01,CSHLD01,item-description,5,5
icon:CSHLD02,CSHLD02,item-description,2,2
icon:CSHLD03,CSHLD03,item-description,6,6
icon:CSHLD04,CSHLD04,item-description,3,3
icon:CSHLD05,CSHLD05,item-description,5,5
icon:CSHLD06,CSHLD06,item-description,2,2
icon:CSHLD07,CSHLD07,item-description,2,2
icon:CSHLD08,CSHLD08,item-description,3,3
icon:CSHLD09,CSHLD09,item-description,1,1
icon:CSHLD10,CSHLD10,item-description,2,2
icon:CSHLD17,CSHLD17,item-description,3,3
icon:CSHLD19,CSHLD19,item-description,1,1
icon:CSHLD20,CSHLD20,item-description,1,1
icon:CSHLD21,CSHLD21,item-description,2,2
icon:CSHLD22,CSHLD22,item-description,2,2
icon:CSHLD23,CSHLD23,item-description,1,1
icon:CSHLD25,CSHLD25,item-description,4,4
icon:CSHLD27,CSHLD27,item-description,3,3
icon:CSHLD28,CSHLD28,item-description,1,1
icon:CSHLD29,CSHLD29,item-description,2,2
icon:CSHLD30,CSHLD30,item-description,6,6
icon:CSHLDM0,CSHLDM0,item-description,4,4
icon:CSLNG01,CSLNG01,item-description,1,1
icon:CSLNG02,CSLNG02,item-description,1,1
icon:CSLNG03,CSLNG03,item-description,1,1
icon:CSLNG04,CSLNG04,item-description,2,2
icon:CSLNG05,CSLNG05,item-description,1,1
icon:CSLNG06,CSLNG06,item-description,1,1
icon:CSLNG07,CSLNG07,item-description,2,2
icon:CSPER01,CSPER01,item-description,13,13
icon:CSPER02,CSPER02,item-description,1,1
icon:CSPER03,CSPER03,item-description,1,1
icon:CSPER05,CSPER05,item-description,2,2
icon:CSPER06,CSPER06,item-description,1,1
icon:CSPER07,CSPER07,item-description,1,1
icon:CSPER08,CSPER08,item-description,2,2
icon:CSPER09,CSPER09,item-description,1,1
icon:CSPER10,CSPER10,item-description,1,1
icon:CSTAF01,CSTAF01,item-description,6,6
icon:CSTAF02,CSTAF02,item-description,5,5
icon:CSTAF09,CSTAF09,item-description,1,1
icon:CSTAF10,CSTAF10,item-description,1,1
icon:CSTAF12,CSTAF12,item-description,1,1
icon:CSTAF13,CSTAF13,item-description,1,1
icon:CSTAF14,CSTAF14,item-description,1,1
icon:CSTAF15,CSTAF15,item-description,1,1
icon:CSTAF16,CSTAF16,item-description,1,1
icon:CSTAF17,CSTAF17,item-description,1,1
icon:CSTAF18,CSTAF18,item-description,3,3
icon:CSTAF19,CSTAF19,item-description,2,2
icon:CSW1H01,CSW1H01,item-description,3,3
icon:CSW1H02,CSW1H02,item-description,3,3
icon:CSW1H03,CSW1H03,item-description,5,5
icon:CSW1H04,CSW1H04,item-description,3,3
icon:CSW1H05,CSW1H05,item-description,11,11
icon:CSW1H06,CSW1H06,item-description,3,3
icon:CSW1H07,CSW1H07,item-description,7,7
icon:CSW1H08,CSW1H08,item-description,7,7
icon:CSW1H09,CSW1H09,item-description,3,3
icon:CSW1H10,CSW1H10,item-description,5,5
icon:CSW1H13,CSW1H13,item-description,2,2
icon:CSW1H15,CSW1H15,item-description,7,7
icon:CSW1H20,CSW1H20,item-description,5,5
icon:CSW1H23,CSW1H23,item-description,1,1
icon:CSW1H24,CSW1H24,item-description,3,3
icon:CSW1H25,CSW1H25,item-description,1,1
icon:CSW1H26,CSW1H26,item-description,1,1
icon:CSW1H27,CSW1H27,item-description,1,1
icon:CSW1H28,CSW1H28,item-description,1,1
icon:CSW1H29,CSW1H29,item-description,1,1
icon:CSW1H30,CSW1H30,item-description,5,5
icon:CSW1H31,CSW1H31,item-description,1,1
icon:CSW1H32,CSW1H32,item-description,1,1
icon:CSW1H33,CSW1H33,item-description,2,2
icon:CSW1H34,CSW1H34,item-description,2,2
icon:CSW1H35,CSW1H35,item-description,1,1
icon:CSW1H36,CSW1H36,item-description,1,1
icon:CSW1H37,CSW1H37,item-description,2,2
icon:CSW1H38,CSW1H38,item-description,2,2
icon:CSW1H39,CSW1H39,item-description,2,2
icon:CSW1H40,CSW1H40,item-description,2,2
icon:CSW1H41,CSW1H41,item-description,2,2
icon:CSW1H42,CSW1H42,item-description,2,2
icon:CSW1H43,CSW1H43,item-description,1,1
icon:CSW1H44,CSW1H44,item-description,4,4
icon:CSW1H45,CSW1H45,item-description,1,1
icon:CSW1H46,CSW1H46,item-description,1,1
icon:CSW1H47,CSW1H47,item-description,4,4
icon:CSW1H48,CSW1H48,item-description,2,2
icon:CSW1H49,CSW1H49,item-description,3,3
icon:CSW1H50,CSW1H50,item-description,1,1
icon:CSW1H51,CSW1H51,item-description,1,1
icon:CSW1H54,CSW1H54,item-description,1,1
icon:CSW1H54A,CSW1H54A,item-description,1,1
icon:CSW1H54B,CSW1H54B,item-description,1,1
icon:CSW1H54C,CSW1H54C,item-description,1,1
icon:CSW2H01,CSW2H01,item-description,6,6
icon:CSW2H02,CSW2H02,item-description,4,4
icon:CSW2H03,CSW2H03,item-description,3,3
icon:CSW2H06,CSW2H06,item-description,3,3
icon:CSW2H07,CSW2H07,item-description,3,3
icon:CSW2H08,CSW2H08,item-description,2,2
icon:CSW2H09,CSW2H09,item-description,1,1
icon:CSW2H10,CSW2H10,item-description,2,2
icon:CSW2H11,CSW2H11,item-description,3,3
icon:CSW2H12,CSW2H12,item-description,2,2
icon:CSW2H13,CSW2H13,item-description,2,2
icon:CSW2H14,CSW2H14,item-description,1,1
icon:CSW2H15,CSW2H15,item-description,6,6
icon:CSW2H15A,CSW2H15A,item-description,1,1
icon:CSW2H16,CSW2H16,item-description,1,1
icon:CWAND02,CWAND02,item-description,3,3
icon:CWAND03,CWAND03,item-description,4,4
icon:CWAND04,CWAND04,item-description,1,1
icon:CWAND05,CWAND05,item-description,2,2
icon:CWAND06,CWAND06,item-description,3,3
icon:CWAND07,CWAND07,item-description,5,5
icon:CWAND08,CWAND08,item-description,1,1
icon:CWAND09,CWAND09,item-description,1,1
icon:CWAND10,CWAND10,item-description,1,1
icon:CWAND11,CWAND11,item-description,2,2
icon:CWAND12,CWAND12,item-description,2,2
icon:CWAND13,CWAND13,item-description,1,1
icon:CWAND14,CWAND14,item-description,2,2
icon:CWINGS01,CWINGS01,item-description,2,2
icon:CXBOW01,CXBOW01,item-description,4,4
icon:CXBOW02,CXBOW02,item-description,1,1
icon:CXBOW03,CXBOW03,item-description,1,1
icon:CXBOW04,CXBOW04,item-description,1,1
icon:CXBOW05,CXBOW05,item-description,1,1
icon:CXBOW06,CXBOW06,item-description,1,1
icon:CXBOW07,CXBOW07,item-description,2,2
icon:CXBOW08,CXBOW08,item-description,1,1
icon:CXBOW09,CXBOW09,item-description,2,2
icon:CXBOW10,CXBOW10,item-description,1,1
icon:CXBOW12,CXBOW12,item-description,1,1
icon:CXBOW13,CXBOW13,item-description,1,1
icon:CXBOW14,CXBOW14,item-description,1,1
icon:ENCHAXEC,ENCHAXEC,spellbook,1,1
icon:ENCHLSWC,ENCHLSWC,spellbook,4,4
icon:ENCHMACC,ENCHMACC,spellbook,1,1
icon:ENCHSSWC,ENCHSSWC,spellbook,1,1
icon:FAMCAT,FAMCAT,item-inventory,2,2
icon:FAMFER,FAMFER,item-inventory,2,2
icon:FAMIMP,FAMIMP,item-inventory,6,6
icon:FAMPSD,FAMPSD,item-inventory,4,4
icon:FAMRAB,FAMRAB,item-inventory,2,2
icon:FIST,FIST,item-description,1,1
icon:FIST,FIST,item-inventory,12,12
icon:GAMUL02,GAMUL02,item-ground,66,66
icon:GAROW01,GAROW01,item-ground,24,24
icon:GAX1H01,GAX1H01,item-ground,25,25
icon:GBELT01,GBELT01,item-ground,25,25
icon:GBLUN01,GBLUN01,item-ground,106,106
icon:GBLUN06,GBLUN06,item-ground,52,52
icon:GBOLT01,GBOLT01,item-ground,22,22
icon:GBOOK01,GBOOK01,item-ground,153,153
icon:GBOOT01,GBOOT01,item-ground,22,22
icon:GBOW01,GBOW01,item-ground,34,34
icon:GBOW02,GBOW02,item-ground,11,11
icon:GBRAC01,GBRAC01,item-ground,16,16
icon:GBRAC06,GBRAC06,item-ground,16,16
icon:GBSHLD,GBSHLD,item-ground,6,6
icon:GBULL01,GBULL01,item-ground,5,5
icon:GBULL03,GBULL03,item-ground,8,8
icon:GCHAN01,GCHAN01,item-ground,31,31
icon:GCLCK01,GCLCK01,item-ground,30,30
icon:GCLCK02,GCLCK02,item-ground,26,26
icon:GCRATE01,GCRATE01,item-ground,1,1
icon:GDAGG01,GDAGG01,item-ground,36,36
icon:GDART01,GDART01,item-ground,12,12
icon:GGEM01,GGEM01,item-ground,56,56
icon:GHALB01,GHALB01,item-ground,17,17
icon:GHAMM01,GHAMM01,item-ground,18,18
icon:GHELM01,GHELM01,item-ground,36,36
icon:GLEAT01,GLEAT01,item-ground,36,36
icon:GLSHLD,GLSHLD,item-ground,10,10
icon:GMISC01,GMISC01,item-ground,3,3
icon:GMISC12,GMISC12,item-ground,1,1
icon:GMISC2P,GMISC2P,item-ground,6,6
icon:GMISC54,GMISC54,item-ground,3,3
icon:GMISC55,GMISC55,item-ground,1,1
icon:GMISC79,GMISC79,item-ground,1,1
icon:GMISC7Z,GMISC7Z,item-ground,1,1
icon:GMISC80,GMISC80,item-ground,14,14
icon:GMISC83,GMISC83,item-ground,59,59
icon:GMISC85,GMISC85,item-ground,3,3
icon:GMISC86,GMISC86,item-ground,1,1
icon:GMISC96,GMISC96,item-ground,3,3
icon:GMSHLD,GMSHLD,item-ground,16,16
icon:GOHBCM12,GOHBCM12,item-ground,1,1
icon:GOHBCOM5,GOHBCOM5,item-ground,1,1
icon:GPLAT01,GPLAT01,item-ground,38,38
icon:GPOTN01,GPOTN01,item-ground,100,100
icon:GRING01,GRING01,item-ground,140,140
icon:GSACK01,GSACK01,item-ground,269,269
icon:GSCRL01,GSCRL01,item-ground,367,367
icon:GSHLD01,GSHLD01,item-ground,11,11
icon:GSHLD03,GSHLD03,item-ground,9,9
icon:GSHLD05,GSHLD05,item-ground,10,10
icon:GSHLD08,GSHLD08,item-ground,7,7
icon:GSLNG01,GSLNG01,item-ground,13,13
icon:GSPER01,GSPER01,item-ground,26,26
icon:GSSHLD,GSSHLD,item-ground,6,6
icon:GSTAF01,GSTAF01,item-ground,41,41
icon:GSW1H01,GSW1H01,item-ground,115,115
icon:GSW1H07,GSW1H07,item-ground,38,38
icon:GSW2H01,GSW2H01,item-ground,47,47
icon:GTREAS01,GTREAS01,item-ground,49,49
icon:GWAND01,GWAND01,item-ground,54,54
icon:GWARD01,GWARD01,item-ground,15,15
icon:GWINGS01,GWINGS01,item-ground,2,2
icon:GXBOW01,GXBOW01,item-ground,21,21
icon:I6LANTHO,I6LANTHO,item-inventory,1,1
icon:IAMUL01,IAMUL01,item-inventory,1,1
icon:IAMUL02,IAMUL02,item-inventory,2,2
icon:IAMUL04,IAMUL04,item-inventory,1,1
icon:IAMUL05,IAMUL05,item-inventory,1,1
icon:IAMUL06,IAMUL06,item-inventory,1,1
icon:IAMUL07,IAMUL07,item-inventory,1,1
icon:IAMUL08,IAMUL08,item-inventory,1,1
icon:IAMUL09,IAMUL09,item-inventory,1,1
icon:IAMUL10,IAMUL10,item-inventory,1,1
icon:IAMUL11,IAMUL11,item-inventory,1,1
icon:IAMUL12,IAMUL12,item-inventory,1,1
icon:IAMUL13,IAMUL13,item-inventory,2,2
icon:IAMUL14,IAMUL14,item-inventory,1,1
icon:IAMUL15,IAMUL15,item-inventory,1,1
icon:IAMUL16,IAMUL16,item-inventory,1,1
icon:IAMUL17,IAMUL17,item-inventory,3,3
icon:IAMUL18,IAMUL18,item-inventory,1,1
icon:IAMUL19,IAMUL19,item-inventory,1,1
icon:IAMUL20,IAMUL20,item-inventory,1,1
icon:IAMUL21,IAMUL21,item-inventory,2,2
icon:IAMUL22,IAMUL22,item-inventory,1,1
icon:IAMUL23,IAMUL23,item-inventory,1,1
icon:IAMUL24,IAMUL24,item-inventory,1,1
icon:IAMUL25,IAMUL25,item-inventory,1,1
icon:IAMUL26,IAMUL26,item-inventory,1,1
icon:IAMUL27,IAMUL27,item-inventory,1,1
icon:IAMUL28,IAMUL28,item-inventory,1,1
icon:IAROW01,IAROW01,item-inventory,4,4
icon:IAROW02,IAROW02,item-inventory,1,1
icon:IAROW03,IAROW03,item-inventory,1,1
icon:IAROW04,IAROW04,item-inventory,1,1
icon:IAROW05,IAROW05,item-inventory,3,3
icon:IAROW06,IAROW06,item-inventory,1,1
icon:IAROW07,IAROW07,item-inventory,1,1
icon:IAROW08,IAROW08,item-inventory,4,4
icon:IAROW09,IAROW09,item-inventory,2,2
icon:IAROW10,IAROW10,item-inventory,1,1
icon:IAROW11,IAROW11,item-inventory,1,1
icon:IAROW15,IAROW15,item-inventory,1,1
icon:IAX1H01,IAX1H01,item-inventory,4,4
icon:IAX1H02,IAX1H02,item-inventory,3,3
icon:IAX1H03,IAX1H03,item-inventory,2,2
icon:IAX1H04,IAX1H04,item-inventory,1,1
icon:IAX1H05,IAX1H05,item-inventory,2,2
icon:IAX1H07,IAX1H07,item-inventory,1,1
icon:IAX1H08,IAX1H08,item-inventory,1,1
icon:IAX1H09,IAX1H09,item-inventory,1,1
icon:IAX1H10,IAX1H10,item-inventory,1,1
icon:IAX1H11,IAX1H11,item-inventory,1,1
icon:IAX1H12,IAX1H12,item-inventory,1,1
icon:IAX1H13,IAX1H13,item-inventory,1,1
icon:IAX1H14,IAX1H14,item-inventory,3,3
icon:IAX1H16,IAX1H16,item-inventory,1,1
icon:IAX1H17,IAX1H17,item-inventory,1,1
icon:IBAG02,IBAG02,item-inventory,11,11
icon:IBAG03,IBAG03,item-inventory,9,9
icon:IBAG04,IBAG04,item-inventory,20,20
icon:IBAG05,IBAG05,item-inventory,1,1
icon:IBAG06,IBAG06,item-inventory,4,4
icon:IBDAMU02,IBDAMU02,item-inventory,1,1
icon:IBDAMU26,IBDAMU26,item-inventory,1,1
icon:IBDBLN16,IBDBLN16,item-inventory,1,1
icon:IBDBRD03,IBDBRD03,item-inventory,1,1
icon:IBDDAR01,IBDDAR01,item-inventory,1,1
icon:IBDDUMPL,IBDDUMPL,item-inventory,1,1
icon:IBDHAM02,IBDHAM02,item-inventory,1,1
icon:IBDHEL09,IBDHEL09,item-inventory,1,1
icon:IBDHEL11,IBDHEL11,item-inventory,1,1
icon:IBDHEL16,IBDHEL16,item-inventory,1,1
icon:IBDMSC5G,IBDMSC5G,item-inventory,1,1
icon:IBDROB05,IBDROB05,item-inventory,1,1
icon:IBDS1H06,IBDS1H06,item-inventory,1,1
icon:IBDS2H01,IBDS2H01,item-inventory,1,1
icon:IBDSHL01,IBDSHL01,item-inventory,1,1
icon:IBEAR,IBEAR,item-inventory,14,14
icon:IBELT01,IBELT01,item-inventory,3,3
icon:IBELT02,IBELT02,item-inventory,1,1
icon:IBELT03,IBELT03,item-inventory,1,1
icon:IBELT04,IBELT04,item-inventory,1,1
icon:IBELT05,IBELT05,item-inventory,6,6
icon:IBELT06,IBELT06,item-inventory,1,1
icon:IBELT07,IBELT07,item-inventory,1,1
icon:IBELT08,IBELT08,item-inventory,1,1
icon:IBELT09,IBELT09,item-inventory,1,1
icon:IBELT10,IBELT10,item-inventory,2,2
icon:IBELT11,IBELT11,item-inventory,1,1
icon:IBELT12,IBELT12,item-inventory,1,1
icon:IBELT13,IBELT13,item-inventory,1,1
icon:IBELT14,IBELT14,item-inventory,1,1
icon:IBELTBW,IBELTBW,item-inventory,1,1
icon:IBELTSH,IBELTSH,item-inventory,1,1
icon:IBELTTY,IBELTTY,item-inventory,1,1
icon:IBLKBLAD,IBLKBLAD,item-inventory,1,1
icon:IBLUN01,IBLUN01,item-inventory,2,2
icon:IBLUN02,IBLUN02,item-inventory,3,3
icon:IBLUN03,IBLUN03,item-inventory,1,1
icon:IBLUN04,IBLUN04,item-inventory,2,2
icon:IBLUN04,IBLUN04,spellbook,1,1
icon:IBLUN05,IBLUN05,item-inventory,5,5
icon:IBLUN06,IBLUN06,item-inventory,2,2
icon:IBLUN07,IBLUN07,item-inventory,2,2
icon:IBLUN09,IBLUN09,item-inventory,1,1
icon:IBLUN10,IBLUN10,item-inventory,1,1
icon:IBLUN11,IBLUN11,item-inventory,2,2
icon:IBLUN12,IBLUN12,item-inventory,3,3
icon:IBLUN13,IBLUN13,item-inventory,1,1
icon:IBLUN13B,IBLUN13B,item-inventory,1,1
icon:IBLUN14,IBLUN14,item-inventory,1,1
icon:IBLUN14A,IBLUN14A,item-inventory,1,1
icon:IBLUN14B,IBLUN14B,item-inventory,1,1
icon:IBLUN14C,IBLUN14C,item-inventory,1,1
icon:IBLUN14D,IBLUN14D,item-inventory,1,1
icon:IBLUN14E,IBLUN14E,item-inventory,1,1
icon:IBLUN14F,IBLUN14F,item-inventory,1,1
icon:IBLUN14G,IBLUN14G,item-inventory,1,1
icon:IBLUN14H,IBLUN14H,item-inventory,1,1
icon:IBLUN14I,IBLUN14I,item-inventory,1,1
icon:IBLUN15,IBLUN15,item-inventory,2,2
icon:IBLUN17,IBLUN17,item-inventory,1,1
icon:IBLUN18,IBLUN18,item-inventory,1,1
icon:IBLUN20,IBLUN20,item-inventory,2,2
icon:IBLUN21,IBLUN21,item-inventory,2,2
icon:IBLUN22,IBLUN22,item-inventory,1,1
icon:IBLUN23,IBLUN23,item-inventory,1,1
icon:IBLUN24,IBLUN24,item-inventory,1,1
icon:IBLUN26,IBLUN26,item-inventory,2,2
icon:IBLUN28,IBLUN28,item-inventory,2,2
icon:IBLUN30,IBLUN30,item-inventory,1,1
icon:IBLUN30A,IBLUN30A,item-inventory,1,1
icon:IBLUN30B,IBLUN30B,item-inventory,1,1
icon:IBLUN30C,IBLUN30C,item-inventory,1,1
icon:IBLUN30D,IBLUN30D,item-inventory,1,1
icon:IBLUN31,IBLUN31,item-inventory,4,4
icon:IBLUN32,IBLUN32,item-inventory,1,1
icon:IBLUN33,IBLUN33,item-inventory,1,1
icon:IBLUN34,IBLUN34,item-inventory,1,1
icon:IBLUN35,IBLUN35,item-inventory,1,1
icon:IBOLT01,IBOLT01,item-inventory,4,4
icon:IBOLT02,IBOLT02,item-inventory,6,6
icon:IBOLT03,IBOLT03,item-inventory,1,1
icon:IBOLT04,IBOLT04,item-inventory,1,1
icon:IBOLT05,IBOLT05,item-inventory,1,1
icon:IBOLT06,IBOLT06,item-inventory,1,1
icon:IBOLT09,IBOLT09,item-inventory,1,1
icon:IBOLTS01,IBOLTS01,item-inventory,1,1
icon:IBOOK01,IBOOK01,item-inventory,96,96
icon:IBOOK02,IBOOK02,item-inventory,1,1
icon:IBOOK03,IBOOK03,item-inventory,4,4
icon:IBOOK04,IBOOK04,item-inventory,1,1
icon:IBOOK05,IBOOK05,item-inventory,1,1
icon:IBOOK09,IBOOK09,item-inventory,2,2
icon:IBOOK768,IBOOK768,item-inventory,5,5
icon:IBOOK89,IBOOK89,item-inventory,4,4
icon:IBOOK90,IBOOK90,item-inventory,4,4
icon:IBOOK91,IBOOK91,item-inventory,5,5
icon:IBOOK92,IBOOK92,item-inventory,3,3
icon:IBOOK93,IBOOK93,item-inventory,2,2
icon:IBOOT01,IBOOT01,item-inventory,7,7
icon:IBOOT02,IBOOT02,item-inventory,1,1
icon:IBOOT03,IBOOT03,item-inventory,1,1
icon:IBOOT04,IBOOT04,item-inventory,1,1
icon:IBOOT05,IBOOT05,item-inventory,1,1
icon:IBOOT06,IBOOT06,item-inventory,1,1
icon:IBOOT07,IBOOT07,item-inventory,1,1
icon:IBOOT08,IBOOT08,item-inventory,1,1
icon:IBOOT09,IBOOT09,item-inventory,1,1
icon:IBOOT10,IBOOT10,item-inventory,1,1
icon:IBOOT11,IBOOT11,item-inventory,1,1
icon:IBOOT12,IBOOT12,item-inventory,3,3
icon:IBOTSMIT,IBOTSMIT,item-inventory,1,1
icon:IBOW01,IBOW01,item-inventory,1,1
icon:IBOW02,IBOW02,item-inventory,1,1
icon:IBOW03,IBOW03,item-inventory,4,4
icon:IBOW04,IBOW04,item-inventory,1,1
icon:IBOW05,IBOW05,item-inventory,2,2
icon:IBOW06,IBOW06,item-inventory,3,3
icon:IBOW07,IBOW07,item-inventory,1,1
icon:IBOW08,IBOW08,item-inventory,3,3
icon:IBOW09,IBOW09,item-inventory,1,1
icon:IBOW10,IBOW10,item-inventory,1,1
icon:IBOW11,IBOW11,item-inventory,1,1
icon:IBOW12,IBOW12,item-inventory,2,2
icon:IBOW13,IBOW13,item-inventory,1,1
icon:IBOW14,IBOW14,item-inventory,2,2
icon:IBOW15,IBOW15,item-inventory,2,2
icon:IBOW16,IBOW16,item-inventory,1,1
icon:IBOW17,IBOW17,item-inventory,1,1
icon:IBOW18,IBOW18,item-inventory,2,2
icon:IBOW19,IBOW19,item-inventory,3,3
icon:IBOW19A,IBOW19A,item-inventory,1,1
icon:IBOW19B,IBOW19B,item-inventory,2,2
icon:IBOW20,IBOW20,item-inventory,4,4
icon:IBOW22,IBOW22,item-inventory,2,2
icon:IBOW24,IBOW24,item-inventory,1,1
icon:IBOW25,IBOW25,item-inventory,2,2
icon:IBOW26,IBOW26,item-inventory,2,2
icon:IBRAC01,IBRAC01,item-inventory,1,1
icon:IBRAC02,IBRAC02,item-inventory,2,2
icon:IBRAC03,IBRAC03,item-inventory,1,1
icon:IBRAC04,IBRAC04,item-inventory,1,1
icon:IBRAC05,IBRAC05,item-inventory,1,1
icon:IBRAC06,IBRAC06,item-inventory,1,1
icon:IBRAC07,IBRAC07,item-inventory,1,1
icon:IBRAC08,IBRAC08,item-inventory,1,1
icon:IBRAC09,IBRAC09,item-inventory,1,1
icon:IBRAC10,IBRAC10,item-inventory,1,1
icon:IBRAC11,IBRAC11,item-inventory,2,2
icon:IBRAC12,IBRAC12,item-inventory,1,1
icon:IBRAC13,IBRAC13,item-inventory,1,1
icon:IBRAC14,IBRAC14,item-inventory,1,1
icon:IBRAC15,IBRAC15,item-inventory,1,1
icon:IBRAC16,IBRAC16,item-inventory,1,1
icon:IBRAC17,IBRAC17,item-inventory,1,1
icon:IBRAC18,IBRAC18,item-inventory,1,1
